
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
10001,Danny Granger,2009-10,26,IND,NBA,62,62,2278,19.8,.385,.376,3.2,13.3,8.2,13.6,2.0,1.6,10.6,28.7,108,106,3.5,2.7,6.2,.131,3.1,-0.4,2.7,2.7
10002,Danny Granger,2010-11,27,IND,NBA,79,79,2763,17.8,.323,.370,3.5,13.5,8.5,13.0,1.6,1.6,12.3,26.7,107,106,3.7,3.2,6.9,.120,1.9,-0.3,1.6,2.5
10003,Danny Granger,2011-12,28,IND,NBA,62,62,2062,18.6,.343,.309,4.3,12.3,8.4,9.7,1.6,1.5,9.3,25.9,111,104,4.5,2.2,6.7,.155,3.1,-1.2,1.9,2.0
10004,Danny Granger,2012-13,29,IND,NBA,5,0,74,4.0,.286,.229,4.6,8.9,6.8,6.9,1.4,1.0,9.4,26.2,77,103,-0.2,0.1,-0.1,-.075,-7.2,-2.4,-9.6,-0.1
10005,Danny Granger,2005-06,22,IND,NBA,78,17,1765,14.7,.195,.310,8.8,16.0,12.5,8.8,1.8,2.6,12.8,16.4,110,101,2.1,3.0,5.1,.139,-0.5,2.6,2.1,1.9
10006,Danny Granger,2013-14,30,TOT,NBA,41,2,847,10.9,.417,.218,4.3,12.9,8.8,7.8,0.7,1.5,12.0,20.5,99,103,0.1,1.2,1.3,.073,-2.2,-0.6,-2.8,-0.2
10007,Ron Grandison,1988-89,24,BOS,NBA,72,0,528,10.1,.070,.563,10.4,9.7,10.0,10.2,1.7,0.3,16.9,16.8,104,111,0.3,0.3,0.6,.055,-1.4,-1.2,-2.7,-0.1
10008,Ron Grandison,1991-92,27,CHH,NBA,3,0,25,14.6,.000,2.500,12.7,35.0,23.7,4.8,1.9,2.3,26.3,18.4,101,103,0.0,0.0,0.0,.090,-5.0,-0.3,-5.2,0.0
10009,Ron Grandison,1994-95,30,NYK,NBA,2,0,8,18.3,.000,.000,45.7,28.3,36.7,39.7,0.0,0.0,0.0,22.9,108,103,0.0,0.0,0.0,.151,5.5,2.6,8.1,0.0
10010,Ron Grandison,1995-96,31,TOT,NBA,28,3,311,8.5,.241,.431,7.7,13.0,10.4,6.2,2.0,0.5,14.8,11.9,101,104,0.0,0.4,0.5,.076,-3.1,1.1,-2.1,0.0
10011,Jim Grandholm,1990-91,30,DAL,NBA,26,0,168,16.5,.293,.362,13.6,20.3,17.0,7.4,0.6,3.0,14.1,20.6,112,108,0.3,0.2,0.4,.123,0.7,-1.5,-0.9,0.0
10012,Stephen Graham,2009-10,27,CHA,NBA,70,8,804,11.2,.208,.271,3.7,16.3,10.1,5.0,1.3,1.0,11.8,17.6,104,104,0.4,1.2,1.6,.094,-3.1,-0.6,-3.7,-0.3
10013,Stephen Graham,2010-11,28,NJN,NBA,59,28,959,4.4,.105,.190,2.0,13.4,7.6,6.5,0.8,0.1,14.9,12.3,89,112,-0.7,0.4,-0.3,-.014,-5.3,-0.7,-6.0,-0.9
10014,Stephen Graham,2005-06,23,TOT,NBA,22,0,175,6.9,.185,.278,3.4,14.8,9.1,6.9,1.5,0.9,17.7,19.6,89,105,-0.2,0.2,0.0,.009,-5.5,-0.9,-6.4,-0.2
10015,Stephen Graham,2006-07,24,POR,NBA,14,1,165,5.4,.275,.225,4.4,11.5,7.9,4.9,1.3,0.5,22.8,16.2,88,112,-0.2,0.1,-0.1,-.027,-4.2,-1.6,-5.8,-0.2
10016,Stephen Graham,2007-08,25,IND,NBA,22,0,128,21.9,.241,.276,3.3,15.6,9.3,13.5,1.5,0.6,13.3,25.4,117,108,0.3,0.1,0.4,.167,2.0,-2.4,-0.4,0.1
10017,Stephen Graham,2008-09,26,IND,NBA,52,6,684,8.5,.258,.242,3.4,12.2,7.7,7.3,0.7,0.4,13.7,20.9,95,112,-0.4,0.4,0.0,.001,-3.8,-2.9,-6.7,-0.8
10018,Paul Graham,1991-92,24,ATL,NBA,78,9,1718,14.7,.207,.249,4.4,10.1,7.1,14.6,2.7,0.7,10.7,20.4,109,109,1.9,1.7,3.6,.100,0.6,-0.1,0.5,1.1
10019,Paul Graham,1992-93,25,ATL,NBA,80,11,1508,12.7,.252,.234,4.3,9.9,7.0,15.9,2.8,0.3,16.3,20.2,103,110,0.7,1.2,1.9,.060,-0.5,-0.6,-1.1,0.4
10020,Paul Graham,1993-94,26,ATL,NBA,21,0,128,13.1,.228,.298,3.4,6.9,5.2,15.4,1.6,2.5,7.2,23.3,103,105,0.1,0.2,0.2,.090,-2.1,-1.7,-3.7,-0.1
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
10021,Orlando Graham,1988-89,23,GSW,NBA,7,0,22,6.7,.000,.400,36.5,13.6,25.0,0.0,0.0,0.0,14.5,23.7,90,112,0.0,0.0,0.0,-.047,-5.9,-10.5,-16.4,-0.1
10022,Joey Graham,2005-06,23,TOR,NBA,80,24,1581,10.2,.210,.321,4.2,15.1,9.4,6.0,1.2,0.6,16.3,16.5,104,113,1.0,0.3,1.3,.038,-1.8,-1.7,-3.5,-0.6
10023,Joey Graham,2006-07,24,TOR,NBA,79,21,1319,12.9,.080,.338,4.9,17.4,11.0,5.4,1.2,0.2,9.9,17.4,110,107,1.7,1.3,3.0,.108,-1.8,-0.8,-2.6,-0.2
10024,Joey Graham,2007-08,25,TOR,NBA,38,3,331,10.3,.027,.398,6.4,17.7,12.0,7.0,0.5,0.0,14.8,22.2,99,110,0.0,0.3,0.3,.040,-4.3,-2.3,-6.6,-0.4
10025,Joey Graham,2008-09,26,TOR,NBA,78,10,1541,11.9,.033,.333,7.3,14.9,11.1,5.0,1.2,0.6,11.9,18.7,106,111,1.1,1.1,2.2,.068,-2.2,-1.3,-3.5,-0.6
10026,Joey Graham,2009-10,27,DEN,NBA,63,18,759,10.6,.064,.361,6.0,12.7,9.3,4.5,1.5,0.7,15.5,16.2,106,109,0.5,0.6,1.1,.072,-2.5,-1.1,-3.6,-0.3
10027,Joey Graham,2010-11,28,CLE,NBA,39,8,586,7.7,.168,.201,1.5,15.3,8.2,5.2,0.5,0.9,12.6,17.2,96,114,-0.2,0.1,0.0,-.004,-4.7,-2.4,-7.1,-0.8
10028,Greg Graham,1996-97,26,SEA,NBA,28,0,197,12.6,.388,.500,1.2,6.7,4.0,9.2,3.2,0.4,9.3,25.0,98,104,0.0,0.3,0.3,.065,-2.5,-2.6,-5.2,-0.2
10029,Greg Graham,1997-98,27,CLE,NBA,6,0,56,2.1,.250,.167,0.0,2.2,1.1,18.3,1.0,0.0,43.7,18.9,73,107,-0.2,0.0,-0.1,-.096,-8.0,-3.6,-11.5,-0.1
10030,Greg Graham,1993-94,23,PHI,NBA,70,6,889,11.4,.082,.361,2.6,8.1,5.3,11.5,3.4,0.3,15.5,20.4,93,109,-0.5,0.6,0.1,.005,-3.8,-1.0,-4.8,-0.6
10031,Greg Graham,1994-95,24,PHI,NBA,50,7,775,9.5,.126,.327,2.8,6.5,4.7,13.7,2.0,0.6,15.8,17.5,99,113,-0.1,0.4,0.3,.020,-3.1,-1.5,-4.5,-0.5
10032,Greg Graham,1995-96,25,TOT,NBA,53,5,613,11.1,.425,.352,3.0,7.5,5.2,14.3,2.1,0.1,17.1,19.3,104,110,0.3,0.4,0.8,.060,-1.0,-1.9,-2.9,-0.1
10033,Ricky Grace,1993-94,26,ATL,NBA,3,0,8,10.8,.000,.667,0.0,13.8,6.9,21.9,0.0,0.0,0.0,20.8,107,107,0.0,0.0,0.0,.103,-0.7,-3.7,-4.4,0.0
10034,Andrew Goudelock,2011-12,23,LAL,NBA,40,0,419,8.4,.431,.069,1.4,6.6,4.1,8.0,0.5,0.0,10.5,21.9,95,110,0.0,0.1,0.1,.011,-2.3,-4.3,-6.6,-0.5
10035,Andrew Goudelock,2012-13,24,LAL,NBA,1,0,6,-6.4,.000,.000,18.9,0.0,9.2,0.0,0.0,0.0,0.0,14.8,38,116,0.0,0.0,0.0,-.264,-12.2,-5.8,-18.0,0.0
10036,Andrew Goudelock,2015-16,27,HOU,NBA,8,0,50,12.4,.450,.200,2.2,2.2,2.2,13.3,5.9,3.3,24.3,24.8,83,103,-0.1,0.1,0.0,-.033,-4.1,0.6,-3.6,0.0
10037,Marcin Gortat,2007-08,23,ORL,NBA,6,0,41,19.8,.000,.176,23.5,21.6,22.5,8.4,1.3,1.8,9.8,22.7,111,103,0.1,0.1,0.1,.158,-0.3,-0.6,-0.8,0.0
10038,Marcin Gortat,2015-16,31,WAS,NBA,75,74,2256,19.0,.001,.271,10.8,26.3,18.4,7.5,1.0,3.4,12.4,18.9,114,104,4.2,3.1,7.3,.156,-0.5,1.7,1.2,1.8
10039,Marcin Gortat,2008-09,24,ORL,NBA,63,3,794,17.0,.005,.241,14.0,26.3,20.3,2.9,1.2,4.8,10.8,13.5,121,97,1.4,1.9,3.3,.202,-2.3,2.9,0.6,0.5
10040,Marcin Gortat,2009-10,25,ORL,NBA,81,0,1088,13.9,.013,.330,11.5,24.3,18.1,2.4,0.8,4.8,15.0,13.0,113,99,1.2,2.2,3.4,.151,-3.0,2.5,-0.5,0.4
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
10041,Marcin Gortat,2010-11,26,TOT,NBA,80,14,2032,17.8,.007,.320,8.5,27.4,18.0,5.5,0.9,3.3,10.5,17.1,117,105,3.7,2.7,6.4,.152,-1.0,1.7,0.7,1.4
10042,Marcin Gortat,2011-12,27,PHO,NBA,66,66,2114,21.2,.003,.326,10.0,25.0,17.6,4.8,1.2,3.4,9.3,20.8,115,103,4.9,2.7,7.6,.172,0.8,1.2,2.0,2.1
10043,Marcin Gortat,2012-13,28,PHO,NBA,61,61,1876,15.4,.005,.244,7.6,24.0,15.6,6.5,1.1,3.9,13.6,17.2,104,105,1.3,2.1,3.4,.086,-2.4,1.8,-0.6,0.7
10044,Marcin Gortat,2013-14,29,WAS,NBA,81,80,2655,17.6,.001,.273,8.7,25.1,16.7,8.4,0.8,3.8,11.8,18.2,112,103,4.1,4.0,8.1,.146,-1.1,2.1,1.0,2.0
10045,Marcin Gortat,2014-15,30,WAS,NBA,82,82,2453,18.2,.004,.226,8.5,24.1,16.5,6.5,1.0,3.6,10.5,17.6,114,100,4.4,4.2,8.6,.168,-0.4,2.3,1.8,2.4
10046,Lancaster Gordon,1984-85,22,LAC,NBA,63,1,682,8.2,.031,.171,4.4,5.5,5.0,17.6,2.3,0.5,18.3,22.6,86,111,-1.2,0.4,-0.8,-.055,-4.7,-1.6,-6.3,-0.7
10047,Lancaster Gordon,1985-86,23,LAC,NBA,60,1,704,7.8,.081,.162,3.7,7.0,5.3,12.7,2.2,0.8,14.4,24.6,86,113,-1.3,0.2,-1.1,-.072,-4.8,-2.6,-7.4,-1.0
10048,Lancaster Gordon,1986-87,24,LAC,NBA,70,4,1130,11.3,.088,.174,5.8,6.5,6.1,19.2,2.5,0.7,14.8,24.3,91,113,-1.3,0.5,-0.8,-.033,-2.6,-1.6,-4.3,-0.7
10049,Lancaster Gordon,1987-88,25,LAC,NBA,8,0,65,8.0,.000,.194,3.2,3.4,3.3,16.9,0.7,1.7,10.6,23.5,90,113,-0.1,0.0,0.0,-.035,-5.7,-3.2,-8.9,-0.1
10050,Eric Gordon,2012-13,24,NOH,NBA,42,40,1264,15.4,.296,.380,0.9,6.4,3.6,19.3,1.9,0.5,14.6,29.4,101,112,0.8,0.3,1.1,.042,0.8,-3.3,-2.6,-0.2
10051,Eric Gordon,2013-14,25,NOP,NBA,64,64,2057,14.9,.316,.273,1.7,7.7,4.7,16.6,1.9,0.5,12.8,23.2,105,113,2.0,0.5,2.5,.058,1.2,-2.5,-1.2,0.4
10052,Eric Gordon,2014-15,26,NOP,NBA,61,60,2018,12.7,.454,.192,1.6,7.4,4.5,17.6,1.3,0.5,14.0,19.8,106,111,2.2,0.7,2.9,.069,1.4,-2.0,-0.6,0.7
10053,Eric Gordon,2015-16,27,NOP,NBA,45,44,1481,13.5,.533,.226,0.7,6.9,3.7,12.7,1.4,0.8,10.7,20.3,108,113,1.7,0.4,2.1,.069,1.6,-2.2,-0.6,0.5
10054,Eric Gordon,2008-09,20,LAC,NBA,78,65,2677,14.9,.374,.388,1.9,6.9,4.3,13.6,1.5,1.0,13.5,20.7,112,115,3.9,0.7,4.6,.082,1.4,-1.9,-0.4,1.1
10055,Eric Gordon,2009-10,21,LAC,NBA,62,60,2229,14.1,.409,.381,1.3,7.1,4.2,13.8,1.6,0.5,13.6,21.5,107,113,2.3,0.9,3.2,.069,1.3,-1.7,-0.5,0.9
10056,Eric Gordon,2010-11,22,LAC,NBA,56,56,2112,18.5,.307,.367,2.5,6.6,4.5,20.7,1.7,0.7,12.0,26.5,112,112,4.2,1.1,5.3,.120,3.3,-2.0,1.3,1.7
10057,Eric Gordon,2011-12,23,NOH,NBA,9,9,310,19.2,.286,.464,0.8,8.7,4.8,19.3,2.3,1.1,12.5,29.4,105,106,0.5,0.3,0.7,.115,2.2,-1.9,0.3,0.2
10058,Drew Gordon,2014-15,24,PHI,NBA,9,0,71,3.7,.158,.105,10.2,17.7,13.7,4.8,0.7,0.0,28.7,17.1,73,108,-0.2,0.1,-0.1,-.093,-9.0,-2.3,-11.3,-0.2
10059,Ben Gordon,2004-05,21,CHI,NBA,82,3,2002,14.9,.313,.256,3.1,8.9,6.0,16.3,1.4,0.4,13.7,30.4,100,103,0.8,2.7,3.5,.084,0.7,-1.3,-0.6,0.7
10060,Ben Gordon,2012-13,29,CHA,NBA,75,0,1560,12.7,.384,.167,1.3,8.5,4.8,17.6,1.2,0.8,14.3,27.8,96,115,-0.4,-0.2,-0.6,-.018,-0.4,-4.7,-5.1,-1.2
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
10061,Ben Gordon,2005-06,22,CHI,NBA,80,47,2482,14.5,.332,.233,2.0,8.1,5.1,17.3,1.6,0.2,12.4,26.3,102,106,1.8,2.6,4.4,.086,1.2,-1.0,0.2,1.4
10062,Ben Gordon,2013-14,30,CHA,NBA,19,0,279,6.4,.269,.194,1.2,9.8,5.5,12.2,1.9,0.6,15.2,22.9,80,105,-0.7,0.3,-0.3,-.058,-5.9,-1.0,-6.8,-0.3
10063,Ben Gordon,2006-07,23,CHI,NBA,82,51,2704,18.2,.280,.329,1.5,9.3,5.4,20.1,1.2,0.5,14.0,29.3,108,103,4.7,3.9,8.6,.152,2.6,-1.2,1.4,2.4
10064,Ben Gordon,2014-15,31,ORL,NBA,56,0,790,10.6,.329,.227,0.8,8.3,4.5,10.3,0.9,0.1,14.5,21.8,98,112,0.1,0.2,0.3,.015,-2.5,-3.6,-6.1,-0.8
