
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
11001,Monta Ellis,2008-09,23,GSW,NBA,25,25,892,14.5,.060,.219,1.7,11.5,6.6,17.5,2.1,0.6,12.4,25.8,99,114,-0.1,0.3,0.2,.012,-1.5,-1.8,-3.3,-0.3
11002,LeRon Ellis,1991-92,22,LAC,NBA,29,0,103,8.6,.000,.380,12.9,13.0,13.0,1.4,2.9,5.5,15.9,28.6,75,101,-0.4,0.2,-0.2,-.100,-9.7,-0.4,-10.2,-0.2
11003,LeRon Ellis,1993-94,24,CHH,NBA,50,1,680,13.5,.000,.374,11.7,18.6,15.3,4.9,1.2,2.3,9.0,14.6,113,107,1.0,0.6,1.6,.111,-1.4,-0.3,-1.7,0.0
11004,LeRon Ellis,1995-96,26,MIA,NBA,12,1,74,1.6,.000,.273,8.1,4.6,6.3,8.1,1.4,3.2,10.9,17.0,70,106,-0.2,0.1,-0.1,-.081,-8.4,0.9,-7.5,-0.1
11005,LaPhonso Ellis,1994-95,24,DEN,NBA,6,0,58,13.1,.000,.240,14.9,20.1,17.6,11.1,0.9,6.3,15.3,25.4,95,105,0.0,0.1,0.0,.032,-4.8,1.1,-3.7,0.0
11006,LaPhonso Ellis,2002-03,32,MIA,NBA,55,3,784,11.0,.408,.252,6.3,17.1,11.6,3.5,1.0,1.5,9.6,19.3,97,103,0.2,0.9,1.1,.065,-2.5,-1.5,-4.0,-0.4
11007,LaPhonso Ellis,1995-96,25,DEN,NBA,45,28,1269,12.1,.051,.343,8.4,20.9,14.7,9.6,1.5,1.9,14.3,20.4,96,106,-0.5,1.5,1.0,.039,-3.2,0.8,-2.3,-0.1
11008,LaPhonso Ellis,1996-97,26,DEN,NBA,55,49,2002,18.2,.255,.278,6.2,15.7,11.0,12.7,1.1,1.4,9.3,28.0,107,111,2.7,0.9,3.6,.087,1.9,-1.7,0.2,1.1
11009,LaPhonso Ellis,1997-98,27,DEN,NBA,76,71,2575,14.4,.200,.254,6.5,18.8,12.5,15.9,1.4,1.4,13.4,22.9,99,111,0.7,0.7,1.4,.025,-0.5,-1.2,-1.7,0.2
11010,LaPhonso Ellis,1998-99,28,ATL,NBA,20,20,539,11.8,.026,.321,5.5,18.1,11.8,6.8,0.8,1.0,13.6,21.9,94,98,0.0,0.8,0.8,.074,-3.4,-0.1,-3.5,-0.2
11011,LaPhonso Ellis,1999-00,29,ATL,NBA,58,8,1309,13.9,.045,.205,8.2,16.1,12.1,7.6,1.3,1.3,9.3,18.9,103,108,1.1,0.8,1.9,.070,-1.1,-0.8,-1.9,0.0
11012,LaPhonso Ellis,1992-93,22,DEN,NBA,82,82,2749,16.6,.014,.331,10.5,18.2,14.3,8.2,1.3,2.4,12.2,18.5,113,105,4.1,3.8,8.0,.139,0.4,1.4,1.9,2.7
11013,LaPhonso Ellis,2000-01,30,MIN,NBA,82,5,1948,16.0,.034,.333,11.6,17.5,14.5,7.5,1.8,2.7,12.8,19.6,107,102,2.9,2.3,5.2,.127,-0.3,0.5,0.2,1.1
11014,LaPhonso Ellis,1993-94,23,DEN,NBA,79,79,2699,15.9,.024,.373,9.4,18.4,14.0,10.0,1.2,1.9,13.3,20.4,108,102,3.5,4.1,7.6,.135,0.4,1.3,1.7,2.5
