
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
13901,Chauncey Billups,2004-05,28,DET,NBA,80,80,2866,19.0,.424,.418,2.0,9.0,5.5,28.2,1.6,0.2,14.3,20.7,121,105,8.6,3.5,12.1,.202,4.7,-0.9,3.8,4.2
13902,Chauncey Billups,2013-14,37,DET,NBA,19,7,309,5.3,.608,.152,1.3,8.9,4.9,18.7,1.3,0.3,22.9,15.1,87,113,-0.3,0.1,-0.3,-.042,-3.8,-2.4,-6.3,-0.3
13903,Chauncey Billups,1997-98,21,TOT,NBA,80,70,2216,13.6,.434,.355,3.0,7.1,5.0,22.6,2.5,0.1,16.7,20.4,104,110,2.1,0.9,3.0,.065,0.8,-2.6,-1.8,0.1
13904,Chauncey Billups,2005-06,29,DET,NBA,81,81,2925,23.4,.420,.514,1.6,8.7,5.1,39.3,1.3,0.2,12.0,22.9,127,107,12.7,2.8,15.5,.254,6.9,-2.2,4.7,4.9
13905,Chauncey Billups,1998-99,22,DEN,NBA,45,41,1488,15.1,.475,.347,1.8,5.8,3.7,20.4,2.1,0.7,14.7,20.3,109,113,2.8,-0.5,2.3,.075,2.6,-2.7,-0.1,0.7
13906,Chauncey Billups,2006-07,30,DET,NBA,70,70,2533,21.3,.388,.536,1.1,10.0,5.6,32.9,1.8,0.5,12.2,21.5,123,106,8.7,2.7,11.4,.216,5.4,-0.9,4.4,4.1
13907,Chauncey Billups,1999-00,23,DEN,NBA,13,5,305,10.5,.406,.436,2.8,9.4,6.1,19.4,1.7,0.4,16.6,20.6,95,108,0.0,0.2,0.1,.023,-1.4,-1.9,-3.3,-0.1
13908,Chauncey Billups,2007-08,31,DET,NBA,78,78,2522,23.6,.390,.498,2.0,8.1,5.0,34.7,2.2,0.5,13.0,23.0,127,105,10.2,3.4,13.5,.257,6.8,-0.7,6.1,5.2
13909,Chauncey Billups,2000-01,24,MIN,NBA,77,33,1790,14.1,.330,.291,2.0,8.1,5.0,22.2,1.5,0.4,14.4,19.5,107,107,2.7,0.9,3.7,.098,1.0,-2.4,-1.4,0.3
13910,Chauncey Billups,2008-09,32,TOT,NBA,79,79,2789,18.8,.405,.467,1.4,8.4,5.0,28.9,1.7,0.5,13.0,21.7,121,110,7.9,2.2,10.1,.174,4.2,-1.7,2.5,3.2
13911,Chauncey Billups,2001-02,25,MIN,NBA,82,54,2355,17.6,.383,.284,1.7,9.2,5.5,29.2,1.5,0.5,13.0,20.4,116,108,6.1,1.5,7.6,.156,3.5,-2.0,1.5,2.1
13912,Chauncey Billups,2009-10,33,DEN,NBA,73,73,2490,20.2,.423,.532,1.2,9.3,5.3,26.1,1.7,0.3,13.0,24.3,120,110,7.7,1.7,9.5,.182,5.0,-1.9,3.1,3.2
13913,Chauncey Billups,2002-03,26,DET,NBA,74,74,2327,20.4,.437,.416,1.9,12.2,7.0,23.7,1.5,0.5,11.5,24.1,116,102,7.0,2.9,9.9,.204,5.0,-0.7,4.2,3.7
13914,Chauncey Billups,2010-11,34,TOT,NBA,72,72,2310,18.7,.457,.528,1.3,8.1,4.7,25.8,1.5,0.5,15.3,22.3,120,111,6.6,1.4,8.0,.166,4.1,-2.1,1.9,2.3
13915,Chauncey Billups,2011-12,35,LAC,NBA,20,20,607,16.1,.548,.417,0.8,9.1,4.9,21.0,0.8,0.4,12.3,23.4,114,111,1.5,0.2,1.7,.135,2.9,-3.2,-0.4,0.3
13916,Chauncey Billups,2003-04,27,DET,NBA,78,78,2758,18.6,.336,.462,1.5,10.0,5.8,29.3,1.7,0.2,13.6,23.5,112,99,7.1,4.2,11.3,.198,3.9,-0.5,3.4,3.7
13917,Andris Biedrins,2005-06,19,GSW,NBA,68,2,1000,13.6,.000,.389,13.5,18.2,15.8,3.9,1.2,3.5,13.6,11.2,119,104,1.6,1.3,2.9,.137,-1.5,1.7,0.2,0.6
13918,Andris Biedrins,2013-14,27,UTA,NBA,6,0,45,2.4,.000,6.000,5.0,39.7,21.8,0.0,0.0,0.0,35.5,5.7,62,109,-0.1,0.0,0.0,-.033,-10.7,-4.3,-15.0,-0.1
13919,Andris Biedrins,2006-07,20,GSW,NBA,82,63,2382,16.2,.000,.287,11.3,24.0,17.5,5.4,1.4,4.3,15.4,13.8,115,104,3.5,3.3,6.7,.136,-1.1,2.5,1.4,2.1
13920,Andris Biedrins,2007-08,21,GSW,NBA,76,59,2078,19.2,.000,.344,12.7,26.2,19.1,5.2,1.3,3.3,12.0,14.4,127,106,5.4,2.6,8.0,.185,0.6,1.2,1.8,2.0
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
13921,Andris Biedrins,2008-09,22,GSW,NBA,62,58,1863,19.1,.002,.405,13.0,27.4,20.2,10.0,1.7,3.6,14.9,16.9,116,107,3.3,2.1,5.4,.139,0.6,1.9,2.6,2.1
13922,Andris Biedrins,2009-10,23,GSW,NBA,33,29,763,13.0,.000,.182,9.1,29.0,18.9,10.1,1.3,4.1,17.8,10.1,113,107,0.7,0.9,1.6,.101,-2.3,3.0,0.7,0.5
13923,Andris Biedrins,2010-11,24,GSW,NBA,59,55,1397,12.1,.000,.117,11.5,23.3,17.3,6.0,1.9,2.8,16.9,10.6,109,107,1.1,1.5,2.6,.088,-2.3,1.9,-0.3,0.6
13924,Andris Biedrins,2011-12,25,GSW,NBA,47,35,739,8.8,.000,.141,6.9,20.0,13.5,3.0,1.6,4.7,17.1,5.1,118,105,0.6,0.7,1.3,.085,-3.1,2.9,-0.2,0.3
13925,Andris Biedrins,2004-05,18,GSW,NBA,30,1,384,14.8,.013,.513,12.7,21.1,16.7,4.9,1.6,4.4,11.2,12.4,119,102,0.7,0.6,1.2,.154,-1.9,2.0,0.2,0.2
13926,Andris Biedrins,2012-13,26,GSW,NBA,53,9,495,7.7,.000,.619,7.8,25.7,17.0,3.7,1.5,6.6,34.4,3.7,102,98,0.1,1.0,1.1,.102,-5.0,5.7,0.7,0.3
13927,Mike Bibby,2005-06,27,SAC,NBA,82,82,3167,17.9,.360,.292,1.1,7.7,4.4,25.2,1.4,0.2,11.3,25.4,110,109,6.0,2.4,8.4,.127,3.2,-2.3,1.0,2.4
13928,Mike Bibby,2006-07,28,SAC,NBA,82,82,2784,16.0,.413,.298,1.6,9.6,5.5,24.3,1.6,0.2,13.0,24.5,105,110,2.9,1.5,4.4,.076,2.1,-2.0,0.1,1.4
13929,Mike Bibby,1998-99,20,VAN,NBA,50,50,1758,14.8,.122,.279,2.0,7.2,4.6,35.1,2.4,0.2,17.7,21.5,99,110,1.1,0.2,1.3,.035,0.3,-2.5,-2.2,-0.1
13930,Mike Bibby,2007-08,29,TOT,NBA,48,44,1573,14.5,.411,.166,1.2,10.6,6.0,30.9,1.8,0.2,15.5,22.0,104,111,1.1,0.9,2.1,.063,1.3,-2.3,-1.0,0.4
13931,Mike Bibby,1999-00,21,VAN,NBA,82,82,3155,16.7,.206,.242,2.8,8.9,5.8,36.2,2.2,0.3,17.8,20.0,107,110,4.5,1.1,5.6,.086,2.0,-1.9,0.2,1.7
13932,Mike Bibby,2008-09,30,ATL,NBA,79,79,2740,16.3,.426,.170,1.6,10.3,6.0,24.2,1.9,0.3,10.6,20.6,113,109,4.4,2.5,6.9,.121,2.6,-0.9,1.7,2.6
13933,Mike Bibby,2000-01,22,VAN,NBA,82,82,3190,16.8,.246,.162,1.7,9.2,5.5,38.3,1.8,0.3,16.7,21.3,104,108,4.0,1.4,5.3,.081,2.3,-1.6,0.7,2.2
13934,Mike Bibby,2009-10,31,ATL,NBA,80,80,2195,12.7,.503,.123,1.1,8.8,4.9,20.8,1.6,0.1,11.7,16.1,113,110,3.0,1.7,4.8,.104,1.2,-1.5,-0.2,1.0
13935,Mike Bibby,2001-02,23,SAC,NBA,80,80,2659,14.9,.140,.196,1.5,7.3,4.5,23.0,1.6,0.4,11.1,19.7,107,105,3.7,2.6,6.3,.113,0.4,-0.8,-0.4,1.1
13936,Mike Bibby,2010-11,32,TOT,NBA,80,68,2285,10.9,.604,.108,0.9,9.2,5.1,17.9,1.2,0.3,14.3,14.6,110,109,2.2,1.8,4.0,.085,0.6,-1.2,-0.6,0.8
13937,Mike Bibby,2002-03,24,SAC,NBA,55,55,1835,17.6,.196,.267,2.1,6.3,4.3,24.3,2.0,0.3,14.0,21.9,109,103,3.5,2.0,5.6,.146,1.9,-0.9,1.0,1.4
13938,Mike Bibby,2011-12,33,NYK,NBA,39,4,557,7.8,.685,.065,1.0,11.3,6.1,21.2,1.9,0.4,13.6,11.9,97,103,0.0,0.7,0.7,.061,-2.3,-0.2,-2.5,-0.1
13939,Mike Bibby,2003-04,25,SAC,NBA,82,82,2980,19.3,.323,.319,2.6,7.8,5.3,24.5,1.9,0.4,11.6,22.9,113,108,8.0,1.3,9.3,.151,4.0,-1.9,2.1,3.1
13940,Mike Bibby,2004-05,26,SAC,NBA,80,80,3084,19.2,.288,.327,2.8,9.2,6.0,28.1,2.1,0.7,12.3,23.8,112,110,6.6,1.9,8.5,.133,3.5,-1.2,2.3,3.3
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
13941,Henry Bibby,1980-81,31,SDC,NBA,73,,1112,10.6,.310,.320,2.5,5.4,3.9,23.2,2.0,0.1,17.9,15.6,101,110,0.5,0.5,1.0,.043,-1.4,-2.3,-3.7,-0.5
13942,Henry Bibby,1979-80,30,PHI,NBA,82,,2035,11.1,.083,.457,3.6,7.1,5.4,19.8,1.4,0.2,16.4,17.7,102,105,1.3,2.1,3.4,.079,-1.5,-1.1,-2.6,-0.3
13943,Sim Bhullar,2014-15,22,SAC,NBA,3,0,3,44.3,.000,.000,0.0,36.5,18.9,78.5,0.0,26.3,0.0,29.4,124,88,0.0,0.0,0.0,.389,9.4,17.1,26.6,0.0
13944,Patrick Beverley,2012-13,24,HOU,NBA,41,0,713,15.4,.508,.217,7.2,10.1,8.7,24.2,2.6,2.2,17.5,15.4,116,105,1.4,0.8,2.2,.148,2.0,1.4,3.4,1.0
13945,Patrick Beverley,2013-14,25,HOU,NBA,56,55,1751,12.4,.530,.212,4.9,7.4,6.2,12.8,2.2,1.0,11.2,14.8,115,108,2.7,1.6,4.2,.116,1.9,0.6,2.5,2.0
13946,Patrick Beverley,2014-15,26,HOU,NBA,56,55,1727,11.3,.607,.113,4.3,10.8,7.6,17.2,1.7,1.0,12.9,16.1,107,106,1.7,1.8,3.5,.096,0.5,0.3,0.8,1.2
13947,Patrick Beverley,2015-16,27,HOU,NBA,71,63,2041,13.0,.522,.148,3.9,9.6,6.8,17.9,2.3,1.1,12.6,15.3,114,110,3.1,1.3,4.4,.102,1.4,-0.3,1.1,1.6
13948,Travis Best,1995-96,23,IND,NBA,59,1,571,11.5,.153,.552,2.5,7.0,4.8,26.8,1.9,0.4,23.7,21.4,102,109,0.2,0.5,0.7,.057,-2.0,-1.9,-3.9,-0.3
13949,Travis Best,2003-04,31,DAL,NBA,61,1,762,10.1,.116,.267,2.4,7.5,4.9,19.5,2.1,0.4,14.7,12.9,103,110,0.5,0.2,0.7,.044,-1.8,-1.6,-3.4,-0.3
13950,Travis Best,1996-97,24,IND,NBA,76,46,2064,13.3,.250,.318,2.1,7.4,4.8,26.4,2.6,0.2,17.8,19.3,105,106,1.8,2.3,4.1,.096,0.6,-0.2,0.4,1.3
13951,Travis Best,2004-05,32,NJN,NBA,76,6,1461,11.9,.188,.270,1.5,7.4,4.4,17.4,2.4,0.5,11.7,18.4,102,105,0.8,1.8,2.5,.084,-2.1,-0.8,-2.9,-0.3
13952,Travis Best,1997-98,25,IND,NBA,82,0,1547,13.6,.146,.273,2.3,7.0,4.7,29.9,3.0,0.2,17.1,20.0,103,102,1.2,2.1,3.3,.103,-0.3,0.0,-0.3,0.7
13953,Travis Best,1998-99,26,IND,NBA,49,0,1043,14.1,.193,.272,2.2,6.8,4.6,27.3,2.2,0.3,15.4,18.5,106,106,1.5,0.6,2.1,.097,1.3,-1.4,-0.1,0.5
13954,Travis Best,1999-00,27,IND,NBA,82,0,1691,16.5,.166,.339,1.1,8.1,4.7,26.3,2.3,0.2,14.2,20.2,112,105,3.5,1.6,5.1,.145,1.6,-1.0,0.6,1.1
13955,Travis Best,2000-01,28,IND,NBA,77,21,2457,16.7,.123,.287,1.8,8.2,5.1,34.0,2.4,0.3,12.5,19.3,110,104,4.8,2.3,7.2,.140,1.6,-1.0,0.6,1.6
13956,Travis Best,2001-02,29,TOT,NBA,74,21,1747,14.3,.114,.224,1.3,8.7,5.0,31.3,2.7,0.3,14.8,17.5,106,106,1.9,1.4,3.4,.093,-0.3,-1.4,-1.7,0.1
13957,Travis Best,2002-03,30,MIA,NBA,72,52,1807,11.2,.187,.211,1.6,8.0,4.7,25.7,1.3,0.3,14.3,19.4,97,106,0.5,1.4,1.8,.048,-1.5,-1.3,-2.8,-0.4
13958,Del Beshore,1979-80,23,CHI,NBA,68,,869,6.4,.104,.348,2.1,5.9,4.1,21.5,3.1,0.3,26.5,18.4,80,107,-1.7,0.8,-0.9,-.052,-5.3,-1.1,-6.4,-1.0
13959,Walter Berry,1986-87,22,TOT,NBA,63,45,1586,16.8,.004,.376,9.1,12.5,10.7,10.4,1.1,1.4,14.6,26.5,106,112,1.4,0.9,2.3,.071,0.1,-1.7,-1.5,0.2
13960,Walter Berry,1987-88,23,SAS,NBA,73,56,1922,18.8,.000,.333,9.8,12.4,11.1,8.7,1.3,1.8,12.8,25.9,109,113,2.7,0.7,3.4,.086,1.5,-2.1,-0.7,0.7
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
