
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
13501,Terrell Brandon,1998-99,28,TOT,NBA,36,34,1217,19.5,.093,.154,2.5,10.6,6.4,44.0,2.8,0.6,12.0,23.0,105,102,1.9,1.2,3.2,.126,2.6,-0.7,1.8,1.2
13502,Elton Brand,2000-01,21,CHI,NBA,74,74,2906,20.4,.002,.388,11.2,19.6,15.2,17.0,1.3,3.0,13.3,26.3,103,106,4.1,2.0,6.1,.101,1.7,0.5,2.2,3.0
13503,Elton Brand,2008-09,29,PHI,NBA,29,23,920,14.6,.000,.296,9.9,23.2,16.5,6.9,1.0,3.9,14.2,23.8,97,105,-0.4,1.3,0.9,.047,-3.7,0.9,-2.8,-0.2
13504,Elton Brand,2001-02,22,LAC,NBA,80,80,3020,23.6,.000,.519,15.0,19.6,17.3,11.0,1.4,3.7,12.2,21.1,120,103,9.9,3.7,13.6,.216,4.1,2.1,6.2,6.2
13505,Elton Brand,2009-10,30,PHI,NBA,76,57,2297,15.7,.001,.272,9.0,14.7,11.8,7.9,1.9,2.7,12.0,21.7,104,109,1.6,1.9,3.5,.073,-1.2,0.2,-1.1,0.5
13506,Elton Brand,2002-03,23,LAC,NBA,62,61,2454,21.7,.001,.396,13.1,19.3,16.2,12.0,1.5,4.6,13.2,22.4,109,103,4.9,2.7,7.6,.149,2.1,2.4,4.5,4.1
13507,Elton Brand,2010-11,31,PHI,NBA,81,81,2809,18.5,.001,.278,9.7,18.0,13.9,7.1,1.7,2.9,8.4,19.7,114,103,5.1,4.4,9.4,.161,0.5,1.9,2.4,3.1
13508,Elton Brand,2003-04,24,LAC,NBA,69,68,2670,23.2,.001,.542,11.4,19.1,15.2,16.0,1.3,4.2,13.7,23.4,114,106,7.9,1.8,9.7,.174,3.6,1.5,5.1,4.8
13509,Elton Brand,2011-12,32,PHI,NBA,60,60,1732,18.0,.002,.200,9.2,18.3,13.7,9.2,1.8,4.2,9.3,18.9,108,96,2.5,3.6,6.1,.168,-0.5,3.4,2.9,2.2
