
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
14301,Steve Bardo,1995-96,27,DET,NBA,9,0,123,8.4,.174,.261,2.0,18.9,10.8,19.2,1.8,0.6,16.3,11.9,97,103,0.0,0.2,0.2,.069,-4.1,1.6,-2.6,0.0
14302,Leandro Barbosa,2008-09,26,PHO,NBA,70,11,1705,19.4,.316,.256,2.4,9.7,6.2,14.9,2.4,0.3,9.9,24.2,117,112,4.0,1.0,5.0,.141,3.2,-2.0,1.2,1.4
14303,Leandro Barbosa,2009-10,27,PHO,NBA,44,5,786,14.0,.373,.200,1.7,7.9,5.0,12.5,1.5,1.1,10.4,24.9,105,112,0.7,0.4,1.1,.065,0.3,-2.3,-2.0,0.0
14304,Leandro Barbosa,2010-11,28,TOR,NBA,58,0,1395,15.3,.326,.210,1.2,7.4,4.2,14.6,1.9,0.3,10.5,25.6,105,115,1.4,0.1,1.5,.052,1.4,-3.5,-2.1,0.0
14305,Leandro Barbosa,2011-12,29,TOT,NBA,64,0,1382,14.0,.267,.195,2.8,7.9,5.3,13.3,2.2,0.4,12.0,26.5,99,106,0.5,1.2,1.7,.060,0.0,-2.0,-2.0,0.0
14306,Leandro Barbosa,2003-04,21,PHO,NBA,70,46,1500,12.7,.447,.130,1.7,7.6,4.7,18.0,3.2,0.3,19.5,18.6,100,106,0.9,1.0,1.9,.061,0.4,-1.0,-0.6,0.5
14307,Leandro Barbosa,2012-13,30,BOS,NBA,41,2,513,13.5,.244,.212,1.9,8.5,5.3,19.0,1.7,0.9,9.1,21.4,103,106,0.4,0.5,0.9,.086,-1.1,-1.8,-2.9,-0.1
14308,Leandro Barbosa,2004-05,22,PHO,NBA,63,6,1087,12.8,.393,.195,3.3,9.2,6.4,16.7,1.4,0.4,18.5,18.9,107,110,1.2,0.6,1.8,.081,0.5,-1.3,-0.8,0.3
14309,Leandro Barbosa,2013-14,31,PHO,NBA,20,0,368,11.5,.191,.298,1.5,9.7,5.6,13.4,1.0,0.8,11.4,20.0,103,110,0.2,0.2,0.4,.058,-2.2,-1.8,-3.9,-0.2
14310,Leandro Barbosa,2005-06,23,PHO,NBA,57,11,1592,15.1,.346,.259,2.2,8.1,5.2,14.4,1.5,0.3,12.3,20.3,111,108,2.6,1.2,3.8,.115,1.5,-1.1,0.3,0.9
14311,Leandro Barbosa,2006-07,24,PHO,NBA,80,18,2613,18.4,.394,.209,1.0,8.1,4.8,18.7,1.8,0.4,10.7,23.4,115,108,6.1,2.1,8.2,.151,3.8,-0.9,2.9,3.2
14312,Leandro Barbosa,2014-15,32,GSW,NBA,66,1,982,15.3,.290,.192,2.6,7.2,5.0,14.9,2.0,0.6,9.5,20.5,111,104,1.6,1.2,2.8,.137,0.4,-1.2,-0.8,0.3
14313,Leandro Barbosa,2007-08,25,PHO,NBA,82,12,2421,15.8,.413,.209,2.0,8.2,5.4,13.5,1.5,0.5,9.5,22.8,111,111,3.9,1.6,5.5,.109,2.4,-1.8,0.6,1.6
14314,Leandro Barbosa,2015-16,33,GSW,NBA,68,0,1079,11.7,.297,.168,3.0,8.4,5.8,10.6,2.0,0.7,11.8,18.1,106,106,0.9,1.2,2.1,.092,-1.2,-0.9,-2.1,0.0
14315,Mike Bantom,1979-80,28,IND,NBA,77,,2330,13.7,.004,.275,8.3,12.1,10.1,15.9,1.7,1.1,18.2,17.3,105,107,2.1,1.9,3.9,.081,0.1,0.2,0.3,1.4
14316,Mike Bantom,1980-81,29,IND,NBA,76,,2375,14.5,.007,.319,6.7,13.1,9.8,14.4,1.6,2.0,16.4,20.3,103,105,1.8,2.5,4.4,.088,-0.1,0.8,0.7,1.6
14317,Mike Bantom,1981-82,30,TOT,NBA,82,38,2016,12.7,.008,.375,9.7,14.4,12.1,8.1,1.5,1.7,15.2,20.2,99,104,0.2,2.7,2.9,.069,-1.6,0.5,-1.1,0.5
14318,Ken Bannister,1984-85,24,NYK,NBA,75,50,1404,7.3,.000,.431,8.7,18.9,13.6,3.9,1.3,1.7,21.0,19.7,86,108,-2.2,1.4,-0.8,-.028,-5.5,-0.5,-6.0,-1.4
14319,Ken Bannister,1985-86,25,NYK,NBA,70,15,1405,10.4,.002,.520,6.8,19.7,13.0,4.6,1.5,1.1,18.0,21.4,91,104,-1.3,2.0,0.7,.025,-4.5,-0.1,-4.6,-0.9
14320,Ken Bannister,1988-89,28,LAC,NBA,9,2,130,17.9,.028,1.472,4.9,22.1,13.6,3.2,2.5,0.9,11.9,20.4,116,106,0.3,0.2,0.4,.150,-1.7,-2.0,-3.7,-0.1
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
14321,Ken Bannister,1989-90,29,LAC,NBA,52,1,589,7.6,.006,.683,7.7,14.0,10.9,4.3,1.4,0.7,17.4,18.0,92,109,-0.5,0.5,0.1,.005,-4.8,-1.5,-6.2,-0.6
14322,Ken Bannister,1990-91,30,LAC,NBA,47,3,339,7.8,.012,.802,10.6,20.0,15.3,3.6,0.7,1.2,18.6,16.1,93,107,-0.2,0.4,0.2,.028,-5.0,-1.2,-6.3,-0.4
14323,Marcus Banks,2008-09,27,TOT,NBA,22,0,206,7.8,.333,.316,0.6,9.9,5.2,20.6,2.8,0.8,17.7,17.9,88,108,-0.3,0.2,0.0,-.008,-4.6,-0.7,-5.4,-0.2
14324,Marcus Banks,2009-10,28,TOR,NBA,22,0,244,15.3,.329,.397,1.5,9.4,5.6,16.4,2.5,0.6,18.9,19.8,112,112,0.4,0.1,0.5,.095,1.1,-1.8,-0.7,0.1
14325,Marcus Banks,2010-11,29,TOR,NBA,3,0,22,6.8,.000,4.000,0.0,5.5,2.7,17.2,2.3,0.0,26.6,15.3,99,114,0.0,0.0,0.0,.011,-5.0,-2.8,-7.8,0.0
14326,Marcus Banks,2003-04,22,BOS,NBA,81,2,1385,11.0,.195,.296,2.5,8.4,5.5,21.3,3.3,0.7,20.0,20.5,91,103,-0.6,1.4,0.7,.026,-2.8,-0.5,-3.3,-0.5
