
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
11801,Glen Davis,2010-11,25,BOS,NBA,78,13,2298,12.8,.019,.331,5.7,16.4,11.4,6.6,1.8,1.0,8.5,20.9,101,100,0.6,4.3,4.9,.102,-2.8,1.4,-1.4,0.3
11802,Glen Davis,2011-12,26,ORL,NBA,61,13,1427,13.2,.026,.313,8.5,18.4,13.4,5.9,1.6,1.0,11.0,22.4,96,103,0.0,1.7,1.7,.057,-3.8,-0.4,-4.2,-0.8
11803,Glen Davis,2012-13,27,ORL,NBA,34,33,1064,15.0,.004,.245,5.8,20.3,13.1,11.3,1.6,1.5,10.8,25.4,97,107,-0.1,0.9,0.8,.035,-2.8,-0.2,-3.0,-0.3
11804,Glen Davis,2013-14,28,TOT,NBA,68,44,1662,13.1,.019,.231,7.4,16.4,11.9,7.8,1.8,1.4,10.4,19.9,99,106,0.2,1.8,2.0,.058,-2.8,0.3,-2.5,-0.2
11805,Glen Davis,2014-15,29,LAC,NBA,74,0,904,10.8,.016,.373,5.5,15.4,10.5,6.3,2.3,1.9,11.6,16.7,100,104,0.2,1.1,1.4,.072,-3.5,1.0,-2.5,-0.1
11806,Glen Davis,2007-08,22,BOS,NBA,69,1,940,11.3,.000,.679,12.8,13.5,13.2,4.6,1.7,1.7,18.5,17.4,105,99,0.6,1.9,2.5,.128,-2.7,1.1,-1.6,0.1
11807,Emanual Davis,1996-97,28,HOU,NBA,13,0,230,9.7,.500,.148,1.1,9.6,5.5,17.1,2.1,0.7,22.8,14.7,100,106,0.0,0.3,0.3,.063,-2.2,-0.1,-2.3,0.0
11808,Emanual Davis,1997-98,29,HOU,NBA,45,0,599,9.2,.507,.261,2.0,7.2,4.6,15.4,1.5,0.4,24.7,15.9,99,112,0.2,0.1,0.3,.022,-1.8,-2.4,-4.2,-0.3
11809,Emanual Davis,1999-00,31,SEA,NBA,54,2,701,10.2,.468,.173,2.3,13.4,7.8,14.9,2.8,0.5,15.7,17.7,92,103,-0.3,0.8,0.5,.037,-2.5,-0.2,-2.7,-0.1
11810,Emanual Davis,2000-01,32,SEA,NBA,62,39,1290,11.8,.399,.173,2.5,11.2,6.9,16.1,2.6,0.7,18.4,14.7,102,105,0.9,0.9,1.8,.067,-0.3,0.0,-0.3,0.6
