
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
14401,John Bagley,1985-86,25,CLE,NBA,78,77,2472,15.2,.043,.249,3.4,8.9,6.1,40.7,2.3,0.2,19.9,19.8,102,109,1.0,2.0,3.0,.059,0.2,-0.4,-0.2,1.1
14402,John Bagley,1986-87,26,CLE,NBA,72,67,2182,12.1,.141,.186,2.7,9.7,6.2,24.6,2.0,0.2,17.1,17.5,101,108,0.3,2.3,2.6,.058,-1.4,-0.1,-1.5,0.3
14403,John Bagley,1987-88,27,NJN,NBA,82,74,2774,12.4,.180,.201,2.5,8.5,5.4,25.8,1.9,0.2,17.1,17.9,102,111,0.8,1.7,2.6,.044,-0.6,-0.8,-1.4,0.4
14404,John Bagley,1988-89,28,NJN,NBA,68,20,1642,11.3,.112,.256,2.4,7.6,4.9,33.1,2.1,0.2,22.9,17.3,96,111,-0.6,1.0,0.4,.013,-2.5,-1.5,-4.0,-0.8
14405,John Bagley,1989-90,29,BOS,NBA,54,17,1095,10.8,.083,.179,2.8,6.0,4.5,33.3,1.8,0.2,27.7,12.5,102,111,0.3,0.8,1.1,.047,-2.4,-1.8,-4.2,-0.6
14406,Dalibor Bagaric,2000-01,20,CHI,NBA,35,0,259,3.3,.015,.431,9.7,16.2,12.8,6.2,1.9,4.6,21.4,17.6,65,104,-0.9,0.2,-0.7,-.121,-9.3,0.6,-8.7,-0.4
14407,Dalibor Bagaric,2001-02,21,CHI,NBA,50,0,638,8.6,.006,.393,9.8,20.1,14.8,6.0,1.4,2.8,18.1,18.4,86,105,-0.7,0.6,-0.1,-.011,-5.8,-0.3,-6.1,-0.7
14408,Dalibor Bagaric,2002-03,22,CHI,NBA,10,0,76,7.1,.000,.154,10.3,18.6,14.5,8.2,2.0,2.9,15.3,19.1,77,102,-0.2,0.1,-0.1,-.048,-6.7,0.5,-6.3,-0.1
14409,Milos Babic,1990-91,22,CLE,NBA,12,0,52,6.0,.000,.632,13.4,6.7,10.0,10.9,1.0,1.2,17.1,24.6,84,112,-0.1,0.0,-0.1,-.085,-6.0,-2.6,-8.6,-0.1
14410,Milos Babic,1991-92,23,MIA,NBA,9,0,35,18.3,.000,.615,6.3,29.1,17.6,26.4,1.4,0.0,23.2,25.8,100,108,0.0,0.0,0.0,.057,-2.6,-0.4,-3.0,0.0
14411,Luke Babbitt,2013-14,24,NOP,NBA,27,2,473,12.1,.617,.117,4.4,17.5,10.8,9.4,0.8,1.9,8.5,17.0,109,112,0.5,0.2,0.7,.074,0.5,-1.9,-1.4,0.1
14412,Luke Babbitt,2014-15,25,NOP,NBA,63,19,830,11.1,.599,.099,1.6,13.5,7.6,4.3,1.1,1.0,11.5,12.4,117,110,1.1,0.5,1.6,.092,0.0,-1.4,-1.4,0.1
14413,Luke Babbitt,2015-16,26,NOP,NBA,47,13,845,11.6,.377,.173,3.2,16.7,9.7,9.6,0.6,0.7,6.9,17.5,107,112,0.8,0.3,1.1,.064,-0.9,-2.0,-2.9,-0.2
14414,Luke Babbitt,2010-11,21,POR,NBA,24,0,137,1.0,.291,.164,5.1,22.4,13.4,6.9,0.8,1.2,11.9,22.8,68,107,-0.6,0.1,-0.4,-.143,-9.6,-2.5,-12.0,-0.3
14415,Luke Babbitt,2011-12,22,POR,NBA,40,4,537,11.3,.578,.116,3.4,17.5,10.3,4.8,1.0,0.6,12.9,17.8,103,108,0.4,0.3,0.7,.064,-0.9,-2.5,-3.4,-0.2
14416,Luke Babbitt,2012-13,23,POR,NBA,62,0,730,9.4,.761,.056,2.4,19.7,10.9,6.2,1.0,0.5,8.4,16.4,102,109,0.3,0.4,0.7,.047,-1.2,-2.3,-3.6,-0.3
14417,Chris Babb,2013-14,23,BOS,NBA,14,0,132,3.7,.900,.000,3.3,11.5,7.3,3.3,2.3,0.0,9.1,11.1,82,108,-0.1,0.1,0.0,-.008,-3.7,-0.7,-4.4,-0.1
14418,Kelenna Azubuike,2007-08,24,GSW,NBA,81,17,1732,13.5,.332,.235,6.4,14.0,10.0,6.1,1.3,1.4,8.2,17.2,112,111,2.3,1.1,3.4,.094,-0.3,-1.2,-1.5,0.2
14419,Kelenna Azubuike,2008-09,25,GSW,NBA,74,51,2375,14.7,.249,.271,5.1,11.8,8.5,7.6,1.2,1.5,9.1,18.7,114,115,3.6,0.5,4.1,.083,0.9,-1.6,-0.7,0.8
14420,Kelenna Azubuike,2009-10,26,GSW,NBA,9,7,231,19.8,.307,.318,5.7,14.2,9.9,6.8,1.0,2.8,6.5,19.9,122,113,0.6,0.1,0.7,.148,1.9,-2.0,0.0,0.1
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
14421,Kelenna Azubuike,2011-12,28,DAL,NBA,3,0,18,-3.4,.375,.000,0.0,0.0,0.0,0.0,2.9,0.0,33.3,30.9,54,106,-0.1,0.0,-0.1,-.325,-12.9,-3.2,-16.0,-0.1
14422,Kelenna Azubuike,2006-07,23,GSW,NBA,41,9,669,13.4,.359,.355,4.2,11.4,7.7,6.2,1.6,1.1,13.3,18.7,108,109,0.7,0.5,1.2,.083,-1.1,-1.6,-2.7,-0.1
14423,Jeff Ayres,2009-10,22,POR,NBA,39,4,405,12.1,.000,.308,7.6,22.5,15.0,0.4,0.9,3.2,14.0,10.1,130,105,0.8,0.6,1.3,.156,-2.5,-0.4,-2.9,-0.1
14424,Jeff Ayres,2011-12,24,IND,NBA,20,1,106,13.4,.000,.194,12.8,22.1,17.5,6.3,1.5,1.5,4.9,17.6,105,101,0.1,0.2,0.3,.115,-2.3,-0.8,-3.2,0.0
14425,Jeff Ayres,2012-13,25,IND,NBA,37,0,369,14.5,.032,.183,8.9,22.2,15.7,7.2,0.9,2.4,14.5,19.7,104,99,0.3,0.7,1.0,.129,-3.5,0.6,-2.9,-0.1
14426,Jeff Ayres,2013-14,26,SAS,NBA,73,10,952,11.1,.000,.316,11.0,19.2,15.3,8.6,0.7,1.9,24.1,12.4,110,103,1.0,1.4,2.4,.121,-1.6,2.1,0.5,0.6
