
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
4401,Bobby Phills,1994-95,25,CLE,NBA,80,79,2500,12.2,.067,.288,4.4,9.0,6.6,12.9,2.6,0.8,10.9,19.8,101,105,0.5,3.6,4.0,.078,-1.8,1.3,-0.5,1.0
4402,Bobby Phills,1995-96,26,CLE,NBA,72,69,2530,16.8,.255,.291,3.2,10.7,6.9,19.7,2.4,0.9,11.9,21.1,113,107,4.5,2.7,7.1,.136,1.7,0.1,1.8,2.4
4403,Bobby Phills,1996-97,27,CLE,NBA,69,65,2375,13.9,.282,.227,3.4,10.1,6.7,18.1,2.8,0.8,13.8,20.6,103,102,1.3,3.7,5.0,.101,-0.1,1.3,1.2,1.9
4404,Bobby Phills,1997-98,28,CHH,NBA,62,61,1887,12.5,.207,.254,3.8,10.0,6.9,16.0,2.3,0.7,15.0,17.7,104,106,1.5,1.7,3.2,.081,0.2,0.3,0.4,1.2
4405,Bobby Phills,1998-99,29,CHH,NBA,43,43,1574,14.4,.346,.338,3.1,9.7,6.5,17.2,2.0,1.1,13.9,20.0,103,104,1.7,1.3,3.0,.091,1.7,-0.2,1.5,1.4
4406,Bobby Phills,1999-00,30,CHH,NBA,28,9,825,14.6,.272,.194,2.4,7.2,4.8,17.2,2.5,0.7,11.7,22.4,100,103,0.5,0.9,1.5,.085,0.7,-0.9,-0.2,0.4
4407,Eddie Phillips,1982-83,21,NJN,NBA,48,0,416,7.5,.014,.428,7.4,13.4,10.5,9.2,1.6,1.1,23.4,20.2,86,100,-0.6,0.7,0.1,.011,-5.4,0.1,-5.3,-0.4
4408,Michael Phelps,1985-86,24,SEA,NBA,70,18,880,7.7,.042,.259,3.8,8.3,6.0,11.5,2.5,0.1,16.3,18.1,88,107,-1.0,1.0,-0.1,-.003,-4.4,-0.1,-4.5,-0.6
4409,Michael Phelps,1986-87,25,SEA,NBA,60,6,469,10.3,.057,.250,3.7,7.9,5.8,18.3,2.1,0.2,14.1,19.1,101,112,0.0,0.3,0.3,.035,-2.6,-1.8,-4.4,-0.3
