
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
5801,Patrick Mills,2015-16,27,SAS,NBA,81,3,1662,14.6,.523,.095,1.9,8.7,5.4,20.1,1.8,0.3,10.7,19.7,109,102,2.2,2.6,4.8,.139,2.1,-0.4,1.7,1.6
5802,Patrick Mills,2009-10,21,POR,NBA,10,0,38,11.9,.167,.292,3.2,3.3,3.3,27.1,0.0,0.0,12.9,38.9,95,114,0.0,0.0,0.0,-.036,-1.8,-6.7,-8.5,-0.1
5803,Patrick Mills,2010-11,22,POR,NBA,64,0,783,13.0,.405,.143,2.8,5.2,4.0,24.3,1.9,0.1,15.1,24.5,101,111,0.2,0.5,0.7,.044,-0.1,-3.5,-3.6,-0.3
5804,Patrick Mills,2011-12,23,SAS,NBA,16,3,261,21.5,.431,.115,1.8,10.3,6.2,25.9,2.0,0.3,16.0,28.4,110,105,0.6,0.3,0.9,.161,4.3,-1.9,2.5,0.3
5805,Patrick Mills,2012-13,24,SAS,NBA,58,2,656,14.1,.539,.079,1.7,6.8,4.4,14.9,2.0,0.4,13.5,20.2,106,105,0.7,0.8,1.5,.109,1.2,-1.6,-0.4,0.3
5806,Patrick Mills,2013-14,25,SAS,NBA,81,2,1527,18.7,.477,.123,2.6,9.6,6.2,15.3,2.3,0.4,8.2,22.6,115,104,3.4,2.1,5.6,.175,3.9,-0.6,3.3,2.0
5807,Chris Mills,1996-97,27,CLE,NBA,80,79,3167,14.1,.246,.234,4.8,15.8,10.2,11.3,1.6,1.2,10.9,17.5,111,103,4.1,4.7,8.9,.134,0.1,1.7,1.8,3.0
5808,Chris Mills,1997-98,28,NYK,NBA,80,29,2183,12.7,.203,.280,6.6,15.9,11.2,10.4,1.1,1.1,12.4,18.6,104,101,1.9,3.3,5.1,.113,-0.9,1.2,0.3,1.3
5809,Chris Mills,1998-99,29,GSW,NBA,47,24,1395,13.0,.254,.212,3.7,14.8,9.1,12.7,1.5,0.7,10.5,17.6,104,102,1.5,1.5,3.0,.104,-0.3,0.8,0.5,0.9
5810,Chris Mills,1999-00,30,GSW,NBA,20,11,649,16.2,.103,.288,7.0,13.3,10.0,12.7,1.4,0.4,7.1,23.0,107,110,1.0,0.2,1.2,.090,0.7,-2.1,-1.4,0.1
5811,Chris Mills,2000-01,31,GSW,NBA,15,8,493,9.6,.131,.188,4.8,16.2,10.0,6.1,0.9,0.7,8.8,19.4,94,109,0.0,0.1,0.1,.007,-3.5,-2.4,-5.9,-0.5
5812,Chris Mills,1993-94,24,CLE,NBA,79,18,2022,12.6,.180,.260,7.7,15.4,11.5,9.8,1.4,1.6,10.6,18.7,105,105,1.7,2.4,4.0,.096,-0.8,0.3,-0.5,0.8
5813,Chris Mills,2001-02,32,GSW,NBA,66,0,1237,12.3,.297,.251,4.3,12.4,8.2,9.5,1.3,0.7,10.6,18.0,108,111,1.6,0.3,1.9,.074,-0.4,-2.2,-2.6,-0.2
5814,Chris Mills,1994-95,25,CLE,NBA,80,79,2814,11.6,.281,.249,4.3,12.2,8.1,9.7,1.2,1.0,11.2,18.2,106,107,2.0,3.4,5.4,.091,-0.6,0.6,0.0,1.4
5815,Chris Mills,2002-03,33,GSW,NBA,21,0,262,12.7,.236,.170,7.8,12.5,10.2,13.4,1.4,0.8,8.1,20.1,104,111,0.3,0.0,0.3,.059,-0.2,-2.6,-2.8,-0.1
5816,Chris Mills,1995-96,26,CLE,NBA,80,80,3060,15.2,.216,.271,4.8,14.6,9.6,11.2,1.4,1.5,10.0,19.9,112,108,4.7,3.1,7.8,.122,0.4,0.3,0.6,2.0
5817,Reggie Miller*,1992-93,27,IND,NBA,82,82,2954,19.4,.351,.407,2.5,7.0,4.8,13.4,2.0,0.6,9.3,22.2,125,112,9.6,1.7,11.3,.183,5.4,-1.6,3.8,4.4
5818,Reggie Miller*,2000-01,35,IND,NBA,81,81,3181,17.3,.395,.296,1.4,8.5,5.1,15.0,1.4,0.3,9.1,21.5,115,106,8.1,2.2,10.3,.155,3.9,-1.5,2.4,3.5
5819,Reggie Miller*,1993-94,28,IND,NBA,79,79,2638,20.2,.280,.426,1.4,7.7,4.7,15.6,2.3,0.6,12.4,23.5,123,106,8.8,2.9,11.7,.212,5.0,-0.9,4.1,4.1
5820,Reggie Miller*,2001-02,36,IND,NBA,79,79,2889,16.5,.485,.356,0.9,7.5,4.3,14.7,1.6,0.2,10.2,18.5,121,108,7.7,1.9,9.5,.159,4.2,-1.3,2.9,3.6
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
5821,Reggie Miller*,1994-95,29,IND,NBA,81,81,2665,20.1,.430,.391,1.4,8.0,4.8,16.1,2.0,0.5,10.6,24.6,123,108,8.5,2.8,11.4,.204,5.5,-1.2,4.3,4.3
5822,Reggie Miller*,2002-03,37,IND,NBA,70,70,2117,15.9,.499,.361,1.1,7.8,4.6,13.4,1.5,0.1,8.2,17.2,122,105,5.6,1.8,7.4,.168,3.2,-1.3,1.9,2.1
5823,Reggie Miller*,1987-88,22,IND,NBA,82,1,1840,14.0,.274,.297,5.7,5.6,5.7,10.2,1.4,0.6,12.5,18.6,114,111,2.9,1.3,4.2,.110,1.6,-1.1,0.6,1.2
5824,Reggie Miller*,1995-96,30,IND,NBA,76,76,2621,20.1,.385,.467,1.9,8.1,5.1,17.2,1.6,0.4,12.8,25.8,121,110,8.3,2.0,10.3,.188,5.5,-1.6,3.9,3.9
5825,Reggie Miller*,2003-04,38,IND,NBA,80,80,2254,16.1,.562,.278,0.9,9.0,4.9,19.1,1.6,0.4,9.3,15.4,123,101,6.0,2.9,8.9,.189,3.3,-0.4,2.9,2.8
5826,Reggie Miller*,1988-89,23,IND,NBA,74,70,2536,15.7,.294,.409,3.4,9.1,6.4,12.9,1.8,0.7,12.7,18.5,118,112,5.2,1.3,6.5,.124,2.7,-0.4,2.3,2.8
5827,Reggie Miller*,1996-97,31,IND,NBA,81,81,2966,20.2,.431,.382,2.2,9.2,5.8,17.4,1.4,0.7,10.3,25.2,121,108,9.6,2.7,12.3,.200,6.1,-1.1,5.0,5.2
5828,Reggie Miller*,2004-05,39,IND,NBA,66,66,2105,16.6,.414,.373,1.0,7.7,4.4,13.3,1.3,0.2,8.4,20.8,118,109,5.1,1.5,6.6,.151,2.8,-1.8,1.0,1.6
5829,Reggie Miller*,1989-90,24,IND,NBA,82,82,3192,20.8,.281,.487,3.7,7.0,5.4,15.1,1.7,0.3,12.4,24.2,124,113,10.8,1.3,12.1,.182,5.8,-2.0,3.8,4.6
5830,Reggie Miller*,1997-98,32,IND,NBA,81,81,2795,19.8,.353,.407,2.1,7.6,5.0,11.1,1.5,0.3,9.1,23.9,121,105,9.2,2.8,12.0,.206,5.3,-1.1,4.3,4.4
5831,Reggie Miller*,1990-91,25,IND,NBA,82,82,2972,21.2,.277,.515,3.2,7.4,5.4,16.6,1.8,0.3,10.2,22.5,130,114,11.7,0.8,12.5,.202,6.3,-2.3,4.0,4.5
5832,Reggie Miller*,1998-99,33,IND,NBA,50,50,1787,18.7,.410,.368,1.7,7.2,4.5,11.4,1.2,0.4,8.9,22.9,119,108,6.0,0.4,6.4,.172,5.6,-2.1,3.5,2.5
5833,Reggie Miller*,1991-92,26,IND,NBA,82,82,3120,17.6,.304,.459,3.1,7.9,5.6,14.5,1.6,0.5,10.4,20.2,125,112,9.3,1.7,11.0,.169,4.3,-1.4,2.9,3.8
5834,Reggie Miller*,1999-00,34,IND,NBA,81,81,2987,17.3,.388,.390,2.0,6.8,4.5,10.2,1.5,0.6,9.6,20.5,118,107,8.0,2.0,10.1,.162,4.0,-0.8,3.3,4.0
5835,Quincy Miller,2012-13,20,DEN,NBA,7,0,26,5.9,.083,.167,4.4,4.2,4.3,16.8,1.9,0.0,7.2,23.1,86,110,0.0,0.0,0.0,-.051,-5.1,-3.3,-8.4,0.0
5836,Quincy Miller,2013-14,21,DEN,NBA,52,16,789,8.6,.367,.215,4.9,15.2,10.1,4.9,1.4,3.0,14.6,17.7,90,108,-0.7,0.7,0.0,.002,-4.1,0.3,-3.8,-0.4
