
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
10101,Ryan Gomes,2013-14,31,OKC,NBA,5,0,34,0.2,.250,.000,0.0,12.7,6.6,4.1,0.0,0.0,11.1,11.7,75,110,-0.1,0.0,0.0,-.039,-7.2,-2.4,-9.6,-0.1
10102,Ryan Gomes,2005-06,23,BOS,NBA,61,33,1376,14.0,.025,.420,9.3,16.9,13.2,6.8,1.3,0.3,11.6,15.9,112,108,1.9,1.2,3.1,.108,-1.1,-0.8,-1.9,0.1
10103,Ryan Gomes,2006-07,24,BOS,NBA,73,60,2275,13.7,.058,.322,6.4,15.2,10.7,9.2,1.1,0.4,11.3,18.5,108,109,2.5,1.7,4.2,.089,-0.7,-0.5,-1.2,0.5
10104,Ryan Gomes,2007-08,25,MIN,NBA,82,74,2434,15.7,.209,.267,6.1,16.8,11.3,9.6,1.4,0.3,9.1,19.5,112,112,3.6,1.2,4.8,.096,0.7,-1.0,-0.3,1.1
10105,Anthony Goldwire,2000-01,29,DEN,NBA,20,0,201,12.6,.425,.213,0.5,6.0,3.2,28.0,2.3,0.0,14.6,22.7,96,109,0.0,0.1,0.1,.023,-0.9,-4.2,-5.1,-0.2
10106,Anthony Goldwire,2002-03,31,TOT,NBA,15,0,85,5.4,.360,.280,0.0,8.1,4.1,7.5,1.9,0.0,17.6,18.7,80,105,-0.1,0.1,-0.1,-.035,-5.5,-2.3,-7.8,-0.1
10107,Anthony Goldwire,2003-04,32,TOT,NBA,11,0,85,8.8,.364,.045,1.4,7.8,4.7,18.9,3.2,0.0,11.8,14.1,89,100,0.0,0.1,0.1,.042,-3.5,-0.4,-3.9,0.0
10108,Anthony Goldwire,2004-05,33,TOT,NBA,33,2,537,15.1,.588,.228,2.2,10.8,6.4,22.7,1.5,0.0,9.1,14.0,125,111,1.3,0.2,1.5,.138,2.4,-2.4,0.0,0.3
10109,Anthony Goldwire,2005-06,34,LAC,NBA,3,0,22,-5.5,.286,.000,0.0,5.1,2.6,12.8,0.0,0.0,12.5,16.8,41,111,-0.1,0.0,-0.1,-.245,-11.7,-3.8,-15.5,-0.1
10110,Anthony Goldwire,1995-96,24,CHH,NBA,42,8,621,10.4,.439,.317,1.5,7.0,4.2,27.4,1.4,0.0,22.6,20.3,101,115,0.2,0.1,0.3,.021,-1.3,-3.9,-5.2,-0.5
