
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
9401,Tony Harris,1993-94,26,BOS,NBA,5,0,88,14.9,.290,.806,3.8,9.0,6.4,12.4,2.3,0.0,12.5,23.7,109,110,0.1,0.1,0.2,.106,0.1,-2.5,-2.4,0.0
9402,Tony Harris,1994-95,27,BOS,NBA,3,0,18,17.6,.125,1.125,0.0,0.0,0.0,0.0,0.0,0.0,7.7,31.2,122,119,0.1,0.0,0.1,.172,-1.5,-8.8,-10.4,0.0
9403,Tobias Harris,2013-14,21,ORL,NBA,61,36,1850,16.5,.176,.341,5.4,20.6,13.0,7.7,1.1,1.0,8.7,22.2,108,107,2.4,1.7,4.1,.107,-0.7,-1.0,-1.7,0.1
9404,Tobias Harris,2014-15,22,ORL,NBA,68,63,2369,16.7,.252,.258,3.4,17.3,10.3,8.8,1.5,1.2,9.8,22.5,107,108,3.0,1.8,4.8,.098,0.4,-0.7,-0.3,1.0
9405,Tobias Harris,2015-16,23,TOT,NBA,76,74,2513,16.2,.269,.273,4.1,18.6,11.2,10.6,1.3,1.3,9.8,19.3,112,107,4.1,2.5,6.6,.126,0.7,0.4,1.0,1.9
9406,Tobias Harris,2011-12,19,MIL,NBA,42,9,479,14.2,.136,.320,6.7,16.8,11.6,7.4,1.4,1.1,13.9,20.6,104,106,0.4,0.4,0.9,.087,-2.0,-1.5,-3.5,-0.2
9407,Tobias Harris,2012-13,20,TOT,NBA,55,34,1299,16.0,.211,.268,6.2,18.6,12.4,8.8,1.3,2.6,10.3,22.1,105,107,1.2,1.2,2.4,.089,-0.7,-0.1,-0.8,0.4
9408,Terrel Harris,2011-12,24,MIA,NBA,22,1,318,6.7,.470,.253,7.0,11.9,9.6,12.2,1.5,0.5,21.3,17.1,87,103,-0.3,0.4,0.1,.011,-3.0,-0.5,-3.4,-0.1
9409,Terrel Harris,2012-13,25,TOT,NBA,20,0,137,-3.8,.296,.370,3.8,19.3,11.4,9.0,0.8,1.8,35.1,16.6,48,109,-0.7,0.1,-0.6,-.219,-11.7,0.0,-11.7,-0.3
9410,Steve Harris,1989-90,26,LAC,NBA,15,0,93,6.0,.000,.100,6.2,6.1,6.1,1.6,3.6,0.6,10.7,21.0,78,107,-0.2,0.1,-0.1,-.061,-7.2,-1.6,-8.8,-0.2
9411,Steve Harris,1985-86,22,HOU,NBA,57,0,482,14.0,.021,.232,5.5,7.2,6.4,14.1,2.0,0.5,11.7,23.6,105,110,0.4,0.4,0.8,.078,-1.3,-2.4,-3.7,-0.2
9412,Steve Harris,1986-87,23,HOU,NBA,74,3,1174,12.9,.013,.217,6.7,9.1,8.0,12.9,1.5,0.8,10.1,25.4,100,108,0.0,1.3,1.3,.052,-2.4,-1.6,-4.0,-0.6
9413,Steve Harris,1987-88,24,TOT,NBA,58,26,1084,14.0,.014,.232,5.3,7.6,6.4,12.0,2.2,0.4,9.4,22.1,104,113,0.7,0.5,1.2,.052,-1.0,-1.9,-3.0,-0.3
9414,Steve Harris,1988-89,25,DET,NBA,3,0,7,18.3,.000,.500,0.0,30.8,16.1,0.0,7.2,0.0,0.0,29.9,102,88,0.0,0.0,0.0,.181,-8.1,-2.5,-10.6,0.0
9415,Mike Harris,2007-08,24,HOU,NBA,17,0,159,17.1,.037,.241,17.3,21.0,19.2,3.2,2.0,1.4,13.1,19.7,107,99,0.1,0.3,0.5,.143,-2.5,-0.3,-2.8,0.0
9416,Mike Harris,2009-10,26,TOT,NBA,13,0,96,7.2,.033,.367,11.5,17.3,14.3,4.8,2.7,0.8,20.5,20.2,82,105,-0.2,0.1,-0.1,-.037,-6.9,-0.6,-7.5,-0.1
9417,Mike Harris,2010-11,27,HOU,NBA,4,0,16,17.9,.000,.667,14.1,21.3,17.7,10.2,0.0,4.3,11.4,24.2,107,108,0.0,0.0,0.0,.102,-2.3,-1.1,-3.4,0.0
