
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
9901,Jeff Grayer,1997-98,32,TOT,NBA,5,0,34,2.7,.545,.000,0.0,12.9,6.3,9.3,3.1,0.0,26.7,19.7,66,103,-0.1,0.0,-0.1,-.111,-7.0,-1.7,-8.7,-0.1
9902,Jeff Grayer,1989-90,24,MIL,NBA,71,40,1427,11.4,.016,.312,7.4,10.0,8.7,10.8,1.6,0.4,12.9,18.7,102,110,0.4,1.1,1.5,.050,-2.2,-0.8,-3.0,-0.4
9903,Jeff Grayer,1990-91,25,MIL,NBA,82,7,1422,11.8,.006,.303,9.1,11.5,10.3,12.5,1.7,0.4,13.5,19.2,101,109,0.3,1.2,1.5,.049,-2.0,-0.5,-2.5,-0.2
9904,Jeff Grayer,1991-92,26,MIL,NBA,82,11,1659,13.3,.096,.222,8.5,9.2,8.9,13.9,1.9,0.5,12.2,21.7,104,113,1.0,0.8,1.8,.052,-0.4,-1.3,-1.7,0.1
9905,Jeff Grayer,1992-93,27,GSW,NBA,48,12,1025,12.0,.040,.385,7.7,9.4,8.6,9.6,1.5,0.5,11.6,18.6,108,112,0.9,0.5,1.5,.069,-0.9,-1.2,-2.1,0.0
9906,Jeff Grayer,1993-94,28,GSW,NBA,67,4,1096,13.2,.033,.325,7.6,11.2,9.4,7.9,1.5,0.7,13.2,18.0,108,109,1.2,0.8,1.9,.085,-1.1,-1.4,-2.5,-0.1
9907,Jeff Grayer,1994-95,29,PHI,NBA,47,25,1098,10.6,.039,.218,6.1,9.7,7.9,11.3,1.3,0.3,11.8,19.3,99,113,-0.1,0.5,0.4,.017,-2.6,-1.5,-4.1,-0.6
9908,Sylvester Gray,1988-89,21,MIA,NBA,55,15,1220,11.2,.010,.392,10.4,16.2,13.2,14.2,1.4,1.3,17.9,18.9,96,109,-0.4,1.1,0.7,.028,-2.6,0.5,-2.1,0.0
9909,Stuart Gray,1989-90,26,TOT,NBA,58,1,560,8.5,.051,.475,7.7,22.4,14.7,4.5,1.3,2.8,16.7,10.9,99,107,0.0,0.7,0.6,.054,-5.1,1.8,-3.3,-0.2
