
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
5101,Rich Kelley,1982-83,29,TOT,NBA,70,23,1345,3.5,7.8,3.5,7.8,0.0,0.0,3.8,4.7,3.5,7.3,10.8,3.7,1.4,1.0,3.2,5.9,10.8,.444,.444,,.444,.811,.543
5102,Rich Kelley,1983-84,30,UTA,NBA,75,30,1674,2.8,5.7,2.8,5.7,0.0,0.0,2.7,3.5,3.0,7.5,10.5,3.4,1.2,0.6,3.2,5.9,8.3,.500,.500,,.500,.765,.579
5103,Rich Kelley,1984-85,31,UTA,NBA,77,34,1276,2.9,6.1,2.9,6.0,0.0,0.1,2.4,3.2,3.3,6.5,9.9,3.4,1.2,0.8,3.5,6.4,8.2,.477,.481,.000,.477,.750,.547
5104,Adam Keefe,1992-93,22,ATL,NBA,82,6,1549,4.4,8.7,4.4,8.7,0.0,0.0,3.9,5.5,4.0,6.1,10.0,1.9,1.3,0.4,2.3,4.5,12.6,.500,.501,.000,.500,.700,.564
5105,Adam Keefe,1994-95,24,UTA,NBA,75,0,1270,4.9,8.4,4.9,8.4,0.0,0.0,3.3,4.9,3.8,5.4,9.3,0.9,1.0,0.7,1.8,4.0,13.1,.577,.577,,.577,.676,.616
5106,Adam Keefe,1995-96,25,UTA,NBA,82,0,1708,3.8,7.3,3.8,7.2,0.0,0.1,2.9,4.2,3.7,5.9,9.6,1.3,1.1,0.9,1.9,3.7,10.5,.520,.526,.000,.520,.692,.574
5107,Adam Keefe,1997-98,27,UTA,NBA,80,75,2047,4.0,7.5,4.0,7.5,0.0,0.0,2.8,3.5,3.1,4.6,7.7,1.6,0.9,0.4,1.2,3.0,10.9,.540,.540,,.540,.810,.605
5108,Adam Keefe,1998-99,28,UTA,NBA,44,0,642,3.1,7.0,3.1,6.7,0.0,0.2,3.5,5.0,2.9,5.1,8.0,1.6,0.9,0.7,1.9,3.5,9.8,.452,.467,.000,.452,.697,.533
5109,Bob Kauffman,1968-69,22,SEA,NBA,82,,1660,4.7,10.8,4.7,10.8,,,4.4,6.3,,,10.5,1.8,,,,5.5,13.9,.442,.442,,.442,.702,.514
5110,Bob Kauffman,1970-71,24,BUF,NBA,78,,2778,8.0,17.0,8.0,17.0,,,4.7,6.3,,,10.8,4.6,,,,3.4,20.6,.471,.471,,.471,.740,.523
5111,Bob Kauffman,1971-72,25,BUF,NBA,77,,3205,6.3,12.6,6.3,12.6,,,3.8,4.8,,,8.8,3.3,,,,3.1,16.4,.497,.497,,.497,.795,.555
5112,Bob Kauffman,1972-73,26,BUF,NBA,77,,3049,6.3,12.5,6.3,12.5,,,3.3,4.2,,,10.1,4.7,,,,2.5,15.9,.505,.505,,.505,.780,.555
5113,Bob Kauffman,1973-74,27,BUF,NBA,74,,1304,4.7,10.1,4.7,10.1,,,3.0,4.1,2.7,6.3,9.0,3.9,1.0,0.5,,4.3,12.4,.467,.467,,.467,.713,.520
5114,Bob Kauffman,1974-75,28,ATL,NBA,73,,797,5.1,11.8,5.1,11.8,,,2.7,3.8,3.0,5.2,8.2,3.7,0.9,0.2,,4.7,12.9,.433,.433,,.433,.702,.478
5115,Jason Kapono,2004-05,23,CHA,NBA,81,14,1491,6.5,16.2,4.6,11.5,1.9,4.7,1.7,2.1,0.8,3.2,4.0,1.5,1.0,0.1,1.1,3.2,16.6,.401,.396,.412,.461,.824,.486
5116,Jason Kapono,2007-08,26,TOR,NBA,81,7,1530,5.7,11.7,4.4,8.9,1.3,2.8,0.9,1.0,0.7,2.1,2.8,1.5,0.8,0.0,1.4,3.1,13.6,.488,.489,.483,.545,.860,.561
5117,Jason Kapono,2008-09,27,TOR,NBA,80,12,1831,5.1,11.9,3.2,7.4,1.9,4.5,0.7,0.8,0.5,2.7,3.2,2.1,0.4,0.1,1.4,2.8,12.9,.432,.435,.428,.513,.810,.525
5118,Enes Kanter,2011-12,19,UTA,NBA,66,0,874,4.8,9.7,4.8,9.7,0.0,0.0,2.9,4.3,4.4,7.0,11.5,0.3,0.7,0.9,2.2,3.6,12.5,.496,.498,.000,.496,.667,.539
5119,Enes Kanter,2012-13,20,UTA,NBA,70,2,1078,6.9,12.7,6.8,12.6,0.0,0.0,3.1,3.9,4.5,5.6,10.2,1.0,0.9,1.1,3.4,3.9,16.9,.544,.542,1.000,.545,.795,.588
5120,Enes Kanter,2013-14,21,UTA,NBA,80,37,2138,7.1,14.4,7.1,14.3,0.0,0.0,2.5,3.4,3.7,6.3,10.1,1.3,0.5,0.7,2.4,3.9,16.6,.491,.492,.000,.491,.730,.523
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
5121,Enes Kanter,2014-15,22,TOT,NBA,75,74,2135,8.1,15.6,7.9,14.9,0.3,0.8,3.1,3.9,4.7,6.6,11.3,0.9,0.6,0.5,2.4,3.2,19.6,.519,.528,.356,.528,.782,.564
5122,Enes Kanter,2015-16,23,OKC,NBA,82,1,1721,8.7,15.0,8.5,14.6,0.2,0.4,4.2,5.3,5.2,8.7,13.9,0.7,0.5,0.7,2.4,3.5,21.7,.576,.579,.476,.583,.797,.626
