
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
8001,Adrian Dantley*,1988-89,32,TOT,NBA,73,67,2422,7.0,14.2,7.0,14.2,0.0,0.0,6.8,8.4,1.7,3.0,4.7,2.5,0.6,0.2,2.4,2.8,20.8,.493,.493,.000,.493,.810,.581
8002,Marquis Daniels,2007-08,27,IND,NBA,74,1,1546,5.6,13.1,5.0,10.7,0.6,2.4,2.3,3.2,1.5,3.4,4.9,3.2,1.8,0.4,2.6,2.8,14.1,.430,.466,.265,.454,.698,.487
8003,Lloyd Daniels,1992-93,25,SAS,NBA,77,10,1573,6.5,14.7,5.2,10.7,1.4,4.1,1.6,2.3,2.0,3.0,4.9,3.4,0.9,0.7,2.3,3.3,16.0,.443,.484,.333,.488,.727,.510
8004,Antonio Daniels,2005-06,30,WAS,NBA,80,17,2283,3.6,8.7,3.3,7.1,0.4,1.6,4.5,5.3,0.3,2.4,2.7,4.5,0.8,0.1,1.4,1.5,12.1,.418,.461,.228,.439,.845,.550
8005,Antonio Daniels,2006-07,31,WAS,NBA,80,8,1761,3.5,8.0,3.1,6.7,0.4,1.3,4.3,5.1,0.4,2.7,3.1,5.9,0.8,0.2,1.4,1.6,11.7,.442,.469,.302,.467,.832,.572
8006,Antonio Daniels,2007-08,32,WAS,NBA,71,63,2161,3.4,7.4,3.1,6.2,0.3,1.2,2.8,3.6,0.4,3.0,3.4,5.7,1.1,0.0,1.5,1.3,9.9,.459,.504,.230,.478,.776,.549
8007,Antonio Daniels,1997-98,22,VAN,NBA,74,50,1956,4.2,10.1,4.0,9.1,0.2,1.0,2.1,3.1,0.4,2.2,2.6,6.1,1.0,0.2,3.0,1.6,10.7,.416,.438,.212,.426,.659,.465
8008,Antonio Daniels,2008-09,33,TOT,NBA,74,9,1021,3.5,8.3,2.7,6.2,0.8,2.1,2.8,3.5,0.2,2.5,2.7,6.2,0.9,0.0,2.2,1.9,10.6,.419,.438,.367,.466,.800,.536
8009,Antonio Daniels,1998-99,23,SAS,NBA,47,0,614,4.9,10.7,4.6,9.7,0.3,1.0,2.9,3.8,0.8,2.4,3.2,6.2,1.8,0.4,2.6,2.3,12.9,.454,.470,.294,.467,.754,.520
