
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
6101,Alan Henderson,2002-03,30,ATL,NBA,82,3,1494,3.7,7.9,3.7,7.8,0.0,0.0,2.1,3.3,3.8,5.8,9.6,1.0,0.8,0.8,1.5,4.0,9.5,.468,.471,.000,.468,.638,.508
6102,Alan Henderson,2004-05,32,DAL,NBA,78,10,1203,3.5,6.6,3.5,6.5,0.0,0.1,1.2,2.3,4.9,5.5,10.4,0.6,0.9,1.1,1.5,4.5,8.2,.527,.532,.000,.527,.539,.539
6103,Dick Hemric,1956-57,23,BOS,NBA,67,,1055,3.7,10.8,3.7,10.8,,,5.0,7.2,,,10.4,1.4,,,,3.3,12.4,.344,.344,,.344,.695,.445
6104,Dick Hemric,1955-56,22,BOS,NBA,71,,1329,4.4,10.8,4.4,10.8,,,4.8,7.4,,,10.8,1.6,,,,3.8,13.5,.403,.403,,.403,.648,.480
6105,Tom Heinsohn*,1958-59,24,BOS,NBA,66,,2089,8.0,20.5,8.0,20.5,,,5.4,6.7,,,11.0,2.8,,,,4.7,21.4,.390,.390,,.390,.798,.455
6106,Tom Heinsohn*,1959-60,25,BOS,NBA,75,,2420,10.0,23.7,10.0,23.7,,,4.2,5.7,,,11.8,2.5,,,,4.1,24.2,.423,.423,,.423,.733,.463
6107,Tom Heinsohn*,1960-61,26,BOS,NBA,74,,2256,10.0,25.0,10.0,25.0,,,5.2,6.8,,,11.7,2.3,,,,4.1,25.2,.400,.400,,.400,.767,.450
6108,Tom Heinsohn*,1961-62,27,BOS,NBA,79,,2383,10.5,24.4,10.5,24.4,,,5.4,6.6,,,11.3,2.5,,,,4.2,26.3,.429,.429,,.429,.819,.482
6109,Tom Heinsohn*,1962-63,28,BOS,NBA,76,,2004,9.9,23.4,9.9,23.4,,,6.1,7.3,,,10.2,1.7,,,,4.9,25.9,.423,.423,,.423,.835,.487
6110,Tom Heinsohn*,1963-64,29,BOS,NBA,76,,2040,8.6,21.6,8.6,21.6,,,5.0,6.0,,,8.1,3.2,,,,4.7,22.2,.398,.398,,.398,.827,.458
6111,Tom Heinsohn*,1964-65,30,BOS,NBA,67,,1706,7.7,20.1,7.7,20.1,,,3.8,4.8,,,8.4,3.3,,,,5.3,19.2,.383,.383,,.383,.795,.432
6112,Tom Heinsohn*,1956-57,22,BOS,NBA,72,,2150,7.5,18.8,7.5,18.8,,,4.5,5.7,,,11.8,2.0,,,,5.1,19.5,.397,.397,,.397,.790,.456
6113,Tom Heinsohn*,1957-58,23,BOS,NBA,69,,2206,7.6,20.0,7.6,20.0,,,4.8,6.4,,,11.5,2.0,,,,4.5,20.1,.382,.382,,.382,.746,.439
6114,Gar Heard,1973-74,25,BUF,NBA,81,,2889,6.5,15.0,6.5,15.0,,,2.4,3.7,3.4,8.4,11.8,2.2,1.7,2.9,,3.7,15.4,.435,.435,,.435,.650,.464
6115,Gar Heard,1974-75,26,BUF,NBA,67,,2148,5.3,13.7,5.3,13.7,,,1.8,3.2,3.1,8.1,11.2,3.2,1.8,2.0,,4.1,12.4,.388,.388,,.388,.564,.411
