
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2701,Paul Pressey,1982-83,24,MIL,NBA,79,18,1528,5.0,11.0,5.0,10.8,0.0,0.2,2.5,4.1,2.0,4.7,6.6,4.9,2.3,1.1,3.8,4.1,12.5,.457,.464,.111,.458,.597,.489
2702,Paul Pressey,1983-84,25,MIL,NBA,81,18,1730,5.7,11.0,5.7,10.8,0.0,0.2,2.5,4.2,2.1,3.7,5.9,5.2,1.8,1.0,3.3,5.0,14.0,.523,.528,.222,.525,.600,.547
2703,Paul Pressey,1984-85,26,MIL,NBA,80,80,2876,6.0,11.6,5.9,11.4,0.1,0.3,4.0,5.2,1.9,3.5,5.4,6.8,1.6,0.7,3.1,3.2,16.1,.517,.521,.350,.521,.758,.577
2704,Paul Pressey,1985-86,27,MIL,NBA,80,80,2704,5.5,11.2,5.4,10.6,0.1,0.6,4.2,5.2,1.7,3.6,5.3,8.3,2.2,0.9,3.2,3.3,15.3,.488,.504,.182,.492,.806,.564
2705,Paul Pressey,1986-87,28,MIL,NBA,61,60,2057,5.1,10.8,4.9,9.8,0.3,1.0,4.2,5.7,1.7,3.5,5.2,7.7,1.9,0.8,3.3,3.7,14.8,.477,.496,.291,.490,.738,.556
2706,Paul Pressey,1987-88,29,MIL,NBA,75,75,2484,5.0,10.2,4.9,9.6,0.1,0.6,4.1,5.2,1.9,3.6,5.4,7.6,1.6,0.5,2.9,3.4,14.2,.491,.508,.205,.497,.798,.572
2707,Paul Pressey,1988-89,30,MIL,NBA,67,62,2170,5.1,10.8,4.9,9.8,0.2,0.9,3.1,4.0,1.2,3.1,4.3,7.3,2.0,0.7,3.1,3.7,13.5,.474,.497,.218,.483,.776,.539
2708,Paul Pressey,1990-91,32,SAS,NBA,70,18,1683,4.3,9.1,4.0,7.9,0.3,1.2,2.4,2.8,1.1,2.7,3.8,5.8,1.3,0.7,2.8,3.7,11.3,.472,.501,.281,.491,.827,.545
2709,Dwight Powell,2015-16,24,DAL,NBA,69,2,992,5.3,10.7,5.2,10.2,0.1,0.6,3.8,5.2,3.0,6.9,9.9,1.6,1.3,0.9,1.5,4.3,14.5,.493,.514,.125,.497,.739,.557
