
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
6901,Kenny Gattison,1993-94,29,CHH,NBA,77,18,1644,5.1,9.7,5.1,9.7,0.0,0.0,2.8,4.3,2.3,5.5,7.8,2.1,1.3,1.0,1.7,5.0,13.0,.524,.524,,.524,.646,.558
6902,Chris Gatling,1999-00,32,TOT,NBA,85,0,1811,7.3,15.9,6.9,14.6,0.4,1.4,5.3,7.4,3.1,6.9,10.0,1.4,1.6,0.5,3.4,4.9,20.2,.455,.474,.257,.466,.713,.525
6903,Chris Gatling,2000-01,33,CLE,NBA,74,6,1670,7.1,15.8,6.5,13.8,0.6,2.0,3.4,4.9,2.1,6.3,8.4,1.3,1.1,0.6,2.6,4.0,18.2,.449,.470,.304,.468,.684,.505
6904,Chris Gatling,1992-93,25,GSW,NBA,70,11,1248,7.2,13.3,7.2,13.2,0.0,0.2,4.3,6.0,3.7,5.5,9.2,1.2,1.3,1.5,2.9,5.7,18.7,.539,.546,.000,.539,.725,.586
6905,Chris Gatling,1993-94,26,GSW,NBA,82,23,1296,7.5,12.8,7.5,12.8,0.0,0.0,3.6,5.8,4.0,7.1,11.0,1.1,1.1,1.7,2.3,6.2,18.6,.588,.589,.000,.588,.620,.607
6906,Chris Gatling,1995-96,28,TOT,NBA,71,2,1427,8.2,14.3,8.2,14.3,0.0,0.0,3.5,5.2,3.3,7.3,10.5,1.1,0.9,1.0,2.4,5.5,20.0,.575,.576,.000,.575,.671,.601
6907,Chris Gatling,1998-99,31,TOT,NBA,48,3,775,5.4,12.3,5.4,11.9,0.0,0.4,1.7,4.3,2.4,5.9,8.3,1.5,1.5,0.5,2.9,5.5,12.6,.442,.451,.125,.443,.398,.445
6908,Pau Gasol,2002-03,22,MEM,NBA,82,82,2948,6.9,13.6,6.9,13.5,0.0,0.1,5.1,6.9,2.3,6.4,8.8,2.8,0.4,1.8,2.6,2.7,19.0,.510,.514,.100,.510,.736,.570
6909,Pau Gasol,2011-12,31,LAL,NBA,65,65,2430,6.8,13.6,6.7,13.2,0.1,0.4,3.0,3.9,2.7,7.3,10.0,3.5,0.5,1.3,2.1,1.9,16.7,.501,.508,.259,.504,.782,.547
6910,Pau Gasol,2003-04,23,MEM,NBA,78,78,2458,7.4,15.4,7.4,15.1,0.1,0.2,5.3,7.5,3.0,5.8,8.8,2.9,0.6,1.9,2.7,2.7,20.2,.482,.485,.267,.484,.714,.542
6911,Pau Gasol,2013-14,33,LAL,NBA,60,60,1884,8.1,16.9,8.0,16.6,0.1,0.3,3.6,4.9,2.4,8.7,11.1,3.8,0.5,1.8,2.7,2.4,19.9,.480,.483,.286,.482,.736,.522
6912,Pau Gasol,2005-06,25,MEM,NBA,80,80,3135,6.9,13.7,6.9,13.6,0.0,0.1,4.9,7.1,2.2,6.0,8.2,4.3,0.5,1.8,2.7,2.1,18.7,.503,.505,.250,.504,.689,.555
6913,Pau Gasol,2014-15,34,CHI,NBA,78,78,2681,7.7,15.5,7.5,15.1,0.2,0.3,3.9,4.9,3.0,9.4,12.3,2.8,0.3,2.0,2.1,2.0,19.4,.494,.495,.462,.500,.803,.550
6914,Pau Gasol,2006-07,26,MEM,NBA,59,59,2133,7.8,14.5,7.7,14.3,0.1,0.2,5.0,6.8,2.5,7.3,9.8,3.4,0.5,2.1,2.7,2.3,20.7,.538,.542,.273,.540,.748,.593
6915,Pau Gasol,2015-16,35,CHI,NBA,72,72,2291,7.3,15.6,7.0,14.6,0.4,1.1,3.6,4.5,2.4,10.0,12.5,4.6,0.7,2.3,2.6,2.3,18.7,.469,.478,.348,.481,.792,.529
6916,Pau Gasol,2007-08,27,TOT,NBA,66,66,2351,7.3,13.6,7.2,13.4,0.1,0.2,4.5,5.5,2.4,6.1,8.5,3.2,0.5,1.5,1.9,2.1,19.1,.534,.539,.250,.536,.807,.594
6917,Pau Gasol,2008-09,28,LAL,NBA,81,81,2999,7.1,12.5,7.1,12.5,0.0,0.0,4.1,5.3,3.1,6.2,9.4,3.4,0.6,1.0,1.9,2.1,18.3,.567,.567,.500,.567,.781,.617
6918,Pau Gasol,2009-10,29,LAL,NBA,65,65,2403,6.8,12.6,6.8,12.6,0.0,0.1,4.3,5.4,3.6,7.4,11.0,3.3,0.6,1.7,2.1,2.3,17.8,.536,.539,.000,.536,.790,.593
6919,Pau Gasol,2001-02,21,MEM,NBA,82,79,3007,6.6,12.7,6.6,12.7,0.0,0.1,4.0,5.7,2.8,5.9,8.7,2.7,0.5,2.0,2.7,2.3,17.3,.518,.519,.200,.518,.709,.566
6920,Pau Gasol,2010-11,30,LAL,NBA,82,82,3037,7.0,13.3,7.0,13.2,0.0,0.0,4.2,5.1,3.2,6.7,9.9,3.2,0.6,1.5,1.7,2.4,18.3,.529,.530,.333,.530,.823,.589
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
6921,Marc Gasol,2008-09,24,MEM,NBA,82,75,2521,5.0,9.4,5.0,9.4,0.0,0.0,3.9,5.4,2.9,5.8,8.6,2.0,0.9,1.3,2.3,3.8,13.9,.530,.530,.000,.530,.733,.590
