
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
8601,Fred Carter,1970-71,25,BAL,NBA,77,,1707,7.2,17.2,7.2,17.2,,,2.5,3.9,,,5.3,3.5,,,,3.5,16.9,.417,.417,,.417,.650,.446
8602,Fred Carter,1971-72,26,TOT,NBA,79,,2215,7.2,16.5,7.2,16.5,,,3.0,4.8,,,5.3,3.4,,,,3.9,17.5,.438,.438,,.438,.621,.468
8603,Fred Carter,1972-73,27,PHI,NBA,81,,2993,8.2,19.4,8.2,19.4,,,3.1,4.4,,,5.8,4.2,,,,3.0,19.4,.421,.421,,.421,.704,.455
8604,Fred Carter,1973-74,28,PHI,NBA,78,,3044,8.3,19.4,8.3,19.4,,,3.0,4.2,1.0,3.4,4.4,5.2,1.3,0.3,,3.3,19.7,.430,.430,,.430,.709,.463
8605,Fred Carter,1974-75,29,PHI,NBA,77,,3046,8.5,18.9,8.5,18.9,,,3.0,4.1,0.9,3.2,4.0,4.0,1.0,0.2,,3.0,19.9,.447,.447,,.447,.738,.482
8606,Fred Carter,1975-76,30,PHI,NBA,82,,2992,8.0,19.2,8.0,19.2,,,2.6,3.8,1.4,2.2,3.6,4.5,1.6,0.2,,3.4,18.6,.417,.417,,.417,.702,.447
8607,Butch Carter,1983-84,25,IND,NBA,73,54,2045,7.3,15.2,7.0,14.4,0.3,0.8,2.4,3.1,1.2,1.5,2.7,3.6,2.3,0.2,2.5,3.7,17.2,.479,.488,.326,.488,.764,.520
8608,Butch Carter,1981-82,23,IND,NBA,75,0,1035,6.5,14.0,6.3,13.1,0.3,0.9,2.0,2.4,1.0,1.7,2.7,2.1,1.2,0.4,1.9,3.8,15.4,.468,.477,.320,.478,.829,.511
8609,Butch Carter,1982-83,24,IND,NBA,81,28,1716,7.4,14.8,7.1,13.7,0.4,1.1,2.6,3.2,1.3,1.8,3.1,4.1,1.6,0.3,2.5,4.3,17.8,.501,.515,.333,.513,.805,.549
8610,Anthony Carter,1999-00,24,MIA,NBA,79,30,1859,3.9,9.9,3.8,9.4,0.1,0.4,1.8,2.4,0.9,2.9,3.9,7.3,1.8,0.1,3.4,3.2,9.6,.395,.407,.130,.398,.750,.442
8611,Anthony Carter,2000-01,25,MIA,NBA,72,6,1630,4.3,10.6,4.2,9.7,0.1,0.9,1.4,2.3,1.0,3.0,4.0,5.9,1.6,0.2,2.6,3.4,10.2,.406,.430,.150,.413,.631,.439
8612,Anthony Carter,2007-08,32,DEN,NBA,70,67,1960,4.0,8.7,3.2,6.4,0.8,2.4,1.2,1.6,0.5,3.2,3.7,7.1,2.0,0.5,2.3,3.2,10.0,.458,.499,.349,.505,.753,.531
8613,Anthony Carter,2008-09,33,DEN,NBA,78,5,1787,3.4,7.8,2.9,6.0,0.4,1.8,1.1,1.6,0.8,3.3,4.1,7.3,1.9,0.3,3.1,2.9,8.3,.433,.490,.239,.460,.731,.490
8614,Matt Carroll,2006-07,26,CHA,NBA,72,47,1878,5.5,12.6,3.3,7.5,2.1,5.1,3.6,4.0,0.7,3.3,4.0,1.7,1.0,0.2,1.4,3.4,16.7,.433,.445,.416,.517,.904,.580
8615,Matt Carroll,2007-08,27,CHA,NBA,80,18,2016,4.5,10.5,2.6,6.2,1.9,4.3,2.0,2.5,0.6,3.4,4.0,1.3,0.8,0.3,1.0,3.3,12.9,.428,.422,.436,.517,.804,.554
8616,Matt Carroll,2005-06,25,CHA,NBA,78,6,1275,5.4,13.4,3.4,8.2,2.0,5.2,3.9,4.7,1.0,3.5,4.4,1.0,1.3,0.3,1.4,3.4,16.8,.403,.412,.389,.479,.821,.540
