
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
3101,Robert Parish*,1991-92,38,BOS,NBA,79,79,2285,7.4,13.8,7.4,13.8,0.0,0.0,2.8,3.7,3.5,7.7,11.1,1.1,1.1,1.5,2.1,2.7,17.6,.535,.535,,.535,.772,.571
3102,Robert Parish*,1992-93,39,BOS,NBA,79,79,2146,7.0,13.0,7.0,13.0,0.0,0.0,2.7,3.9,4.1,8.3,12.4,1.0,1.0,1.8,2.0,3.4,16.7,.535,.535,,.535,.689,.565
3103,Robert Parish*,1993-94,40,BOS,NBA,74,74,1987,6.4,13.1,6.4,13.1,0.0,0.0,2.8,3.8,2.6,7.3,9.8,1.5,0.8,1.7,2.0,3.4,15.7,.491,.491,,.491,.740,.530
3104,Robert Parish*,1994-95,41,CHH,NBA,81,4,1352,4.2,9.9,4.2,9.9,0.0,0.0,1.9,2.7,2.5,6.8,9.3,1.2,0.7,1.0,1.8,3.5,10.4,.427,.427,,.427,.703,.467
3105,Robert Parish*,1995-96,42,CHH,NBA,74,34,1086,4.0,8.0,4.0,8.0,0.0,0.0,1.7,2.4,3.0,7.1,10.0,1.0,0.7,1.8,1.7,2.7,9.6,.498,.498,,.498,.704,.533
3106,Jannero Pargo,2006-07,27,NOK,NBA,82,7,1710,6.0,14.6,4.3,10.2,1.7,4.4,2.2,2.6,0.4,3.4,3.8,4.3,1.1,0.1,2.6,2.5,15.8,.409,.418,.388,.467,.852,.504
3107,Jannero Pargo,2007-08,28,NOH,NBA,80,5,1497,6.1,15.7,4.5,11.2,1.6,4.5,1.7,1.9,0.6,2.5,3.1,4.6,1.2,0.1,2.2,3.0,15.5,.390,.406,.349,.439,.877,.468
3108,Jim Palmer,1958-59,25,CIN,NBA,67,,1624,5.7,14.0,5.7,14.0,,,3.9,5.5,,,10.5,1.4,,,,4.7,15.3,.404,.404,,.404,.724,.465
3109,Jim Palmer,1959-60,26,TOT,NBA,74,,1482,6.0,13.9,6.0,13.9,,,2.9,4.2,,,9.4,1.7,,,,5.4,14.8,.429,.429,,.429,.684,.470
3110,Jim Palmer,1960-61,27,NYK,NBA,55,,688,6.5,16.2,6.5,16.2,,,2.3,3.4,,,9.4,1.6,,,,6.7,15.4,.403,.403,,.403,.677,.434
3111,Togo Palazzi,1954-55,22,BOS,NBA,53,,504,7.2,18.1,7.2,18.1,,,3.2,4.3,,,10.4,2.1,,,,4.3,17.6,.399,.399,,.399,.750,.442
3112,Togo Palazzi,1955-56,23,BOS,NBA,63,,703,7.4,19.1,7.4,19.1,,,4.4,6.3,,,9.3,2.2,,,,4.5,19.2,.389,.389,,.389,.685,.439
3113,Togo Palazzi,1956-57,24,TOT,NBA,63,,1013,7.5,20.3,7.5,20.3,,,4.8,6.2,,,9.3,1.7,,,,4.2,19.8,.368,.368,,.368,.777,.429
3114,Togo Palazzi,1957-58,25,SYR,NBA,67,,1001,8.2,20.8,8.2,20.8,,,4.4,6.1,,,8.7,1.5,,,,4.5,20.8,.394,.394,,.394,.719,.442
3115,Togo Palazzi,1958-59,26,SYR,NBA,71,,1053,8.2,20.9,8.2,20.9,,,3.9,5.4,,,9.1,2.3,,,,5.9,20.3,.392,.392,,.392,.728,.437
3116,Milt Palacio,2002-03,24,CLE,NBA,80,46,1976,3.0,7.1,2.8,6.4,0.1,0.7,1.2,1.6,0.9,3.4,4.3,4.7,1.2,0.3,2.4,3.1,7.2,.418,.439,.216,.428,.747,.466
3117,Milt Palacio,2004-05,26,TOR,NBA,80,4,1533,4.1,9.2,4.1,8.9,0.0,0.3,2.7,3.6,0.6,2.5,3.1,6.6,1.1,0.3,2.4,3.0,11.0,.446,.455,.167,.449,.742,.507
3118,Milt Palacio,2005-06,27,UTA,NBA,71,18,1376,4.5,10.5,4.4,10.1,0.0,0.4,2.6,3.9,0.4,3.1,3.5,5.0,1.2,0.4,2.9,3.3,11.5,.424,.439,.063,.426,.653,.470
3119,Scott Padgett,2001-02,25,UTA,NBA,75,1,1295,5.2,11.0,3.9,7.8,1.4,3.1,2.1,2.8,3.1,4.8,7.9,2.3,1.2,0.4,1.9,3.9,13.9,.476,.493,.434,.538,.735,.568
3120,Scott Padgett,2002-03,26,UTA,NBA,82,2,1321,4.6,11.5,3.4,7.9,1.2,3.6,2.2,2.9,2.3,5.2,7.4,2.3,1.1,0.7,1.9,4.0,12.7,.402,.431,.338,.455,.757,.496
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
3121,Gerald Paddio,1990-91,25,CLE,NBA,70,22,1181,6.5,15.4,6.3,14.7,0.2,0.7,2.3,2.8,1.2,2.4,3.6,2.7,0.6,0.2,2.2,2.2,15.4,.419,.427,.250,.425,.796,.461
3122,Robert Pack,1991-92,22,POR,NBA,72,0,894,4.6,11.0,4.6,10.6,0.0,0.4,4.1,5.1,1.3,2.6,3.9,5.6,1.6,0.2,3.7,4.1,13.4,.423,.439,.000,.423,.803,.506
3123,Robert Pack,1992-93,23,DEN,NBA,77,1,1579,6.5,13.8,6.5,13.6,0.0,0.2,5.4,7.1,1.2,2.5,3.6,7.6,1.8,0.2,4.2,4.1,18.5,.470,.475,.125,.471,.768,.545
3124,Robert Pack,2000-01,31,DEN,NBA,74,11,1260,5.2,12.2,4.8,11.3,0.3,0.9,3.0,3.9,0.9,3.1,3.9,8.4,1.9,0.0,3.9,3.3,13.7,.425,.428,.387,.439,.766,.493
3125,Zaza Pachulia,2004-05,20,MIL,NBA,74,4,1397,4.1,9.1,4.1,9.1,0.0,0.0,3.6,4.8,3.4,6.4,9.7,1.5,1.1,0.9,1.8,4.3,11.8,.452,.453,.000,.452,.746,.526
3126,Zaza Pachulia,2005-06,21,ATL,NBA,78,78,2452,4.5,10.0,4.5,10.0,0.0,0.0,4.4,5.9,3.9,5.1,9.0,1.9,1.3,0.6,2.6,4.2,13.4,.451,.452,.000,.451,.735,.530
3127,Zaza Pachulia,2006-07,22,ATL,NBA,72,47,2026,5.2,10.9,5.2,10.9,0.0,0.0,5.2,6.6,3.5,5.3,8.9,1.9,1.4,0.6,2.9,4.7,15.5,.474,.475,.000,.474,.786,.562
3128,Zaza Pachulia,2008-09,24,ATL,NBA,77,26,1473,3.9,7.8,3.9,7.7,0.0,0.1,4.0,5.6,4.2,6.4,10.7,1.4,0.9,0.6,2.2,5.1,11.8,.497,.502,.000,.497,.709,.571
3129,Zaza Pachulia,2009-10,25,ATL,NBA,78,1,1089,4.0,8.1,4.0,8.0,0.0,0.1,3.1,4.7,3.9,5.8,9.7,1.4,1.2,1.0,1.9,6.1,11.0,.488,.496,.000,.488,.650,.539
3130,Zaza Pachulia,2010-11,26,ATL,NBA,79,7,1244,3.1,6.7,3.1,6.7,0.0,0.0,3.9,5.2,3.4,6.2,9.6,1.7,1.0,0.6,2.0,5.3,10.1,.461,.461,,.461,.754,.562
3131,Zaza Pachulia,2011-12,27,ATL,NBA,58,44,1640,3.7,7.4,3.7,7.4,0.0,0.0,2.6,3.5,3.4,6.7,10.0,1.7,1.2,0.6,1.8,3.8,10.0,.499,.499,,.499,.741,.557
3132,Zaza Pachulia,2014-15,30,MIL,NBA,73,45,1730,5.0,11.0,5.0,10.9,0.0,0.1,2.6,3.3,4.1,6.3,10.4,3.7,1.7,0.4,2.8,3.5,12.6,.454,.456,.000,.454,.788,.506
3133,Zaza Pachulia,2015-16,31,DAL,NBA,76,69,2004,3.9,8.4,3.9,8.4,0.0,0.1,3.8,5.0,4.5,8.4,12.9,2.3,1.1,0.4,2.1,3.3,11.7,.466,.469,.000,.466,.768,.550
3134,Tom Owens,1977-78,28,POR,NBA,82,,1714,6.6,13.4,6.6,13.4,,,4.3,5.8,4.1,7.3,11.4,3.4,0.7,0.8,3.2,5.5,17.5,.490,.490,,.490,.741,.546
3135,Tom Owens,1978-79,29,POR,NBA,82,,2791,7.7,14.1,7.7,14.1,,,4.1,5.2,3.4,6.2,9.5,3.9,0.8,0.7,3.2,4.2,19.6,.548,.548,,.548,.794,.597
3136,Tom Owens,1979-80,30,POR,NBA,76,,2337,8.0,15.5,8.0,15.5,0.0,0.0,3.3,4.4,2.9,5.9,8.8,3.0,0.7,0.8,2.7,4.2,19.3,.514,.514,.500,.514,.753,.552
3137,Tom Owens,1980-81,31,POR,NBA,79,,1843,6.3,12.3,6.3,12.2,0.0,0.1,3.7,4.9,3.2,5.7,8.9,2.7,0.7,0.9,2.5,5.3,16.3,.511,.514,.000,.511,.764,.564
3138,Tom Owens,1981-82,32,IND,NBA,74,40,1599,6.7,14.3,6.7,14.3,0.0,0.0,4.1,5.1,3.2,5.2,8.4,2.9,0.9,0.8,3.1,5.8,17.6,.470,.470,.500,.471,.801,.530
3139,Billy Owens,1991-92,22,GSW,NBA,80,77,2510,6.7,12.8,6.7,12.7,0.0,0.1,2.9,4.5,3.5,5.7,9.2,2.7,1.3,0.9,2.6,4.0,16.4,.525,.529,.111,.526,.654,.555
3140,Billy Owens,1993-94,24,GSW,NBA,79,72,2738,6.5,12.8,6.4,12.6,0.0,0.2,2.6,4.3,3.0,5.4,8.4,4.3,1.1,0.8,2.8,3.5,15.6,.507,.512,.200,.508,.610,.532
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
3141,Billy Owens,1994-95,25,MIA,NBA,70,60,2296,6.3,12.9,6.3,12.5,0.0,0.3,3.0,4.9,3.2,4.7,7.9,3.9,1.3,0.5,3.2,3.2,15.7,.491,.503,.091,.493,.620,.523
3142,Billy Owens,1997-98,28,SAC,NBA,78,78,2348,5.2,11.2,4.8,10.1,0.4,1.1,1.8,3.0,2.6,6.3,8.9,3.4,1.4,0.6,2.3,3.5,12.5,.464,.474,.371,.482,.589,.502
3143,Doug Overton,1994-95,25,WSB,NBA,82,20,1704,4.4,10.5,3.3,7.9,1.1,2.6,2.3,2.6,0.5,2.5,3.0,5.2,1.1,0.0,2.2,2.7,12.2,.416,.413,.424,.469,.872,.521
3144,Travis Outlaw,2007-08,23,POR,NBA,82,6,2186,6.9,15.9,6.2,14.2,0.7,1.7,3.6,4.8,1.6,4.6,6.2,1.7,1.0,1.0,1.8,2.8,18.0,.433,.437,.396,.453,.741,.499
