
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1001,Jack Twyman*,1958-59,24,CIN,NBA,72,,2713,9.4,22.4,9.4,22.4,,,5.8,7.4,,,8.7,2.8,,,,3.7,24.6,.420,.420,,.420,.783,.479
1002,Jack Twyman*,1959-60,25,CIN,NBA,75,,3023,10.4,24.6,10.4,24.6,,,7.1,9.1,,,7.9,3.1,,,,3.3,27.8,.422,.422,,.422,.785,.487
1003,Jack Twyman*,1960-61,26,CIN,NBA,79,,2920,9.8,20.1,9.8,20.1,,,5.0,6.8,,,8.3,2.8,,,,3.4,24.6,.488,.488,,.488,.731,.532
1004,Jack Twyman*,1961-62,27,CIN,NBA,80,,2991,8.9,18.6,8.9,18.6,,,4.2,5.2,,,7.7,2.6,,,,3.9,22.0,.479,.479,,.479,.811,.528
1005,Jack Twyman*,1962-63,28,CIN,NBA,80,,2623,8.8,18.3,8.8,18.3,,,4.2,5.1,,,8.2,2.9,,,,3.9,21.8,.480,.480,,.480,.811,.529
1006,Jack Twyman*,1963-64,29,CIN,NBA,68,,1996,8.1,17.9,8.1,17.9,,,3.4,4.1,,,6.6,2.5,,,,4.8,19.5,.450,.450,,.450,.829,.495
1007,Jack Twyman*,1964-65,30,CIN,NBA,80,,2236,7.7,17.4,7.7,17.4,,,3.2,3.8,,,6.2,2.2,,,,3.8,18.6,.443,.443,,.443,.828,.487
1008,Jack Twyman*,1965-66,31,CIN,NBA,73,,943,8.6,19.0,8.6,19.0,,,3.6,4.5,,,6.4,2.3,,,,4.7,20.7,.450,.450,,.450,.812,.494
1009,Dave Twardzik,1976-77,26,POR,NBA,74,,1937,4.9,8.0,4.9,8.0,,,4.4,5.3,1.4,2.4,3.8,4.6,2.4,0.3,,4.2,14.2,.612,.612,,.612,.842,.689
1010,Dave Twardzik,1977-78,27,POR,NBA,75,,1820,4.8,8.1,4.8,8.1,,,3.6,4.6,0.7,1.9,2.7,4.8,2.1,0.1,3.1,3.7,13.2,.592,.592,,.592,.782,.651
1011,Melvin Turpin,1984-85,24,CLE,NBA,79,45,1949,6.7,13.1,6.7,13.1,0.0,0.0,2.0,2.6,2.9,5.5,8.3,0.7,0.7,1.6,2.2,3.9,15.4,.511,.511,,.511,.784,.541
1012,Melvin Turpin,1985-86,25,CLE,NBA,80,69,2292,7.2,13.2,7.2,13.1,0.0,0.1,2.9,3.6,2.9,5.9,8.7,0.9,1.0,1.7,2.1,4.1,17.2,.544,.547,.000,.544,.811,.585
1013,Melvin Turpin,1987-88,27,UTA,NBA,79,0,1011,7.1,13.9,7.1,13.7,0.0,0.1,2.5,3.5,3.1,5.3,8.4,1.1,0.9,2.4,2.5,5.6,16.7,.512,.513,.333,.513,.724,.544
1014,Myles Turner,2015-16,19,IND,NBA,60,30,1367,7.0,14.0,6.9,13.6,0.1,0.4,2.3,3.2,1.8,7.0,8.7,1.1,0.7,2.3,1.8,4.2,16.3,.498,.506,.214,.501,.727,.531
1015,Jeff Turner,1984-85,22,NJN,NBA,72,36,1429,4.3,9.5,4.3,9.4,0.0,0.1,2.0,2.3,2.2,3.3,5.5,2.7,0.7,0.2,2.3,6.1,10.6,.454,.457,.000,.454,.859,.504
1016,Jeff Turner,1986-87,24,NJN,NBA,76,22,1003,5.4,11.7,5.4,11.6,0.0,0.0,2.7,3.7,2.9,4.2,7.1,2.2,1.2,0.5,2.9,7.2,13.6,.465,.466,.000,.465,.731,.510
1017,Jeff Turner,1990-91,28,ORL,NBA,71,43,1683,5.5,11.4,5.4,11.1,0.1,0.3,1.8,2.4,2.3,5.5,7.8,2.1,0.6,0.2,2.7,5.0,13.0,.487,.489,.400,.492,.759,.524
1018,Jeff Turner,1991-92,29,ORL,NBA,75,42,1591,5.1,11.3,5.1,11.1,0.0,0.2,1.8,2.6,1.4,4.2,5.6,2.1,0.5,0.4,2.4,5.2,12.0,.451,.456,.125,.452,.693,.483
1019,Jeff Turner,1992-93,30,ORL,NBA,75,20,1479,5.6,10.6,5.4,10.2,0.2,0.4,1.4,1.7,1.8,4.3,6.1,2.6,0.5,0.2,1.6,4.7,12.9,.529,.526,.588,.540,.800,.564
1020,Jack Turner,1954-55,24,NYK,NBA,65,,922,4.3,12.0,4.3,12.0,,,2.3,3.0,,,6.0,3.0,,,,3.0,11.0,.360,.360,,.360,.789,.413
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1021,Evan Turner,2010-11,22,PHI,NBA,78,14,1797,4.5,10.6,4.2,9.7,0.3,0.9,2.0,2.5,0.8,5.3,6.1,3.2,1.0,0.3,1.6,2.8,11.3,.425,.435,.318,.439,.808,.484
1022,Evan Turner,2011-12,23,PHI,NBA,65,20,1713,5.5,12.4,5.3,11.4,0.2,1.0,1.5,2.3,0.6,7.3,7.9,3.8,0.8,0.4,2.2,2.5,12.8,.446,.466,.224,.455,.676,.478
1023,Evan Turner,2012-13,24,PHI,NBA,82,82,2892,5.5,13.1,4.8,11.1,0.7,2.0,1.9,2.6,0.7,5.7,6.4,4.4,0.9,0.2,2.3,2.5,13.6,.419,.428,.365,.446,.740,.478
1024,Evan Turner,2013-14,25,TOT,NBA,81,56,2457,6.4,15.0,5.6,12.7,0.7,2.3,3.1,3.8,0.9,5.1,6.0,3.8,1.0,0.1,2.8,2.9,16.6,.425,.444,.321,.450,.813,.498
1025,Evan Turner,2014-15,26,BOS,NBA,82,57,2260,5.1,11.9,4.6,10.0,0.5,1.9,1.7,2.2,0.6,6.0,6.6,7.2,1.3,0.3,3.2,2.9,12.4,.429,.458,.277,.451,.752,.482
1026,Evan Turner,2015-16,27,BOS,NBA,81,12,2271,5.4,11.9,5.1,10.6,0.3,1.3,2.3,2.8,0.8,5.5,6.3,5.7,1.3,0.4,2.7,2.2,13.5,.456,.482,.241,.469,.827,.513
1027,Elston Turner,1981-82,22,DAL,NBA,80,62,1996,5.1,11.5,5.1,11.5,0.0,0.1,1.7,2.5,2.6,2.8,5.4,3.4,1.4,0.0,2.1,3.3,11.9,.441,.444,.000,.441,.703,.472
1028,Elston Turner,1984-85,25,DEN,NBA,81,2,1491,4.4,9.4,4.3,9.2,0.0,0.1,1.2,1.6,2.1,3.1,5.2,3.8,2.3,0.2,1.7,3.7,10.0,.466,.471,.167,.468,.785,.497
1029,Elston Turner,1985-86,26,DEN,NBA,73,0,1324,4.5,10.3,4.5,10.1,0.0,0.2,1.1,1.4,1.7,3.7,5.5,4.5,1.9,0.2,2.2,4.1,10.0,.435,.446,.000,.435,.736,.459
