
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
7001,Harry Gallatin*,1952-53,25,NYK,NBA,70,,2333,4.4,9.8,4.4,9.8,,,4.6,6.6,,,14.1,1.9,,,,3.5,13.3,.444,.444,,.444,.700,.525
7002,Harry Gallatin*,1953-54,26,NYK,NBA,72,,2690,3.5,8.6,3.5,8.6,,,5.8,7.4,,,14.7,2.0,,,,2.8,12.7,.404,.404,,.404,.784,.538
7003,Harry Gallatin*,1954-55,27,NYK,NBA,72,,2548,4.7,12.1,4.7,12.1,,,5.6,6.8,,,14.1,2.5,,,,2.9,14.9,.384,.384,,.384,.814,.491
7004,Mike Gale,1977-78,27,SAS,NBA,70,,2091,4.7,10.0,4.7,10.0,,,1.5,1.7,1.0,2.9,3.8,6.5,2.7,0.4,3.0,2.9,11.0,.473,.473,,.473,.870,.510
7005,Mike Gale,1978-79,28,SAS,NBA,82,,2121,4.8,10.4,4.8,10.4,,,1.5,1.8,0.7,2.5,3.2,6.3,2.6,0.7,2.6,3.3,11.2,.464,.464,,.464,.843,.500
7006,Mike Gale,1980-81,30,TOT,NBA,77,,1112,5.1,10.0,5.0,9.8,0.1,0.2,1.8,2.2,0.5,2.7,3.2,5.5,3.0,0.2,2.5,3.8,12.0,.508,.513,.286,.511,.809,.547
7007,Mike Gale,1981-82,31,GSW,NBA,75,70,1793,3.7,7.5,3.7,7.4,0.0,0.1,1.0,1.3,0.7,3.1,3.8,5.2,2.4,0.6,2.5,3.5,8.5,.496,.503,.000,.496,.785,.524
7008,Mike Gale,1976-77,26,SAS,NBA,82,,2598,4.9,10.4,4.9,10.4,,,1.9,2.3,0.7,3.0,3.8,6.6,2.6,0.7,,3.1,11.7,.468,.468,,.468,.820,.509
7009,Sundiata Gaines,2011-12,25,NJN,NBA,57,12,793,4.6,12.3,3.4,8.6,1.3,3.7,2.7,4.4,1.2,3.7,4.9,5.7,2.5,0.1,2.4,2.6,13.2,.376,.392,.341,.428,.615,.465
7010,Dan Gadzuric,2003-04,25,MIL,NBA,75,0,1260,5.2,10.0,5.2,9.9,0.0,0.0,1.7,3.4,3.6,6.3,9.9,0.8,1.5,3.0,1.3,5.3,12.1,.524,.526,.000,.524,.492,.529
7011,Dan Gadzuric,2004-05,26,MIL,NBA,81,81,1783,4.9,9.1,4.9,9.1,0.0,0.0,2.2,4.0,5.3,8.3,13.6,0.6,0.9,2.1,1.6,4.5,12.0,.539,.539,,.539,.538,.551
7012,Dan Gadzuric,2005-06,27,MIL,NBA,74,0,885,7.0,12.6,7.0,12.5,0.0,0.0,1.7,3.6,3.7,5.7,9.4,1.0,1.0,1.7,1.4,7.0,15.6,.553,.555,.000,.553,.461,.550
7013,Bill Gabor,1951-52,29,SYR,NBA,57,,1085,5.7,17.9,5.7,17.9,,,4.7,6.1,,,3.1,2.9,,,,6.2,16.2,.322,.322,,.322,.776,.394
7014,Bill Gabor,1952-53,30,SYR,NBA,69,,1337,5.8,16.5,5.8,16.5,,,5.8,7.6,,,2.8,3.6,,,,7.1,17.4,.350,.350,,.350,.764,.438
7015,Bill Gabor,1953-54,31,SYR,NBA,61,,1211,6.1,16.4,6.1,16.4,,,4.1,5.8,,,2.9,4.8,,,,5.4,16.3,.370,.370,,.370,.716,.430
7016,Terry Furlow,1978-79,24,TOT,NBA,78,,1686,8.3,17.2,8.3,17.2,,,3.5,4.2,1.6,1.9,3.6,3.9,1.2,0.6,2.9,2.6,20.0,.483,.483,,.483,.836,.528
7017,Terry Furlow,1979-80,25,TOT,NBA,76,,2122,7.3,15.7,6.9,14.3,0.4,1.4,2.9,3.3,1.2,2.1,3.3,5.0,1.2,0.4,2.8,1.7,17.9,.464,.481,.293,.477,.872,.521
