
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
9301,Chauncey Billups,2000-01,24,MIN,NBA,77,33,1790,5.0,11.8,3.5,7.9,1.5,3.9,2.9,3.4,0.6,2.5,3.2,5.2,1.0,0.2,2.2,3.6,14.3,.422,.445,.376,.485,.842,.538
9302,Chauncey Billups,2008-09,32,TOT,NBA,79,79,2789,5.3,12.6,3.2,7.5,2.1,5.1,5.4,5.9,0.4,2.7,3.1,6.5,1.2,0.2,2.3,2.1,18.1,.418,.425,.408,.501,.913,.592
9303,Chauncey Billups,2001-02,25,MIN,NBA,82,54,2355,5.3,12.6,3.4,7.8,1.9,4.8,3.2,3.6,0.5,2.9,3.5,6.9,1.0,0.3,2.1,2.6,15.7,.423,.441,.394,.498,.885,.555
9304,Chauncey Billups,2009-10,33,DEN,NBA,73,73,2490,5.8,13.9,3.5,8.0,2.3,5.9,6.7,7.4,0.4,2.9,3.3,5.9,1.2,0.1,2.6,2.2,20.6,.418,.441,.386,.499,.910,.601
9305,Chauncey Billups,2002-03,26,DET,NBA,74,74,2327,5.7,13.5,3.4,7.6,2.3,5.9,4.9,5.6,0.6,3.6,4.2,4.4,1.0,0.2,2.1,2.1,18.5,.421,.443,.392,.506,.878,.582
9306,Chauncey Billups,2010-11,34,TOT,NBA,72,72,2310,5.3,12.4,3.0,6.7,2.3,5.7,6.0,6.5,0.4,2.6,3.0,6.0,1.1,0.2,2.8,2.3,18.8,.427,.448,.402,.519,.916,.617
9307,Chauncey Billups,2003-04,27,DET,NBA,78,78,2758,5.1,13.0,3.4,8.6,1.7,4.4,5.3,6.0,0.5,3.1,3.6,5.8,1.1,0.1,2.5,2.3,17.2,.394,.396,.388,.459,.878,.550
9308,Chauncey Billups,2004-05,28,DET,NBA,80,80,2866,5.1,11.5,3.0,6.6,2.1,4.9,4.3,4.8,0.6,2.8,3.4,5.8,1.0,0.1,2.3,2.4,16.5,.442,.454,.426,.533,.898,.609
9309,Chauncey Billups,2005-06,29,DET,NBA,81,81,2925,5.2,12.5,2.9,7.2,2.3,5.2,5.7,6.4,0.5,2.6,3.1,8.6,0.9,0.1,2.1,2.0,18.4,.418,.407,.433,.509,.894,.602
9310,Chauncey Billups,1997-98,21,TOT,NBA,80,70,2216,4.5,12.2,2.8,6.9,1.7,5.3,3.7,4.3,1.0,2.1,3.1,5.1,1.7,0.1,2.8,2.8,14.5,.374,.408,.329,.445,.850,.516
9311,Chauncey Billups,2006-07,30,DET,NBA,70,70,2533,4.9,11.6,3.4,7.1,1.5,4.5,5.5,6.2,0.3,3.0,3.4,7.1,1.2,0.2,2.0,2.3,16.9,.427,.479,.345,.494,.883,.591
9312,Chauncey Billups,1998-99,22,DEN,NBA,45,41,1488,4.6,12.0,2.6,6.3,2.1,5.7,3.8,4.2,0.6,1.7,2.3,4.2,1.4,0.3,2.4,2.8,15.1,.386,.408,.362,.472,.913,.547
9313,Chauncey Billups,2007-08,31,DET,NBA,78,78,2522,5.6,12.5,3.7,7.6,2.0,4.9,5.7,6.2,0.6,2.4,3.0,7.6,1.4,0.2,2.3,1.9,18.9,.448,.479,.401,.526,.918,.619
9314,Andris Biedrins,2006-07,20,GSW,NBA,82,63,2382,5.3,8.8,5.3,8.8,0.0,0.0,1.3,2.5,3.8,7.7,11.5,1.3,1.0,2.1,1.8,4.6,11.8,.599,.599,,.599,.521,.598
