
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
7801,Larry Demic,1980-81,23,NYK,NBA,76,,964,4.8,9.5,4.8,9.4,0.0,0.1,2.2,3.4,4.3,4.8,9.1,1.0,0.4,0.5,2.2,5.7,11.7,.504,.508,.000,.504,.630,.533
7802,Matthew Dellavedova,2013-14,23,CLE,NBA,72,4,1271,3.5,8.4,1.8,4.0,1.6,4.4,1.1,1.4,0.8,2.7,3.5,5.3,0.9,0.1,1.7,3.4,9.6,.412,.461,.368,.508,.792,.534
7803,Matthew Dellavedova,2014-15,24,CLE,NBA,67,13,1380,2.9,8.0,1.1,3.7,1.8,4.4,0.8,1.0,1.0,2.3,3.3,5.3,0.6,0.1,1.6,4.0,8.3,.362,.307,.407,.472,.763,.493
7804,Matthew Dellavedova,2015-16,25,CLE,NBA,76,14,1867,4.0,9.9,2.1,5.2,1.9,4.6,1.1,1.3,0.6,2.5,3.1,6.5,0.8,0.2,2.2,3.4,11.0,.405,.401,.410,.501,.864,.527
7805,Tony Delk,1997-98,24,TOT,NBA,77,9,1681,6.7,17.1,5.8,13.7,0.9,3.4,2.4,3.2,0.8,2.9,3.7,3.7,1.6,0.3,2.3,2.1,16.7,.393,.424,.268,.420,.735,.452
7806,Tony Delk,2000-01,27,PHO,NBA,82,11,2288,6.0,14.5,5.2,11.9,0.8,2.6,2.9,3.7,1.2,2.9,4.1,2.5,1.2,0.3,1.6,2.7,15.8,.415,.436,.321,.444,.787,.490
7807,Carlos Delfino,2009-10,27,MIL,NBA,75,66,2279,4.7,11.6,2.6,5.8,2.1,5.8,1.5,1.9,0.8,5.4,6.2,3.2,1.3,0.3,1.9,2.2,13.0,.408,.450,.367,.500,.782,.526
7808,Carlos Delfino,2006-07,24,DET,NBA,82,1,1372,4.1,9.9,2.9,6.2,1.2,3.6,1.8,2.3,1.8,5.2,7.0,2.3,1.2,0.2,1.6,2.5,11.2,.415,.462,.333,.476,.787,.515
7809,Carlos Delfino,2007-08,25,TOR,NBA,82,0,1928,4.7,11.8,2.4,5.9,2.2,5.9,2.2,2.9,1.2,5.5,6.7,2.7,1.3,0.2,1.4,3.3,13.8,.397,.412,.382,.492,.744,.527
7810,Bison Dele,1993-94,24,DEN,NBA,80,1,1507,6.0,11.1,6.0,11.0,0.0,0.1,3.3,5.0,3.3,7.4,10.7,1.2,1.2,2.1,2.5,5.3,15.3,.541,.544,.000,.541,.649,.574
7811,Bison Dele,1995-96,26,LAC,NBA,65,65,2157,6.9,12.8,6.9,12.7,0.0,0.1,3.3,4.5,2.5,5.7,8.2,2.0,1.2,0.9,3.2,3.8,17.2,.543,.546,.167,.544,.734,.582
