
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
4601,Randy Livingston,1999-00,24,PHO,NBA,79,15,1081,5.2,12.4,4.5,10.6,0.6,1.8,1.7,2.1,0.8,3.5,4.3,5.7,1.6,0.4,3.1,4.3,12.7,.416,.428,.345,.441,.839,.476
4602,Alton Lister,1981-82,23,MIL,NBA,80,23,1186,4.5,8.7,4.5,8.7,0.0,0.0,1.9,3.7,3.3,8.5,11.7,2.5,0.5,3.6,3.9,7.3,11.0,.519,.519,,.519,.520,.531
4603,Alton Lister,1982-83,24,MIL,NBA,80,37,1885,5.2,9.8,5.2,9.8,0.0,0.0,2.5,4.6,3.2,7.6,10.8,2.1,1.0,3.4,3.6,6.3,12.9,.529,.529,,.529,.537,.543
4604,Alton Lister,1983-84,25,MIL,NBA,82,72,1955,4.7,9.4,4.7,9.4,0.0,0.0,2.1,3.4,2.9,8.2,11.1,2.0,0.8,2.6,2.8,6.0,11.5,.500,.500,,.500,.626,.529
4605,Alton Lister,1984-85,26,MIL,NBA,81,80,2091,5.5,10.3,5.5,10.3,0.0,0.0,2.7,4.5,3.8,7.4,11.1,2.2,0.8,2.9,3.2,4.9,13.7,.538,.539,.000,.538,.588,.559
4606,Alton Lister,1985-86,27,MIL,NBA,81,19,1812,6.3,11.5,6.3,11.4,0.0,0.0,3.2,5.3,4.0,7.8,11.8,2.0,1.0,2.8,3.2,6.0,15.8,.551,.553,.000,.551,.602,.573
4607,Alton Lister,1986-87,28,SEA,NBA,75,75,2288,5.4,10.8,5.4,10.8,0.0,0.0,2.8,4.2,3.5,7.6,11.1,1.7,0.5,2.8,2.7,4.5,13.7,.504,.504,.000,.504,.675,.542
4608,Alton Lister,1987-88,29,SEA,NBA,82,55,1812,3.4,6.8,3.4,6.8,0.0,0.0,2.3,3.7,4.0,8.5,12.5,1.2,0.5,2.8,1.8,6.3,9.2,.504,.504,.500,.506,.606,.541
4609,Alton Lister,1988-89,30,SEA,NBA,82,82,1806,5.4,10.8,5.4,10.8,0.0,0.0,2.3,3.5,4.1,6.7,10.9,1.1,0.6,3.6,2.3,6.2,13.1,.499,.499,,.499,.646,.529
