
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1801,Bobby Simmons,2004-05,24,LAC,NBA,75,74,2799,6.1,13.1,5.5,11.6,0.6,1.5,3.0,3.5,1.6,4.1,5.7,2.6,1.4,0.2,1.7,2.9,15.8,.466,.470,.435,.491,.846,.540
1802,Bobby Simmons,2005-06,25,MIL,NBA,75,74,2538,5.2,11.5,3.7,7.9,1.5,3.5,2.3,2.8,1.3,3.4,4.7,2.4,1.2,0.3,1.7,3.6,14.2,.453,.468,.420,.518,.825,.559
1803,Bobby Simmons,2007-08,27,MIL,NBA,70,21,1521,4.9,11.7,3.5,7.7,1.4,4.0,1.3,1.7,1.6,3.8,5.3,1.9,1.2,0.1,1.8,3.3,12.6,.421,.458,.351,.482,.757,.504
1804,Bobby Simmons,2008-09,28,NJN,NBA,71,44,1729,4.1,9.2,1.7,3.7,2.4,5.5,0.9,1.2,1.5,4.3,5.8,1.9,1.0,0.2,1.3,3.9,11.6,.449,.453,.447,.582,.741,.596
1805,Paul Silas,1964-65,21,STL,NBA,79,,1243,4.1,10.9,4.1,10.9,,,2.4,4.7,,,16.7,1.4,,,,4.7,10.5,.373,.373,,.373,.506,.406
1806,Paul Silas,1966-67,23,STL,NBA,77,,1570,4.7,11.1,4.7,11.1,,,2.6,4.9,,,15.3,1.7,,,,4.8,12.1,.429,.429,,.429,.531,.458
1807,Paul Silas,1967-68,24,STL,NBA,82,,2652,5.4,11.8,5.4,11.8,,,4.1,5.8,,,13.0,2.2,,,,3.3,14.9,.458,.458,,.458,.705,.519
1808,Paul Silas,1968-69,25,ATL,NBA,79,,1853,4.7,11.2,4.7,11.2,,,4.0,6.5,,,14.5,2.7,,,,3.2,13.3,.419,.419,,.419,.613,.475
1809,Paul Silas,1969-70,26,PHO,NBA,78,,2836,4.7,10.2,4.7,10.2,,,3.2,5.2,,,11.6,2.7,,,,3.4,12.6,.464,.464,,.464,.607,.505
1810,Paul Silas,1970-71,27,PHO,NBA,81,,2944,4.1,9.6,4.1,9.6,,,3.5,5.1,,,12.4,3.0,,,,2.8,11.8,.428,.428,,.428,.685,.494
1811,Paul Silas,1971-72,28,PHO,NBA,80,,3082,5.7,12.0,5.7,12.0,,,5.1,6.5,,,11.2,4.0,,,,2.3,16.4,.470,.470,,.470,.773,.549
1812,Paul Silas,1972-73,29,BOS,NBA,80,,2618,5.5,11.7,5.5,11.7,,,3.7,5.2,,,14.3,3.5,,,,2.7,14.7,.470,.470,,.470,.700,.523
1813,Paul Silas,1973-74,30,BOS,NBA,82,,2599,4.7,10.7,4.7,10.7,,,3.7,4.7,4.6,8.0,12.7,2.6,0.9,0.3,,3.4,13.1,.440,.440,,.440,.783,.513
