
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
7301,Patrick Ewing*,1987-88,25,NYK,NBA,82,82,2546,9.3,16.7,9.3,16.7,0.0,0.0,4.8,6.7,3.5,6.1,9.6,1.8,1.5,3.5,4.1,4.7,23.4,.555,.556,.000,.555,.716,.594
7302,Patrick Ewing*,1995-96,33,NYK,NBA,76,76,2783,8.8,18.8,8.7,18.5,0.1,0.4,4.5,6.0,2.0,8.4,10.4,2.1,0.9,2.4,2.9,3.2,22.1,.466,.472,.143,.467,.761,.516
7303,Patrick Ewing*,1988-89,26,NYK,NBA,80,80,2896,9.0,15.9,9.0,15.9,0.0,0.1,4.5,6.0,2.6,6.6,9.2,2.3,1.5,3.5,3.3,3.9,22.6,.567,.570,.000,.567,.746,.607
7304,Patrick Ewing*,1996-97,34,NYK,NBA,78,78,2887,8.2,16.7,8.1,16.6,0.0,0.1,5.5,7.3,2.2,8.2,10.4,1.9,0.9,2.4,3.4,3.1,21.8,.488,.490,.222,.489,.754,.548
7305,Patrick Ewing*,1989-90,27,NYK,NBA,82,82,3165,10.5,19.0,10.5,19.0,0.0,0.0,5.7,7.4,2.7,7.5,10.2,2.1,0.9,3.7,3.2,3.7,26.7,.551,.552,.250,.551,.775,.599
7306,Patrick Ewing*,1998-99,36,NYK,NBA,38,38,1300,6.8,15.7,6.8,15.7,0.0,0.1,4.5,6.4,2.0,8.4,10.4,1.2,0.8,2.8,2.7,2.9,18.2,.435,.436,.000,.435,.706,.491
7307,Tyreke Evans,2011-12,22,SAC,NBA,63,61,2162,6.8,15.0,6.5,13.3,0.3,1.6,3.3,4.3,1.1,3.7,4.8,4.7,1.4,0.5,2.8,2.3,17.3,.453,.484,.202,.464,.779,.512
7308,Tyreke Evans,2012-13,23,SAC,NBA,65,61,2016,6.5,13.7,5.7,11.3,0.8,2.4,3.7,4.8,1.0,4.1,5.1,4.1,1.6,0.5,2.3,2.4,17.6,.478,.508,.338,.508,.775,.558
7309,Tyreke Evans,2013-14,24,NOP,NBA,72,22,2028,6.9,15.9,6.6,14.2,0.4,1.7,4.2,5.5,1.3,4.7,6.1,6.4,1.5,0.4,3.1,2.8,18.5,.436,.461,.221,.448,.771,.504
7310,Tyreke Evans,2014-15,25,NOP,NBA,79,76,2690,7.0,15.6,6.0,12.6,0.9,3.0,2.7,3.9,1.1,4.5,5.6,7.0,1.3,0.5,3.3,2.6,17.6,.447,.482,.304,.477,.694,.508
7311,Tyreke Evans,2009-10,20,SAC,NBA,72,72,2677,7.2,15.7,6.7,13.8,0.5,1.9,4.7,6.3,0.9,4.2,5.1,5.6,1.5,0.3,2.9,2.7,19.5,.458,.485,.255,.473,.748,.529
7312,Tyreke Evans,2010-11,21,SAC,NBA,57,53,2107,6.5,15.9,5.8,13.4,0.7,2.5,3.5,4.5,0.8,3.9,4.7,5.5,1.5,0.5,3.1,2.4,17.3,.409,.432,.291,.432,.771,.482
7313,Reggie Evans,2003-04,23,SEA,NBA,75,27,1280,1.9,4.6,1.9,4.6,0.0,0.1,2.3,4.2,4.4,7.1,11.5,0.9,1.5,0.3,1.8,5.0,6.1,.406,.414,.000,.406,.561,.471
7314,Reggie Evans,2004-05,24,SEA,NBA,79,79,1881,2.5,5.3,2.5,5.2,0.0,0.0,2.4,4.5,4.9,9.2,14.1,1.1,1.1,0.3,2.0,3.9,7.4,.476,.480,.000,.476,.534,.512
7315,Reggie Evans,2007-08,27,PHI,NBA,81,61,1879,2.9,6.6,2.9,6.6,0.0,0.0,2.3,4.9,4.3,7.4,11.7,1.2,1.6,0.2,2.1,4.1,8.1,.439,.438,1.000,.441,.467,.463
7316,Reggie Evans,2008-09,28,PHI,NBA,79,7,1137,2.5,5.6,2.5,5.6,0.0,0.0,3.3,5.5,4.3,7.2,11.4,0.8,1.3,0.3,2.2,5.1,8.3,.444,.446,.000,.444,.594,.514
