
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
3001,John Paxson,1990-91,30,CHI,NBA,82,82,1971,5.8,10.6,5.0,8.8,0.8,1.8,0.6,0.7,0.3,1.4,1.7,5.4,1.1,0.1,1.3,2.5,13.0,.548,.571,.438,.585,.829,.596
3002,John Paxson,1991-92,31,CHI,NBA,79,79,1946,4.8,9.0,4.5,8.2,0.2,0.8,0.5,0.7,0.4,1.4,1.8,4.5,0.9,0.2,0.8,2.6,10.3,.528,.553,.273,.540,.784,.551
3003,Jim Paxson,1979-80,22,POR,NBA,72,,1270,5.4,13.0,5.3,12.4,0.0,0.6,1.8,2.6,0.7,2.4,3.1,4.1,1.4,0.1,2.6,2.7,12.6,.411,.429,.045,.412,.711,.443
3004,Jim Paxson,1980-81,23,POR,NBA,79,,2701,7.8,14.6,7.8,14.2,0.0,0.4,2.4,3.3,1.0,1.8,2.8,4.0,1.9,0.1,1.7,2.3,18.0,.536,.549,.067,.537,.734,.564
3005,Jim Paxson,1981-82,24,POR,NBA,82,82,2756,8.6,16.4,8.5,16.0,0.1,0.5,2.9,3.7,1.0,1.9,2.9,3.6,1.7,0.2,1.9,2.1,20.3,.526,.535,.229,.529,.767,.561
3006,Jim Paxson,1982-83,25,POR,NBA,81,81,2740,9.0,17.4,8.9,17.1,0.1,0.3,5.1,6.3,0.9,1.4,2.3,3.0,1.8,0.2,2.0,2.1,23.1,.515,.522,.160,.517,.812,.573
3007,Jim Paxson,1983-84,26,POR,NBA,81,81,2686,9.1,17.7,8.9,16.9,0.2,0.8,4.6,5.5,0.9,1.4,2.3,3.4,1.6,0.1,1.9,2.2,23.1,.514,.525,.288,.521,.841,.573
3008,Jim Paxson,1984-85,27,POR,NBA,68,57,2253,8.1,15.8,8.0,15.2,0.1,0.6,3.1,4.0,1.1,2.4,3.5,4.2,1.6,0.1,1.7,1.8,19.5,.514,.529,.154,.517,.790,.555
3009,Jim Paxson,1985-86,28,POR,NBA,75,31,1931,6.9,14.8,6.6,13.6,0.4,1.2,4.0,4.5,0.8,2.0,2.8,5.2,1.8,0.1,2.1,2.9,18.3,.470,.482,.323,.482,.889,.545
3010,Jim Paxson,1986-87,29,POR,NBA,72,1,1798,6.7,14.7,6.2,12.7,0.5,2.0,3.5,4.3,0.8,2.0,2.8,4.7,1.5,0.2,2.2,2.7,17.5,.460,.490,.265,.477,.806,.528
3011,Jim Paxson,1989-90,32,BOS,NBA,72,25,1283,5.4,11.8,5.2,11.3,0.1,0.6,2.0,2.5,0.7,1.5,2.2,3.8,0.9,0.1,1.5,3.2,12.9,.453,.463,.250,.459,.811,.498
3012,Jim Paxson,1956-57,24,MNL,NBA,71,,1274,3.9,13.7,3.9,13.7,,,4.8,6.7,,,7.5,2.4,,,,4.6,12.6,.285,.285,,.285,.720,.379
3013,Jim Paxson,1957-58,25,CIN,NBA,67,,1795,4.5,12.8,4.5,12.8,,,4.2,5.7,,,7.0,2.8,,,,3.7,13.2,.352,.352,,.352,.733,.431
3014,Sasha Pavlovic,2003-04,20,UTA,NBA,79,14,1144,4.7,11.8,4.1,9.6,0.6,2.2,2.0,2.6,1.4,3.6,5.0,1.9,1.3,0.5,2.1,5.9,12.0,.396,.425,.271,.422,.774,.463
3015,Sasha Pavlovic,2009-10,26,MIN,NBA,71,0,877,4.5,12.3,3.0,7.5,1.4,4.8,0.4,1.1,0.5,4.3,4.8,2.4,0.9,0.2,2.2,3.4,10.8,.363,.407,.297,.422,.385,.422
3016,Billy Paultz,1976-77,28,SAS,NBA,82,,2694,7.0,14.7,7.0,14.7,,,3.2,4.3,2.6,6.6,9.2,3.0,0.7,2.3,,3.5,17.1,.473,.473,,.473,.744,.515
3017,Billy Paultz,1977-78,29,SAS,NBA,80,,2479,7.5,14.2,7.5,14.2,,,3.3,4.4,2.5,7.3,9.8,3.1,0.6,2.8,2.4,3.2,18.4,.529,.529,,.529,.752,.568
3018,Billy Paultz,1978-79,30,SAS,NBA,79,,2122,6.8,12.9,6.8,12.9,,,1.9,3.3,2.9,7.7,10.6,3.0,0.6,2.1,2.7,3.5,15.5,.526,.526,,.526,.588,.541
3019,Billy Paultz,1979-80,31,TOT,NBA,84,,2193,5.4,11.0,5.4,11.0,0.0,0.0,1.8,3.0,3.1,6.5,9.6,3.1,1.1,1.4,1.9,3.5,12.5,.486,.487,.000,.486,.599,.507
3020,Billy Paultz,1980-81,32,HOU,NBA,81,,1659,5.7,11.2,5.7,11.2,0.0,0.1,1.6,3.3,2.4,6.1,8.5,2.3,0.6,1.6,1.9,3.9,13.0,.507,.510,.000,.507,.490,.513
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
3021,Chris Paul,2005-06,20,NOK,NBA,78,78,2808,5.2,12.1,4.6,9.9,0.6,2.3,5.1,6.0,0.8,4.3,5.1,7.8,2.2,0.1,2.3,2.8,16.1,.430,.464,.282,.456,.847,.546
3022,Chris Paul,2006-07,21,NOK,NBA,64,64,2353,5.8,13.3,5.1,11.1,0.8,2.2,4.5,5.5,0.8,3.5,4.3,8.7,1.8,0.0,2.5,2.4,16.9,.437,.455,.350,.466,.818,.537
3023,Chris Paul,2007-08,22,NOH,NBA,80,80,3006,7.5,15.5,6.4,12.5,1.1,3.0,4.0,4.7,0.7,3.1,3.8,11.1,2.6,0.0,2.4,2.2,20.2,.488,.516,.369,.524,.851,.576
3024,Chris Paul,2008-09,23,NOH,NBA,78,78,3002,7.6,15.0,6.8,12.9,0.8,2.1,5.5,6.3,0.8,4.4,5.2,10.3,2.6,0.1,2.8,2.5,21.4,.503,.525,.364,.528,.868,.599
3025,Chris Paul,2010-11,25,NOH,NBA,80,80,2880,5.4,11.6,4.5,9.3,0.9,2.3,4.2,4.8,0.5,3.6,4.1,9.8,2.3,0.1,2.2,2.4,15.8,.463,.482,.388,.502,.878,.578
3026,Chris Paul,2011-12,26,LAC,NBA,60,60,2181,7.0,14.7,5.7,11.2,1.3,3.5,4.3,5.0,0.7,2.8,3.5,9.0,2.5,0.1,2.0,2.3,19.6,.478,.511,.371,.522,.861,.581
3027,Chris Paul,2012-13,27,LAC,NBA,70,70,2335,6.4,13.2,5.2,9.6,1.2,3.6,4.4,5.0,0.8,3.2,4.0,10.5,2.6,0.2,2.5,2.2,18.3,.481,.538,.328,.526,.885,.594
3028,Chris Paul,2013-14,28,LAC,NBA,62,62,2171,6.7,14.4,5.4,10.9,1.3,3.5,4.9,5.7,0.6,3.8,4.4,11.0,2.6,0.1,2.4,2.6,19.6,.467,.498,.368,.511,.855,.580
3029,Chris Paul,2014-15,29,LAC,NBA,82,82,2857,7.2,14.7,5.4,10.3,1.8,4.4,3.6,4.0,0.7,4.1,4.7,10.6,2.0,0.2,2.4,2.6,19.7,.485,.523,.398,.545,.900,.596
3030,Chris Paul,2015-16,30,LAC,NBA,74,74,2420,7.7,16.6,5.8,11.7,1.8,4.9,4.4,4.9,0.6,4.0,4.6,11.0,2.3,0.2,2.9,2.8,21.5,.462,.501,.371,.517,.896,.575
3031,Steve Patterson,1973-74,25,CLE,NBA,76,,1910,4.9,11.3,4.9,11.3,,,1.3,2.1,4.2,7.5,11.7,3.1,0.9,1.1,,3.6,11.2,.437,.437,,.437,.616,.457
3032,Steve Patterson,1974-75,26,CLE,NBA,81,,1269,4.6,11.0,4.6,11.0,,,1.4,2.1,3.2,6.2,9.3,2.6,0.6,0.6,,3.6,10.5,.416,.416,,.416,.658,.441
3033,Ruben Patterson,1999-00,24,SEA,NBA,81,74,2097,6.1,11.3,5.9,10.9,0.2,0.5,3.8,5.5,3.7,3.7,7.5,2.2,1.6,0.7,2.5,3.3,16.2,.536,.539,.444,.545,.692,.587
3034,Ruben Patterson,2000-01,25,SEA,NBA,76,22,2059,6.5,13.1,6.4,12.5,0.0,0.6,4.3,6.3,3.2,3.5,6.7,2.8,1.8,0.8,2.7,3.1,17.3,.494,.516,.056,.495,.681,.544
3035,Ruben Patterson,2001-02,26,POR,NBA,75,13,1765,6.5,12.6,6.3,11.9,0.2,0.7,3.9,5.6,3.2,2.9,6.1,2.2,1.6,0.8,2.3,2.9,17.1,.515,.532,.250,.523,.701,.567
3036,Ruben Patterson,2002-03,27,POR,NBA,78,17,1655,5.5,11.2,5.5,10.8,0.1,0.4,3.0,4.8,2.6,3.1,5.7,2.2,1.6,0.6,2.5,3.5,14.1,.492,.506,.150,.495,.627,.530
3037,Ruben Patterson,2003-04,28,POR,NBA,73,1,1651,4.4,8.6,4.3,8.4,0.0,0.3,2.3,4.1,2.8,3.0,5.8,3.0,1.8,0.5,2.3,3.3,11.1,.506,.517,.167,.509,.553,.530
