
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2401,Alvin Robertson,1985-86,23,SAS,NBA,82,82,2878,7.0,13.7,6.9,13.3,0.1,0.4,3.3,4.1,2.3,4.2,6.5,5.6,3.8,0.5,3.2,3.7,17.4,.514,.521,.276,.518,.795,.563
2402,Alvin Robertson,1986-87,24,SAS,NBA,81,78,2697,7.9,16.9,7.7,16.2,0.2,0.6,3.3,4.3,2.5,3.2,5.7,5.6,3.5,0.5,3.2,3.5,19.2,.466,.474,.271,.471,.753,.510
2403,Alvin Robertson,1987-88,25,SAS,NBA,82,82,2978,7.9,17.0,7.6,15.9,0.3,1.1,3.3,4.4,2.0,4.0,6.0,6.7,2.9,0.8,3.0,3.6,19.5,.465,.478,.284,.475,.748,.513
2404,Alvin Robertson,1988-89,26,SAS,NBA,65,65,2287,7.3,15.1,7.2,14.4,0.1,0.7,2.9,4.0,2.5,3.6,6.0,6.2,3.1,0.6,3.6,4.1,17.7,.483,.497,.200,.488,.723,.523
2405,Alvin Robertson,1989-90,27,MIL,NBA,81,81,2599,6.6,13.1,6.5,12.7,0.1,0.4,2.7,3.7,3.2,4.6,7.7,6.2,2.9,0.2,3.0,3.9,16.0,.503,.513,.154,.505,.741,.542
2406,Alvin Robertson,1990-91,28,MIL,NBA,81,81,2598,6.1,12.5,5.8,11.7,0.3,0.9,2.8,3.6,2.6,3.7,6.4,6.2,3.4,0.2,2.9,3.8,15.2,.485,.493,.365,.497,.757,.538
2407,Alvin Robertson,1991-92,29,MIL,NBA,82,79,2463,5.8,13.5,4.8,10.4,1.0,3.1,2.2,2.9,2.6,2.6,5.1,5.3,3.1,0.5,3.3,3.8,14.8,.430,.462,.319,.466,.763,.500
2408,Alvin Robertson,1992-93,30,TOT,NBA,69,54,2006,4.4,9.7,3.7,7.5,0.7,2.2,1.5,2.3,1.9,2.9,4.8,4.7,2.8,0.3,2.4,3.9,11.1,.458,.496,.328,.495,.656,.519
2409,Alvin Robertson,1995-96,33,TOR,NBA,77,69,2478,4.1,8.8,3.5,6.6,0.6,2.2,1.6,2.3,1.6,3.4,5.0,4.7,2.4,0.5,2.7,3.9,10.4,.470,.535,.272,.503,.677,.531
