
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
601,Chris Webber,1994-95,21,WSB,NBA,54,52,2067,8.1,16.3,7.4,13.8,0.7,2.5,2.0,4.1,3.5,5.5,9.0,4.5,1.4,1.5,2.9,3.2,18.9,.495,.535,.276,.516,.502,.521
602,Chris Webber,1996-97,23,WSB,NBA,72,72,2806,7.7,15.0,7.0,13.0,0.8,1.9,2.3,4.0,3.1,6.5,9.5,4.2,1.6,1.8,3.0,3.3,18.5,.518,.535,.397,.543,.565,.554
603,Chris Webber,1997-98,24,WAS,NBA,71,71,2809,8.3,17.2,7.5,14.6,0.8,2.6,2.5,4.3,2.3,6.4,8.6,3.5,1.4,1.6,2.4,3.4,19.9,.482,.512,.317,.507,.589,.523
604,Chris Webber,1998-99,25,SAC,NBA,42,42,1719,7.9,16.3,7.8,15.6,0.1,0.7,1.7,3.6,3.1,8.3,11.4,3.6,1.3,1.9,3.1,3.0,17.6,.486,.503,.118,.488,.454,.491
605,Chris Webber,1999-00,26,SAC,NBA,75,75,2880,9.3,19.4,9.0,18.2,0.3,1.2,3.9,5.2,2.4,7.5,9.8,4.3,1.5,1.6,2.7,3.3,22.9,.483,.496,.284,.492,.751,.530
606,Chris Webber,2000-01,27,SAC,NBA,70,70,2836,10.0,20.8,10.0,20.4,0.0,0.4,4.1,5.9,2.3,7.6,9.9,3.7,1.2,1.5,2.5,2.9,24.1,.481,.488,.071,.481,.703,.516
607,Chris Webber,2001-02,28,SAC,NBA,54,54,2071,9.2,18.7,9.2,18.4,0.1,0.3,4.4,5.9,2.6,6.9,9.5,4.5,1.6,1.3,2.7,3.1,23.0,.495,.499,.263,.497,.749,.540
608,Chris Webber,2002-03,29,SAC,NBA,67,67,2622,9.1,19.7,9.0,19.4,0.1,0.3,3.0,4.9,2.2,7.5,9.7,5.0,1.5,1.2,3.0,2.8,21.2,.461,.465,.238,.463,.607,.485
609,Chris Webber,2004-05,31,TOT,NBA,67,67,2370,8.4,19.5,8.2,18.8,0.2,0.7,2.7,3.5,2.0,7.3,9.3,4.8,1.4,0.8,2.8,3.3,19.8,.433,.436,.341,.438,.794,.472
610,Chris Webber,2005-06,32,PHI,NBA,75,75,2893,7.7,17.7,7.4,16.7,0.3,1.0,3.3,4.3,2.3,6.9,9.2,3.2,1.3,0.8,2.3,2.7,18.9,.434,.443,.273,.441,.756,.482
611,Spud Webb,1985-86,22,ATL,NBA,79,8,1229,5.8,12.1,5.8,11.7,0.1,0.3,6.3,8.1,0.8,2.8,3.6,9.9,2.4,0.1,4.7,4.8,18.0,.483,.491,.182,.485,.785,.578
612,Spud Webb,1987-88,24,ATL,NBA,82,1,1347,5.1,10.7,5.1,10.2,0.0,0.5,2.9,3.5,0.4,3.5,3.9,9.0,1.7,0.3,3.5,3.3,13.1,.475,.496,.053,.476,.817,.533
613,Spud Webb,1988-89,25,ATL,NBA,81,6,1219,3.9,8.6,3.9,7.9,0.0,0.6,1.5,1.8,0.6,3.0,3.6,8.4,2.1,0.2,2.5,3.1,9.4,.459,.493,.045,.460,.867,.504
614,Spud Webb,1989-90,26,ATL,NBA,82,46,2184,4.8,10.2,4.8,9.8,0.0,0.3,2.7,3.1,0.6,2.7,3.3,7.9,1.7,0.2,2.3,3.0,12.4,.477,.491,.053,.478,.871,.538
615,Spud Webb,1990-91,27,ATL,NBA,75,64,2197,5.9,13.2,5.0,10.4,0.9,2.8,3.8,4.4,0.7,2.2,2.9,6.8,1.9,0.1,2.4,2.9,16.4,.447,.480,.321,.481,.868,.545
616,Spud Webb,1991-92,28,SAC,NBA,77,77,2724,5.9,13.3,5.0,10.7,1.0,2.6,3.5,4.0,0.4,2.6,2.9,7.2,1.7,0.3,3.0,2.6,16.3,.445,.465,.367,.482,.859,.540
617,Spud Webb,1992-93,29,SAC,NBA,69,68,2335,5.3,12.2,4.7,10.1,0.6,2.1,4.3,5.1,0.7,2.3,3.0,7.4,1.6,0.1,3.0,2.7,15.4,.433,.466,.274,.457,.851,.536
618,Spud Webb,1993-94,30,SAC,NBA,79,62,2567,5.2,11.4,4.5,9.1,0.8,2.3,2.9,3.5,0.6,2.5,3.1,7.4,1.3,0.3,2.4,2.6,14.1,.460,.492,.335,.494,.813,.546
619,Spud Webb,1994-95,31,SAC,NBA,76,76,2458,4.4,10.1,3.7,8.0,0.7,2.1,3.3,3.5,0.4,2.1,2.5,6.9,1.1,0.1,2.7,2.2,12.9,.438,.467,.331,.473,.934,.552
620,Spud Webb,1995-96,32,TOT,NBA,77,21,1462,4.6,10.6,3.4,7.4,1.2,3.2,3.1,3.6,0.6,1.8,2.5,7.2,1.3,0.2,2.7,2.7,13.4,.433,.462,.364,.487,.862,.551
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
621,Nick Weatherspoon,1974-75,24,WSB,NBA,82,,1347,6.8,15.0,6.8,15.0,,,2.8,3.7,3.5,5.7,9.2,1.4,1.7,0.6,,5.7,16.4,.456,.456,,.456,.746,.494
622,Nick Weatherspoon,1978-79,28,SDC,NBA,82,,2642,6.5,13.6,6.5,13.6,,,2.4,3.2,2.4,3.7,6.2,1.8,1.1,0.5,2.5,3.9,15.5,.480,.480,,.480,.739,.514
623,Clarence Weatherspoon,1992-93,22,PHI,NBA,82,82,2654,6.7,14.3,6.7,14.2,0.0,0.1,3.9,5.5,2.4,5.6,8.0,2.0,1.2,0.9,2.4,2.6,17.4,.469,.470,.250,.470,.713,.519
624,Clarence Weatherspoon,1993-94,23,PHI,NBA,82,82,3147,6.9,14.3,6.8,14.1,0.0,0.2,3.4,4.9,2.9,6.6,9.5,2.2,1.1,1.3,2.2,1.7,17.2,.483,.487,.235,.485,.693,.525
625,Clarence Weatherspoon,1994-95,24,PHI,NBA,76,76,2991,6.5,14.9,6.5,14.6,0.0,0.3,3.4,4.5,1.7,4.6,6.3,2.6,1.4,0.8,2.3,2.3,16.5,.439,.443,.190,.440,.751,.489
626,Clarence Weatherspoon,1995-96,25,PHI,NBA,78,75,3096,5.7,11.8,5.7,11.8,0.0,0.0,3.7,5.0,2.8,6.0,8.8,1.8,1.3,1.3,2.1,2.5,15.1,.484,.485,.000,.484,.746,.541
627,Clarence Weatherspoon,1996-97,26,PHI,NBA,82,82,2949,4.9,9.9,4.8,9.8,0.0,0.1,2.5,3.4,2.7,5.6,8.3,1.7,0.9,1.0,1.7,2.3,12.2,.491,.493,.167,.491,.738,.537
628,Clarence Weatherspoon,1997-98,27,TOT,NBA,79,49,2325,4.1,9.4,4.1,9.4,0.0,0.0,3.1,4.3,3.1,6.1,9.2,1.4,1.3,1.1,1.8,3.0,11.4,.441,.441,,.441,.722,.504
