
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2501,Micheal Ray Richardson,1978-79,23,NYK,NBA,72,,1218,5.9,14.3,5.9,14.3,,,2.0,3.8,2.3,4.6,6.9,6.3,3.0,0.5,4.2,5.6,13.9,.414,.414,,.414,.539,.435
2502,Micheal Ray Richardson,1979-80,24,NYK,NBA,82,,3060,5.9,12.5,5.6,11.2,0.3,1.3,2.6,4.0,1.8,4.6,6.3,9.8,3.1,0.4,4.2,3.1,14.8,.472,.498,.245,.485,.660,.517
2503,Micheal Ray Richardson,1980-81,25,NYK,NBA,79,,3175,5.9,12.7,5.7,11.5,0.3,1.2,2.5,3.8,2.0,4.2,6.2,7.1,2.6,0.4,3.4,2.9,14.7,.469,.493,.225,.479,.663,.511
2504,Micheal Ray Richardson,1981-82,26,NYK,NBA,82,79,3044,7.3,15.9,7.1,14.7,0.2,1.2,2.5,3.6,2.1,4.6,6.7,6.8,2.5,0.5,3.4,3.7,17.4,.461,.483,.188,.468,.700,.498
2505,Micheal Ray Richardson,1982-83,27,TOT,NBA,64,51,2076,6.0,14.1,5.9,13.2,0.1,0.9,1.8,2.8,2.0,3.2,5.1,7.5,3.2,0.4,4.2,4.2,14.0,.425,.442,.157,.429,.650,.454
2506,Micheal Ray Richardson,1984-85,29,NJN,NBA,82,82,3127,7.9,16.9,7.6,15.6,0.3,1.3,2.8,3.6,1.8,3.5,5.3,7.7,2.8,0.3,2.9,3.2,19.0,.469,.488,.252,.479,.767,.513
2507,Jason Richardson,2001-02,21,GSW,NBA,80,75,2629,6.4,14.9,5.2,11.6,1.1,3.4,1.9,2.9,1.7,3.0,4.7,3.2,1.5,0.4,2.2,2.7,15.8,.426,.453,.333,.463,.671,.487
2508,Jason Richardson,2002-03,22,GSW,NBA,82,82,2698,6.4,15.5,4.7,11.0,1.6,4.5,2.8,3.6,1.5,3.6,5.0,3.3,1.2,0.3,2.4,2.7,17.1,.410,.427,.368,.463,.764,.501
2509,Jason Richardson,2003-04,23,GSW,NBA,78,78,2936,6.9,15.7,6.0,12.4,0.9,3.3,3.2,4.6,1.5,4.9,6.4,2.8,1.1,0.5,2.4,2.2,17.9,.438,.481,.282,.468,.684,.504
2510,Jason Richardson,2004-05,24,GSW,NBA,72,72,2724,8.1,18.1,6.4,13.2,1.7,4.9,2.8,4.1,1.7,4.0,5.6,3.7,1.4,0.4,2.2,2.1,20.6,.446,.486,.338,.492,.693,.518
2511,Jason Richardson,2005-06,25,GSW,NBA,75,75,2877,8.0,18.0,5.7,12.0,2.3,6.0,3.5,5.1,1.3,4.2,5.5,2.9,1.2,0.5,2.1,2.6,21.8,.446,.477,.384,.509,.673,.538
2512,Jason Richardson,2007-08,27,CHA,NBA,82,82,3149,7.4,16.8,4.6,9.9,2.8,6.8,2.8,3.8,0.9,4.1,5.0,2.9,1.3,0.7,1.9,2.8,20.4,.441,.466,.406,.524,.752,.554
2513,Jason Richardson,2008-09,28,TOT,NBA,72,71,2410,6.9,14.5,5.0,9.7,1.9,4.9,2.3,3.0,1.2,3.6,4.8,2.2,1.1,0.4,1.4,2.2,18.1,.477,.518,.397,.544,.769,.571
2514,Jason Richardson,2009-10,29,PHO,NBA,79,76,2485,6.9,14.5,4.6,8.7,2.3,5.8,2.0,2.7,1.2,4.7,5.9,2.1,1.0,0.5,1.3,2.4,17.9,.474,.528,.393,.553,.739,.574
2515,Jason Richardson,2010-11,30,TOT,NBA,80,80,2715,6.3,14.0,3.8,7.7,2.5,6.4,1.5,2.1,0.9,3.5,4.4,1.9,1.2,0.2,1.3,2.1,16.6,.447,.490,.395,.536,.730,.555
2516,Clint Richardson,1980-81,24,PHI,NBA,77,,1313,6.2,12.7,6.2,12.7,0.0,0.0,2.3,3.0,2.3,2.5,4.8,4.2,1.0,0.3,3.0,2.8,14.8,.489,.490,.000,.489,.778,.526
2517,Clint Richardson,1981-82,25,PHI,NBA,77,0,1040,4.8,10.7,4.8,10.7,0.1,0.1,2.4,3.0,1.9,2.2,4.1,3.8,1.2,0.3,2.7,3.8,12.2,.452,.448,1.000,.455,.784,.503
2518,Clint Richardson,1982-83,26,PHI,NBA,77,1,1755,5.3,11.5,5.3,11.3,0.0,0.1,1.5,2.3,2.0,3.1,5.1,3.4,1.5,0.4,2.0,3.4,12.1,.463,.468,.000,.463,.640,.485
2519,Clint Richardson,1984-85,28,PHI,NBA,74,20,1531,4.3,9.5,4.3,9.4,0.0,0.1,1.8,2.1,1.4,2.2,3.6,3.7,0.9,0.4,1.8,3.4,10.4,.453,.454,.333,.454,.854,.500
2520,Clint Richardson,1985-86,29,IND,NBA,82,61,2224,5.4,11.9,5.4,11.8,0.0,0.1,2.0,2.4,1.1,2.9,4.1,6.0,0.9,0.1,2.2,2.5,12.9,.455,.459,.111,.456,.837,.496
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2521,Clint Richardson,1986-87,30,IND,NBA,78,14,1396,5.6,12.0,5.5,11.6,0.2,0.4,1.5,1.9,1.3,2.4,3.7,6.2,1.3,0.2,2.2,2.7,12.9,.467,.471,.353,.473,.797,.501
2522,Glen Rice,1989-90,22,MIA,NBA,77,60,2311,7.3,16.7,7.1,15.6,0.3,1.1,1.4,1.9,1.6,3.9,5.5,2.1,1.0,0.4,1.8,3.1,16.3,.439,.452,.246,.447,.734,.466
2523,Glen Rice,1990-91,23,MIA,NBA,77,77,2646,7.5,16.2,6.5,13.7,1.0,2.5,2.3,2.8,1.2,4.0,5.2,2.6,1.4,0.4,2.3,2.9,18.3,.461,.475,.386,.491,.818,.522
2524,Glen Rice,1991-92,24,MIA,NBA,79,79,3007,8.0,17.1,6.2,12.4,1.9,4.7,3.2,3.8,1.0,3.7,4.7,2.2,1.1,0.4,1.7,2.0,21.1,.469,.499,.391,.523,.836,.561
2525,Glen Rice,1992-93,25,MIA,NBA,82,82,3082,6.8,15.5,5.1,11.0,1.7,4.5,2.8,3.4,1.1,3.9,5.0,2.1,1.1,0.3,1.8,2.3,18.2,.440,.463,.383,.495,.820,.534
2526,Glen Rice,1993-94,26,MIA,NBA,81,81,2999,8.0,17.1,6.4,12.9,1.6,4.2,3.0,3.4,0.9,4.3,5.2,2.2,1.3,0.4,1.6,2.2,20.5,.467,.494,.382,.513,.880,.552
2527,Glen Rice,1994-95,27,MIA,NBA,82,82,3014,8.0,16.8,5.8,11.4,2.2,5.4,3.7,4.4,1.2,3.3,4.5,2.3,1.3,0.2,1.8,2.4,21.9,.475,.506,.410,.541,.855,.586
2528,Glen Rice,1995-96,28,CHH,NBA,79,79,3142,7.0,14.8,5.0,10.2,2.0,4.6,3.7,4.4,1.0,3.3,4.3,2.7,1.0,0.2,1.9,2.5,19.6,.471,.492,.424,.537,.837,.584
2529,Glen Rice,1996-97,29,CHH,NBA,79,78,3362,7.7,16.2,5.5,11.5,2.2,4.7,5.0,5.7,0.7,2.7,3.4,1.7,0.8,0.3,1.9,2.0,22.6,.477,.480,.470,.546,.867,.605
2530,Glen Rice,1997-98,30,CHH,NBA,82,82,3295,6.9,15.1,5.5,11.9,1.4,3.3,4.7,5.5,1.0,2.9,3.9,2.0,0.8,0.2,2.0,2.2,20.0,.457,.464,.433,.504,.849,.568
2531,Glen Rice,1999-00,32,LAL,NBA,80,80,2530,6.0,13.9,4.8,10.7,1.2,3.3,4.9,5.6,0.8,3.9,4.7,2.5,0.7,0.2,1.6,2.5,18.1,.430,.449,.367,.472,.874,.551
2532,Glen Rice,2000-01,33,NYK,NBA,75,25,2212,5.4,12.2,4.1,8.8,1.3,3.4,2.5,3.0,1.0,4.0,5.0,1.4,0.7,0.2,1.6,2.9,14.6,.440,.460,.389,.495,.852,.540
2533,Gene Rhodes,1952-53,25,INO,NBA,65,,1162,3.4,10.6,3.4,10.6,,,3.7,5.2,,,3.0,2.8,,,,2.4,10.4,.319,.319,,.319,.704,.405
2534,Jerry Reynolds,1990-91,28,ORL,NBA,80,9,1843,6.7,15.5,6.5,14.8,0.2,0.7,6.6,8.2,1.7,4.1,5.8,4.0,1.9,1.1,3.4,2.4,20.2,.434,.440,.294,.440,.802,.529
