
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
8201,Dave Corzine,1980-81,24,SAS,NBA,82,,1960,6.7,13.7,6.7,13.7,0.0,0.1,2.3,3.2,4.2,7.5,11.7,2.1,0.8,1.8,2.4,3.9,15.7,.490,.492,.000,.490,.714,.520
8202,Dave Corzine,1981-82,25,SAS,NBA,82,21,2189,5.5,10.7,5.5,10.6,0.0,0.1,2.6,3.5,3.5,6.9,10.3,2.1,0.5,2.1,2.3,3.9,13.7,.519,.520,.250,.519,.746,.561
8203,Dave Corzine,1982-83,26,CHI,NBA,82,71,2496,6.6,13.3,6.6,13.2,0.0,0.0,3.3,4.6,3.5,6.8,10.3,2.2,0.7,1.6,3.3,3.5,16.5,.497,.498,.000,.497,.720,.540
8204,Dave Corzine,1983-84,27,CHI,NBA,82,82,2674,5.2,11.1,5.1,11.0,0.0,0.1,3.1,3.7,2.3,5.5,7.7,2.7,0.8,1.6,2.4,3.1,13.5,.467,.469,.333,.469,.840,.531
8205,Dave Corzine,1984-85,28,CHI,NBA,82,50,2062,4.8,9.9,4.8,9.9,0.0,0.0,2.6,3.5,2.3,5.1,7.4,2.4,0.6,1.1,2.2,3.3,12.2,.486,.487,.000,.486,.745,.534
8206,Dave Corzine,1986-87,30,CHI,NBA,82,39,2287,4.6,9.7,4.6,9.7,0.0,0.1,1.5,2.0,3.1,5.4,8.5,3.3,0.6,1.4,1.8,3.2,10.8,.475,.479,.000,.475,.736,.505
8207,Tyrone Corbin,1990-91,28,MIN,NBA,82,82,3196,6.6,14.8,6.6,14.7,0.0,0.1,3.3,4.2,2.1,4.6,6.6,3.9,1.8,0.6,2.4,2.9,16.6,.448,.450,.200,.449,.798,.499
8208,Tyrone Corbin,1998-99,36,ATL,NBA,47,6,1066,4.4,11.3,3.1,7.3,1.3,4.0,1.8,2.7,1.2,3.6,4.9,1.5,1.0,0.2,1.5,2.5,11.9,.391,.431,.319,.448,.650,.475
8209,Tyrone Corbin,1991-92,29,TOT,NBA,80,9,2207,4.9,10.3,4.9,10.2,0.0,0.1,2.8,3.3,2.7,5.0,7.7,2.3,1.3,0.3,1.6,3.1,12.7,.481,.484,.000,.481,.866,.543
8210,Tyrone Corbin,1992-93,30,UTA,NBA,82,58,2555,5.4,10.8,5.4,10.7,0.0,0.1,2.5,3.1,2.7,4.6,7.3,2.4,1.5,0.5,1.5,3.6,13.4,.503,.506,.000,.503,.826,.551
8211,Tyrone Corbin,1993-94,31,UTA,NBA,82,17,2149,4.5,9.9,4.4,9.4,0.1,0.5,2.0,2.4,2.5,4.0,6.5,2.0,1.7,0.4,1.5,3.6,11.0,.456,.469,.207,.461,.813,.506
