
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
8801,Walt Budko,1951-52,26,PHW,NBA,63,,1126,3.1,7.7,3.1,7.7,,,1.9,2.8,,,7.4,2.9,,,,6.3,8.1,.404,.404,,.404,.674,.455
8802,Chase Budinger,2009-10,21,HOU,NBA,74,4,1488,6.0,13.7,3.8,7.6,2.2,6.0,1.6,2.1,0.9,4.4,5.3,2.1,0.8,0.3,1.2,2.1,15.9,.441,.497,.369,.522,.770,.545
8803,Chase Budinger,2010-11,22,HOU,NBA,78,22,1738,5.8,13.6,3.9,7.9,1.8,5.7,2.4,2.9,1.1,4.7,5.8,2.6,0.8,0.4,1.4,2.4,15.8,.425,.497,.325,.493,.855,.534
8804,Chase Budinger,2011-12,23,HOU,NBA,58,9,1298,5.8,13.1,3.3,7.0,2.4,6.1,1.5,1.9,1.1,5.0,6.0,2.1,0.8,0.2,1.5,1.8,15.5,.442,.476,.402,.535,.771,.556
8805,Chase Budinger,2014-15,26,MIN,NBA,67,4,1286,4.7,10.9,3.3,6.9,1.5,4.0,1.9,2.3,0.9,4.6,5.5,1.8,1.2,0.3,1.4,2.0,12.8,.433,.474,.364,.500,.827,.537
8806,Chase Budinger,2015-16,27,TOT,NBA,66,2,929,4.0,9.3,3.1,5.9,0.9,3.3,1.5,2.2,1.7,4.1,5.8,2.5,1.2,0.4,1.7,2.4,10.5,.435,.523,.279,.485,.696,.514
8807,Dave Budd,1963-64,25,NYK,NBA,73,,1031,4.5,10.4,4.5,10.4,,,2.9,4.0,,,9.6,2.0,,,,4.5,11.9,.431,.431,,.431,.730,.489
8808,Dave Budd,1960-61,22,NYK,NBA,61,,1075,5.2,12.1,5.2,12.1,,,2.9,4.5,,,9.9,1.5,,,,5.7,13.4,.432,.432,,.432,.649,.475
8809,Dave Budd,1961-62,23,NYK,NBA,79,,1370,4.9,11.3,4.9,11.3,,,3.6,6.1,,,9.1,2.3,,,,4.3,13.5,.436,.436,,.436,.597,.483
