
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1501,Dave Stallworth,1970-71,29,NYK,NBA,81,,1565,6.8,15.8,6.8,15.8,,,3.9,5.3,,,8.1,2.4,,,,4.0,17.5,.431,.431,,.431,.735,.483
1502,Dave Stallworth,1971-72,30,TOT,NBA,78,,2040,5.9,13.7,5.9,13.7,,,2.7,3.3,,,7.6,2.8,,,,3.8,14.5,.432,.432,,.432,.809,.479
1503,Dave Stallworth,1972-73,31,BAL,NBA,73,,1217,5.3,12.9,5.3,12.9,,,2.3,3.0,,,7.0,3.3,,,,4.1,13.0,.414,.414,,.414,.772,.457
1504,Bud Stallworth,1972-73,23,SEA,NBA,77,,1225,5.8,15.3,5.8,15.3,,,2.5,3.4,,,6.6,1.7,,,,4.1,14.2,.379,.379,,.379,.754,.421
1505,Bud Stallworth,1974-75,25,NOJ,NBA,73,,1668,6.4,15.3,6.4,15.3,,,2.7,3.9,1.7,3.6,5.3,1.0,1.3,0.2,,4.5,15.6,.420,.420,,.420,.687,.456
1506,Kevin Stacom,1975-76,24,BOS,NBA,77,,1114,5.5,12.5,5.5,12.5,,,2.2,2.9,2.0,3.2,5.2,4.1,0.7,0.2,,3.8,13.2,.439,.439,,.439,.747,.478
1507,Kevin Stacom,1976-77,25,BOS,NBA,79,,1051,6.1,15.0,6.1,15.0,,,1.6,2.0,1.4,2.0,3.3,4.0,0.7,0.1,,2.2,13.8,.409,.409,,.409,.793,.436
1508,Jerry Stackhouse,1995-96,21,PHI,NBA,72,71,2701,6.0,14.5,4.8,10.6,1.2,3.9,5.2,6.9,1.2,2.3,3.5,3.7,1.0,1.1,3.4,2.4,18.4,.414,.449,.318,.457,.747,.525
1509,Jerry Stackhouse,1996-97,22,PHI,NBA,81,81,3166,6.1,14.9,4.9,11.0,1.2,3.9,5.8,7.6,1.8,2.1,3.8,2.9,1.1,0.7,3.6,2.5,19.1,.407,.446,.298,.446,.766,.524
