
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1901,Chuck Share,1953-54,26,TOT,NBA,68,,1576,4.3,11.3,4.3,11.3,,,4.3,6.3,,,12.7,1.8,,,,4.8,12.9,.381,.381,,.381,.684,.459
1902,Chuck Share,1954-55,27,MLH,NBA,69,,1685,5.0,12.3,5.0,12.3,,,7.5,10.5,,,14.6,1.8,,,,5.8,17.5,.407,.407,,.407,.713,.517
1903,Chuck Share,1955-56,28,STL,NBA,72,,1975,5.7,13.4,5.7,13.4,,,6.3,9.1,,,14.1,2.4,,,,5.8,17.8,.430,.430,,.430,.695,.513
1904,Chuck Share,1956-57,29,STL,NBA,72,,1673,5.1,11.5,5.1,11.5,,,5.8,8.5,,,13.8,1.7,,,,5.8,15.9,.439,.439,,.439,.684,.522
1905,Chuck Share,1957-58,30,STL,NBA,72,,1824,4.3,10.8,4.3,10.8,,,3.7,5.8,,,14.8,2.6,,,,5.5,12.3,.396,.396,,.396,.648,.461
1906,Chuck Share,1958-59,31,STL,NBA,72,,1713,3.1,8.0,3.1,8.0,,,2.9,3.9,,,13.8,2.2,,,,5.5,9.1,.386,.386,,.386,.755,.469
1907,Lee Shaffer,1961-62,22,SYR,NBA,75,,2083,8.9,20.4,8.9,20.4,,,4.1,5.4,,,8.8,1.7,,,,4.6,21.9,.436,.436,,.436,.771,.481
1908,Lee Shaffer,1962-63,23,SYR,NBA,80,,2392,9.0,21.0,9.0,21.0,,,4.4,5.6,,,7.9,1.5,,,,3.7,22.4,.429,.429,,.429,.784,.478
1909,Charles Shackleford,1989-90,23,NJN,NBA,70,37,1557,5.7,12.4,5.7,12.3,0.0,0.0,1.8,2.7,4.2,6.9,11.1,1.3,0.9,0.8,2.7,4.2,13.2,.462,.463,.000,.462,.687,.489
1910,Charles Shackleford,1991-92,25,PHI,NBA,72,62,1399,5.3,10.9,5.3,10.8,0.0,0.0,1.6,2.4,3.7,6.9,10.7,1.2,1.0,1.3,1.6,5.3,12.2,.486,.487,.000,.486,.663,.510
1911,Paul Seymour,1951-52,24,SYR,NBA,66,,2209,3.4,10.0,3.4,10.0,,,3.0,4.0,,,3.7,3.6,,,,2.7,9.7,.335,.335,,.335,.759,.414
1912,Paul Seymour,1952-53,25,SYR,NBA,67,,2684,4.1,10.7,4.1,10.7,,,4.6,5.6,,,3.3,3.9,,,,2.8,12.8,.383,.383,,.383,.817,.485
1913,Paul Seymour,1953-54,26,SYR,NBA,71,,2727,4.2,11.1,4.2,11.1,,,3.9,4.9,,,3.8,4.8,,,,2.5,12.3,.377,.377,,.377,.813,.466
1914,Paul Seymour,1954-55,27,SYR,NBA,72,,2950,4.6,12.6,4.6,12.6,,,3.7,4.5,,,3.8,5.9,,,,1.7,12.8,.362,.362,,.362,.811,.438
1915,Paul Seymour,1955-56,28,SYR,NBA,57,,1826,4.5,13.2,4.5,13.2,,,3.7,4.6,,,3.0,5.4,,,,2.6,12.7,.339,.339,,.339,.807,.416
1916,Paul Seymour,1956-57,29,SYR,NBA,65,,1235,4.2,12.9,4.2,12.9,,,2.9,3.6,,,3.8,5.6,,,,2.7,11.3,.324,.324,,.324,.821,.390
1917,Paul Seymour,1957-58,30,SYR,NBA,64,,763,5.0,14.9,5.0,14.9,,,2.5,3.0,,,5.0,4.4,,,,4.2,12.6,.340,.340,,.340,.841,.390
1918,Ramon Sessions,2008-09,22,MIL,NBA,79,39,2173,5.7,12.8,5.6,12.3,0.1,0.6,4.7,5.9,1.1,3.4,4.5,7.5,1.4,0.1,2.5,2.6,16.2,.445,.457,.176,.449,.794,.525
1919,Ramon Sessions,2009-10,23,MIN,NBA,82,1,1732,5.3,11.5,5.2,11.2,0.0,0.3,3.5,4.8,1.2,3.2,4.4,5.4,1.1,0.1,2.8,2.8,14.0,.456,.467,.067,.457,.717,.513
1920,Ramon Sessions,2010-11,24,CLE,NBA,81,38,2133,6.1,13.1,6.1,12.8,0.1,0.3,5.9,7.1,0.8,3.5,4.3,7.1,1.0,0.1,3.0,1.6,18.1,.466,.472,.200,.468,.823,.559
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1921,Ramon Sessions,2011-12,25,TOT,NBA,64,23,1707,5.1,11.9,4.2,9.9,0.9,2.0,4.1,5.2,0.7,3.8,4.5,7.5,0.9,0.1,3.0,2.1,15.2,.428,.425,.443,.466,.782,.535
1922,Ramon Sessions,2013-14,27,TOT,NBA,83,19,2214,5.4,12.5,4.8,10.5,0.6,2.0,5.3,6.6,0.6,2.7,3.3,5.5,0.8,0.1,2.4,1.5,16.6,.429,.457,.282,.452,.807,.539
