
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
5901,Jeff Hornacek,1993-94,30,TOT,NBA,80,62,2820,6.0,12.8,5.1,10.2,0.9,2.7,3.3,3.8,0.8,2.8,3.6,5.3,1.6,0.2,2.2,2.4,16.3,.470,.505,.337,.505,.878,.562
5902,Jeff Hornacek,1986-87,23,PHO,NBA,80,3,1561,3.7,8.1,3.4,7.1,0.3,1.0,2.2,2.8,0.9,3.3,4.2,8.3,1.6,0.1,3.5,3.0,9.8,.454,.479,.279,.471,.777,.526
5903,Jeff Hornacek,1994-95,31,UTA,NBA,81,81,2696,6.4,12.5,5.2,9.6,1.2,2.9,3.8,4.3,0.7,2.1,2.8,4.6,1.7,0.2,1.9,2.4,17.9,.514,.547,.406,.562,.882,.620
5904,Jeff Hornacek,1987-88,24,PHO,NBA,82,49,2243,4.9,9.7,4.6,8.8,0.3,0.9,2.4,3.0,1.1,3.1,4.2,8.7,1.7,0.2,2.5,2.4,12.5,.506,.528,.293,.520,.822,.569
5905,Jeff Hornacek,1995-96,32,UTA,NBA,82,59,2588,6.1,12.2,4.7,9.1,1.4,3.1,3.6,4.0,0.9,2.0,2.9,4.7,1.5,0.3,1.8,2.4,17.3,.502,.514,.466,.561,.893,.619
5906,Al Horford,2008-09,22,ATL,NBA,67,67,2242,5.0,9.5,5.0,9.5,0.0,0.0,2.4,3.3,2.3,7.7,10.0,2.6,0.9,1.5,1.7,3.1,12.4,.525,.526,.000,.525,.727,.565
5907,Al Horford,2009-10,23,ATL,NBA,81,81,2845,5.9,10.7,5.9,10.7,0.0,0.0,2.7,3.4,3.0,7.1,10.1,2.4,0.7,1.2,1.5,2.8,14.5,.551,.551,1.000,.552,.789,.594
5908,Al Horford,2010-11,24,ATL,NBA,77,77,2704,6.8,12.3,6.8,12.2,0.0,0.1,2.0,2.5,2.4,7.1,9.6,3.5,0.8,1.1,1.6,2.6,15.7,.557,.557,.500,.558,.798,.587
5909,Al Horford,2012-13,26,ATL,NBA,74,74,2756,7.5,13.8,7.5,13.8,0.0,0.1,1.8,2.7,2.5,7.3,9.9,3.1,1.0,1.0,1.9,2.1,16.8,.543,.544,.500,.545,.644,.560
5910,Al Horford,2014-15,28,ATL,NBA,76,76,2318,8.1,15.0,7.9,14.4,0.2,0.6,1.7,2.2,2.0,6.4,8.4,3.8,1.1,1.5,1.6,1.9,18.0,.538,.547,.306,.544,.759,.563
5911,Al Horford,2015-16,29,ATL,NBA,82,82,2631,7.2,14.3,6.0,10.8,1.2,3.5,1.4,1.8,2.0,6.1,8.2,3.6,0.9,1.7,1.5,2.2,17.1,.505,.557,.344,.547,.798,.565
5912,Al Horford,2007-08,21,ATL,NBA,81,77,2540,4.7,9.5,4.7,9.4,0.0,0.1,2.2,3.0,3.5,7.6,11.1,1.8,0.9,1.1,1.9,3.8,11.6,.499,.502,.000,.499,.731,.539
5913,Cedrick Hordges,1981-82,25,DEN,NBA,77,1,1372,5.4,10.9,5.3,10.5,0.1,0.3,3.0,5.2,3.1,7.2,10.4,1.7,0.7,0.5,2.9,6.0,13.8,.493,.501,.231,.496,.583,.525
5914,Dennis Hopson,1989-90,24,NJN,NBA,79,64,2551,6.7,15.4,6.2,14.0,0.5,1.4,3.8,4.8,1.6,2.3,3.9,2.1,1.4,0.7,2.4,2.6,17.7,.434,.446,.317,.448,.792,.503
5915,Dennis Hopson,1991-92,26,TOT,NBA,71,0,1314,7.6,16.2,7.2,15.0,0.3,1.3,4.9,6.9,2.9,2.8,5.6,2.8,1.8,1.1,2.7,3.2,20.4,.465,.484,.255,.476,.708,.527
5916,Dave Hoppen,1988-89,24,CHH,NBA,77,36,1419,5.0,9.0,5.0,8.9,0.0,0.1,2.6,3.5,3.1,6.6,9.7,1.4,0.6,0.5,2.0,6.1,12.7,.564,.564,.500,.565,.727,.604
5917,Bob Hopkins,1957-58,23,SYR,NBA,69,,1224,6.5,16.3,6.5,16.3,,,3.6,4.7,,,11.5,1.3,,,,4.8,16.6,.399,.399,,.399,.764,.452
5918,Bob Hopkins,1958-59,24,SYR,NBA,67,,1518,5.8,14.5,5.8,14.5,,,4.2,5.5,,,10.3,1.6,,,,4.3,15.8,.403,.403,,.403,.752,.468
5919,Bob Hopkins,1959-60,25,SYR,NBA,75,,1616,5.7,14.7,5.7,14.7,,,3.0,3.9,,,10.4,1.2,,,,4.3,14.5,.389,.389,,.389,.782,.441
