
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
7901,Mark Davis,1997-98,24,PHI,NBA,71,12,906,4.3,9.7,4.3,9.5,0.0,0.2,2.5,4.0,2.5,3.7,6.3,2.9,1.9,0.7,3.6,3.8,11.2,.447,.458,.000,.447,.634,.489
7902,Johnny Davis,1984-85,29,CLE,NBA,76,30,1920,6.3,14.8,6.1,14.0,0.2,0.9,4.8,5.6,0.7,1.6,2.2,8.0,0.8,0.1,2.8,2.5,17.6,.426,.436,.261,.434,.850,.510
7903,Johnny Davis,1976-77,21,POR,NBA,79,,1451,5.8,13.2,5.8,13.2,,,4.1,5.2,1.5,1.6,3.1,3.7,1.0,0.3,,3.2,15.7,.441,.441,,.441,.794,.509
7904,Johnny Davis,1977-78,22,POR,NBA,82,,2188,5.6,12.4,5.6,12.4,,,3.1,3.7,1.1,1.8,2.8,3.6,1.3,0.2,2.5,2.8,14.4,.454,.454,,.454,.828,.511
7905,Johnny Davis,1978-79,23,IND,NBA,79,,2971,6.8,15.0,6.8,15.0,,,3.8,4.8,0.8,1.5,2.3,5.5,1.2,0.3,2.6,2.1,17.5,.456,.456,,.456,.793,.511
7906,Johnny Davis,1979-80,24,IND,NBA,82,,2912,6.1,14.3,6.1,13.8,0.0,0.5,3.8,4.4,1.3,1.5,2.8,5.4,1.4,0.3,2.5,2.2,16.1,.428,.440,.095,.430,.864,.495
7907,Johnny Davis,1980-81,25,IND,NBA,76,,2536,6.0,13.0,6.0,12.5,0.1,0.5,3.4,4.2,0.8,1.6,2.4,6.8,1.3,0.2,2.4,2.5,15.5,.465,.477,.121,.467,.796,.522
7908,Johnny Davis,1981-82,26,IND,NBA,82,70,2664,7.3,15.6,7.2,15.2,0.1,0.4,4.3,5.3,1.0,1.4,2.4,4.7,1.0,0.1,2.5,2.4,18.9,.467,.473,.185,.469,.799,.526
7909,Johnny Davis,1983-84,28,ATL,NBA,75,72,2079,6.1,13.9,6.1,13.7,0.0,0.1,3.8,4.4,0.9,1.5,2.4,5.6,1.1,0.1,2.3,2.5,16.0,.443,.447,.000,.443,.848,.507
