
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
4001,Derrick McKey,1994-95,28,IND,NBA,81,81,2805,5.3,10.7,4.9,9.5,0.4,1.1,2.8,3.8,1.6,3.5,5.1,3.5,1.6,0.6,2.2,3.3,13.8,.493,.509,.360,.513,.744,.558
4002,Derrick McKey,1995-96,29,IND,NBA,75,75,2440,5.1,10.5,4.9,9.5,0.3,1.0,2.5,3.3,1.8,3.5,5.3,3.9,1.2,0.6,2.1,3.6,13.0,.486,.511,.250,.498,.769,.543
4003,Stan McKenzie,1968-69,24,PHO,NBA,80,,1569,6.1,14.2,6.1,14.2,,,5.0,6.6,,,5.8,2.8,,,,4.4,17.1,.427,.427,,.427,.763,.502
4004,Stan McKenzie,1970-71,26,POR,NBA,82,,2290,6.3,14.2,6.3,14.2,,,5.2,6.2,,,4.9,3.7,,,,3.7,17.7,.441,.441,,.441,.836,.524
4005,Stan McKenzie,1971-72,27,POR,NBA,82,,2036,7.2,14.7,7.2,14.7,,,5.6,6.7,,,4.8,2.6,,,,4.2,20.1,.492,.492,,.492,.831,.567
4006,Jeff McInnis,2000-01,26,LAC,NBA,81,81,2831,5.5,11.9,4.8,10.0,0.7,1.8,1.7,2.0,0.5,2.3,2.8,5.7,1.0,0.1,1.4,2.5,13.3,.463,.482,.361,.491,.807,.521
4007,Jeff McInnis,2001-02,27,LAC,NBA,81,80,3030,5.5,13.3,4.6,10.5,0.9,2.8,2.2,2.6,0.5,2.0,2.5,5.9,0.7,0.1,1.7,2.4,14.1,.413,.437,.321,.446,.836,.486
4008,Jeff McInnis,2002-03,28,POR,NBA,75,1,1311,5.2,11.6,5.0,10.7,0.2,1.0,1.4,1.8,0.6,2.1,2.7,4.7,0.6,0.1,2.1,3.2,11.9,.444,.469,.171,.452,.746,.477
4009,Jeff McInnis,2003-04,29,TOT,NBA,70,57,2365,5.1,11.4,4.4,9.4,0.7,1.9,1.7,2.2,0.5,2.2,2.7,6.5,1.1,0.1,1.8,2.5,12.6,.447,.465,.362,.478,.797,.511
4010,Jeff McInnis,2004-05,30,CLE,NBA,76,69,2651,5.1,12.4,3.9,8.8,1.2,3.6,1.8,2.2,0.4,1.7,2.1,5.3,0.8,0.0,1.6,2.4,13.2,.412,.439,.345,.462,.813,.495
4011,Jim McIlvaine,1995-96,23,WSB,NBA,80,6,1195,1.9,4.4,1.9,4.4,0.0,0.0,1.7,3.2,2.0,4.9,6.9,0.3,0.6,5.0,1.1,5.2,5.5,.428,.428,,.428,.552,.476
4012,Jim McIlvaine,1996-97,24,SEA,NBA,82,79,1477,3.2,6.7,3.1,6.6,0.0,0.2,1.3,2.6,3.2,4.8,8.0,0.6,1.0,4.0,1.5,6.0,7.7,.471,.480,.143,.473,.495,.486
4013,Jim McIlvaine,1997-98,25,SEA,NBA,78,72,1211,3.0,6.6,3.0,6.5,0.0,0.1,1.3,2.4,2.9,4.8,7.7,0.6,0.7,4.1,1.6,7.1,7.3,.453,.459,.000,.453,.556,.477
4014,Kevin McHale*,1980-81,23,BOS,NBA,82,1,1645,7.8,14.6,7.8,14.5,0.0,0.0,2.4,3.5,3.4,4.5,7.9,1.2,0.6,3.3,2.4,5.7,17.9,.533,.535,.000,.533,.679,.556
4015,Kevin McHale*,1981-82,24,BOS,NBA,82,33,2332,7.2,13.5,7.2,13.5,0.0,0.0,2.9,3.8,2.9,5.6,8.6,1.4,0.5,2.9,2.1,4.1,17.2,.531,.531,,.531,.754,.568
4016,Kevin McHale*,1982-83,25,BOS,NBA,82,13,2345,7.4,13.7,7.4,13.7,0.0,0.0,3.0,4.1,3.3,5.2,8.5,1.6,0.5,2.9,2.4,3.7,17.8,.541,.541,.000,.541,.717,.573
4017,Kevin McHale*,1983-84,26,BOS,NBA,82,10,2577,8.2,14.7,8.2,14.7,0.0,0.0,4.7,6.1,2.9,5.6,8.5,1.5,0.3,1.8,2.1,3.4,21.1,.556,.557,.333,.557,.765,.605
4018,Kevin McHale*,1984-85,27,BOS,NBA,79,31,2653,8.2,14.4,8.2,14.3,0.0,0.1,4.8,6.3,3.1,6.6,9.7,1.9,0.4,1.6,2.1,3.2,21.2,.570,.573,.000,.570,.760,.617
4019,Kevin McHale*,1985-86,28,BOS,NBA,68,62,2397,8.4,14.7,8.4,14.7,0.0,0.0,4.9,6.3,2.6,5.7,8.3,2.7,0.4,2.0,2.2,2.9,21.7,.574,.574,,.574,.776,.623
4020,Kevin McHale*,1986-87,29,BOS,NBA,77,77,3060,9.3,15.4,9.3,15.3,0.0,0.0,5.0,6.0,2.9,6.1,9.0,2.3,0.4,2.0,2.3,2.8,23.6,.604,.606,.000,.604,.836,.655
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
4021,Kevin McHale*,1987-88,30,BOS,NBA,64,63,2390,8.3,13.7,8.3,13.7,0.0,0.0,5.2,6.5,2.4,5.7,8.1,2.6,0.4,1.4,2.1,2.7,21.8,.604,.604,,.604,.797,.656
4022,Kevin McHale*,1988-89,31,BOS,NBA,78,74,2876,8.3,15.2,8.3,15.1,0.0,0.1,5.5,6.7,2.8,5.2,8.0,2.2,0.3,1.2,2.5,2.8,22.0,.546,.548,.000,.546,.818,.608
4023,Kevin McHale*,1989-90,32,BOS,NBA,82,25,2722,8.6,15.6,8.3,14.7,0.3,0.9,5.2,5.8,2.7,6.3,9.0,2.3,0.4,2.1,2.4,3.3,22.6,.549,.562,.333,.558,.893,.623
4024,Kevin McHale*,1990-91,33,BOS,NBA,68,10,2067,8.8,15.9,8.5,15.2,0.3,0.6,4.0,4.8,2.5,5.8,8.4,2.2,0.4,2.5,2.4,3.4,21.8,.553,.559,.405,.561,.829,.606
4025,Kevin McHale*,1992-93,35,BOS,NBA,71,0,1656,6.5,14.1,6.4,13.7,0.0,0.4,3.6,4.2,2.1,5.7,7.8,1.6,0.3,1.3,2.0,2.7,16.6,.459,.469,.111,.461,.841,.519
4026,Dominic McGuire,2007-08,22,WAS,NBA,70,1,695,2.0,5.3,2.0,5.0,0.1,0.3,0.7,1.7,2.7,4.5,7.2,2.1,1.0,1.3,2.1,3.9,4.8,.379,.392,.167,.383,.438,.397
4027,Dominic McGuire,2008-09,23,WAS,NBA,79,57,2072,2.4,5.6,2.4,5.6,0.0,0.1,1.3,1.8,2.0,5.5,7.4,3.4,1.1,1.3,1.6,2.7,6.2,.432,.431,.500,.435,.725,.483
4028,Dominic McGuire,2011-12,26,GSW,NBA,64,6,1127,3.0,6.7,3.0,6.6,0.0,0.1,1.2,1.7,2.3,5.5,7.9,3.5,1.4,1.1,1.8,3.3,7.3,.448,.456,.000,.448,.736,.486
4029,Dick McGuire*,1951-52,26,NYK,NBA,64,,2018,3.6,8.5,3.6,8.5,,,3.3,5.2,,,5.9,6.9,,,,3.2,10.5,.430,.430,,.430,.631,.491
4030,Dick McGuire*,1952-53,27,NYK,NBA,61,,1783,2.9,7.5,2.9,7.5,,,3.1,5.4,,,5.7,6.0,,,,3.5,8.8,.381,.381,,.381,.569,.445
4031,Dick McGuire*,1953-54,28,NYK,NBA,68,,2343,3.1,7.6,3.1,7.6,,,3.4,5.3,,,4.8,5.4,,,,3.1,9.6,.408,.408,,.408,.638,.482
4032,Dick McGuire*,1954-55,29,NYK,NBA,71,,2310,3.5,9.1,3.5,9.1,,,3.0,4.7,,,5.0,8.4,,,,2.2,10.1,.389,.389,,.389,.644,.453
4033,Dick McGuire*,1955-56,30,NYK,NBA,62,,1685,3.2,9.4,3.2,9.4,,,2.6,4.1,,,4.7,7.7,,,,3.1,9.1,.347,.347,,.347,.627,.406
4034,Dick McGuire*,1956-57,31,NYK,NBA,72,,1191,4.2,11.1,4.2,11.1,,,3.2,4.9,,,4.4,6.7,,,,3.1,11.6,.383,.383,,.383,.644,.440
