
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
6701,Joe Graboski,1957-58,28,PHW,NBA,72,,2077,5.9,17.6,5.9,17.6,,,3.9,5.3,,,9.9,2.2,,,,4.3,15.8,.335,.335,,.335,.749,.395
6702,Joe Graboski,1958-59,29,PHW,NBA,72,,2482,5.7,16.2,5.7,16.2,,,3.9,5.2,,,10.9,2.1,,,,3.6,15.3,.353,.353,,.353,.750,.415
6703,Joe Graboski,1951-52,22,INO,NBA,66,,2439,4.7,12.2,4.7,12.2,,,3.9,5.8,,,9.7,1.9,,,,3.7,13.3,.387,.387,,.387,.667,.451
6704,Joe Graboski,1959-60,30,PHW,NBA,73,,1269,6.2,16.5,6.2,16.5,,,3.7,4.9,,,10.2,3.1,,,,4.2,16.0,.372,.372,,.372,.753,.428
6705,Marcin Gortat,2009-10,25,ORL,NBA,81,0,1088,4.0,7.5,4.0,7.4,0.0,0.1,1.7,2.5,3.4,7.8,11.3,0.6,0.6,2.3,1.5,4.6,9.7,.533,.540,.000,.533,.680,.563
6706,Marcin Gortat,2010-11,26,TOT,NBA,80,14,2032,6.0,10.7,6.0,10.6,0.0,0.1,2.5,3.4,2.6,8.6,11.2,1.2,0.6,1.6,1.4,3.3,14.5,.561,.563,.250,.561,.725,.594
6707,Marcin Gortat,2011-12,27,PHO,NBA,66,66,2114,7.3,13.1,7.3,13.1,0.0,0.0,2.8,4.3,3.2,8.1,11.2,1.0,0.8,1.7,1.5,2.4,17.3,.555,.557,.000,.555,.649,.578
6708,Marcin Gortat,2013-14,29,WAS,NBA,81,80,2655,6.2,11.4,6.2,11.4,0.0,0.0,2.1,3.1,2.7,7.7,10.4,1.9,0.6,1.6,1.7,2.7,14.5,.542,.541,1.000,.542,.686,.568
6709,Marcin Gortat,2014-15,30,WAS,NBA,82,82,2453,6.4,11.4,6.4,11.3,0.0,0.0,1.8,2.6,2.6,7.9,10.5,1.4,0.7,1.6,1.5,2.8,14.7,.566,.569,.000,.566,.703,.587
