
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
6601,JaMychal Green,2015-16,25,MEM,NBA,78,15,1446,5.7,12.3,5.4,11.2,0.4,1.1,2.6,3.4,3.5,5.8,9.3,1.7,1.1,0.8,2.1,4.7,14.4,.465,.478,.333,.480,.752,.520
6602,Gerald Green,2006-07,21,BOS,NBA,81,26,1780,6.3,14.9,4.3,9.7,1.9,5.2,2.6,3.2,1.4,2.8,4.2,1.7,0.8,0.5,2.4,4.0,17.0,.419,.447,.368,.484,.805,.521
6603,Gerald Green,2013-14,28,PHO,NBA,82,48,2330,6.9,15.5,3.8,7.7,3.2,7.9,3.0,3.6,0.7,3.5,4.2,1.9,1.1,0.6,2.2,3.4,20.0,.445,.492,.400,.547,.848,.585
6604,Gerald Green,2014-15,29,PHO,NBA,74,4,1446,8.1,19.4,4.7,9.7,3.4,9.6,2.5,3.0,0.8,3.8,4.6,2.3,1.0,0.3,2.6,3.6,22.0,.416,.478,.354,.504,.825,.532
6605,Gerald Green,2015-16,30,MIA,NBA,69,14,1557,5.3,13.6,3.4,7.6,1.9,6.0,1.7,2.1,0.6,3.2,3.8,1.3,0.9,0.4,1.1,2.8,14.2,.392,.446,.323,.463,.783,.491
6606,Draymond Green,2015-16,25,GSW,NBA,81,81,2808,5.1,10.5,3.9,7.2,1.3,3.3,2.9,4.2,1.7,8.1,9.9,7.7,1.5,1.4,3.3,3.1,14.5,.490,.537,.388,.551,.696,.587
6607,Draymond Green,2012-13,22,GSW,NBA,79,1,1061,2.9,8.7,2.4,6.4,0.5,2.3,1.5,1.9,2.0,6.9,8.8,1.8,1.4,0.8,1.7,5.4,7.7,.327,.368,.209,.354,.818,.404
6608,Draymond Green,2013-14,23,GSW,NBA,82,12,1797,3.7,9.2,2.6,5.9,1.1,3.3,1.6,2.5,1.7,6.5,8.2,3.0,2.0,1.4,1.8,4.6,10.2,.407,.449,.333,.467,.667,.498
6609,Draymond Green,2014-15,24,GSW,NBA,79,79,2490,4.9,11.1,3.3,6.3,1.6,4.8,1.9,2.9,1.6,7.7,9.4,4.2,1.8,1.4,1.9,3.7,13.3,.443,.523,.337,.516,.660,.540
6610,Danny Green,2012-13,25,SAS,NBA,80,80,2201,4.9,10.8,2.0,4.1,2.9,6.8,1.1,1.3,0.6,3.4,4.0,2.3,1.5,0.9,1.5,2.0,13.7,.448,.480,.429,.581,.848,.600
6611,Danny Green,2013-14,26,SAS,NBA,68,59,1651,4.8,11.0,1.9,4.1,2.9,6.9,1.1,1.4,0.5,4.4,5.0,2.3,1.4,1.3,1.7,2.3,13.5,.432,.460,.415,.562,.794,.580
6612,Danny Green,2014-15,27,SAS,NBA,81,80,2312,5.0,11.5,2.0,4.4,3.0,7.1,1.7,2.0,0.8,4.5,5.3,2.5,1.6,1.4,1.4,2.5,14.7,.436,.466,.418,.566,.874,.596
6613,Danny Green,2015-16,28,SAS,NBA,79,79,2062,3.7,9.8,1.7,3.7,2.0,6.1,0.6,0.8,0.8,4.5,5.3,2.5,1.4,1.1,1.3,2.5,10.0,.376,.448,.332,.480,.739,.492
6614,Danny Green,2011-12,24,SAS,NBA,66,38,1522,5.0,11.3,2.6,5.7,2.4,5.5,1.9,2.4,1.3,4.1,5.4,2.0,1.4,1.1,1.6,2.5,14.3,.442,.449,.436,.549,.790,.579
6615,A.C. Green,2000-01,37,MIA,NBA,82,1,1411,3.7,8.3,3.7,8.1,0.0,0.2,2.0,2.8,2.7,5.3,8.0,1.0,0.8,0.2,1.1,3.0,9.4,.444,.453,.000,.444,.712,.492
6616,A.C. Green,1992-93,29,LAL,NBA,82,55,2819,4.8,9.0,4.6,8.4,0.2,0.6,3.5,4.8,3.7,5.4,9.1,1.5,1.1,0.5,1.5,1.9,13.4,.537,.550,.348,.548,.739,.603
6617,A.C. Green,1985-86,22,LAL,NBA,82,1,1542,4.9,9.1,4.9,8.9,0.0,0.1,2.4,3.9,3.7,5.2,8.9,1.3,1.1,1.1,2.3,5.3,12.2,.539,.545,.167,.540,.611,.564
6618,A.C. Green,1993-94,30,PHO,NBA,82,55,2825,5.9,11.8,5.8,11.4,0.1,0.4,3.4,4.6,3.5,6.1,9.6,1.7,0.9,0.5,1.3,1.8,15.3,.502,.513,.229,.506,.735,.555
6619,A.C. Green,1986-87,23,LAL,NBA,79,72,2240,5.1,9.4,5.1,9.4,0.0,0.1,3.5,4.5,3.4,6.5,9.9,1.4,1.1,1.3,1.6,2.7,13.7,.538,.543,.000,.538,.780,.599
6620,A.C. Green,1994-95,31,PHO,NBA,82,52,2687,4.2,8.3,3.6,6.6,0.6,1.7,3.4,4.6,2.6,6.4,9.0,1.7,0.7,0.4,1.5,2.0,12.3,.504,.547,.339,.539,.732,.596
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
