
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
8901,Fred Brown,1973-74,25,SEA,NBA,82,,2501,8.3,17.6,8.3,17.6,,,2.8,3.3,1.6,4.1,5.8,6.0,2.0,0.3,,4.0,19.4,.471,.471,,.471,.863,.510
8902,Fred Brown,1981-82,33,SEA,NBA,82,2,1785,7.9,17.4,7.4,15.9,0.5,1.6,2.2,2.6,0.8,2.0,2.8,4.8,1.4,0.1,1.9,2.2,18.6,.455,.468,.325,.470,.860,.501
8903,Fred Brown,1974-75,26,SEA,NBA,81,,2669,9.9,20.7,9.9,20.7,,,3.0,3.7,1.5,3.1,4.6,3.8,2.5,0.2,,3.1,22.9,.480,.480,,.480,.831,.513
8904,Fred Brown,1982-83,34,SEA,NBA,80,1,1432,9.3,17.9,9.0,17.1,0.4,0.8,1.5,1.8,0.8,1.6,2.4,6.1,1.5,0.3,2.8,2.5,20.5,.520,.523,.438,.529,.806,.546
8905,Fred Brown,1975-76,27,SEA,NBA,76,,2516,10.6,21.8,10.6,21.8,,,3.9,4.5,1.6,2.9,4.5,3.0,2.0,0.3,,2.7,25.1,.488,.488,,.488,.869,.529
8906,Fred Brown,1983-84,35,SEA,NBA,71,1,1129,8.2,16.1,7.9,15.1,0.3,1.1,2.5,2.7,0.4,1.5,2.0,6.2,1.6,0.1,2.2,2.7,19.2,.510,.528,.265,.519,.895,.553
8907,Fred Brown,1976-77,28,SEA,NBA,72,,2098,9.2,19.1,9.2,19.1,,,2.9,3.3,1.2,2.8,4.0,3.0,2.1,0.3,,2.4,21.2,.479,.479,,.479,.884,.516
8908,Fred Brown,1977-78,29,SEA,NBA,72,,1965,9.3,19.1,9.3,19.1,,,3.2,3.6,1.1,2.3,3.4,4.4,2.0,0.5,3.0,2.7,21.8,.488,.488,,.488,.898,.528
8909,Fred Brown,1978-79,30,SEA,NBA,77,,1961,8.2,17.5,8.2,17.5,,,3.4,3.8,0.7,2.5,3.2,4.8,2.2,0.4,3.0,2.6,19.7,.469,.469,,.469,.888,.516
8910,Fred Brown,1979-80,31,SEA,NBA,80,,1701,8.6,17.8,7.7,16.0,0.8,1.9,2.4,2.9,0.7,2.5,3.3,3.7,1.4,0.4,2.2,2.5,20.3,.479,.483,.443,.502,.837,.532
8911,Fred Brown,1972-73,24,SEA,NBA,79,,2320,7.3,16.1,7.3,16.1,,,1.9,2.3,,,4.9,6.8,,,,3.5,16.5,.455,.455,,.455,.818,.483
8912,Fred Brown,1980-81,32,SEA,NBA,78,,1986,9.2,18.8,8.7,17.6,0.4,1.2,3.1,3.8,1.0,2.2,3.2,4.2,1.6,0.2,2.4,2.6,21.9,.488,.496,.359,.499,.832,.535
8913,Devin Brown,2005-06,27,UTA,NBA,81,14,1711,4.4,11.1,3.5,8.6,0.8,2.5,3.3,4.5,1.5,2.8,4.4,2.2,0.9,0.3,2.1,3.2,12.9,.393,.411,.331,.430,.745,.493
8914,Devin Brown,2007-08,29,CLE,NBA,78,20,1762,4.4,10.8,3.5,7.9,0.9,3.0,2.2,2.9,1.3,4.0,5.4,3.6,1.1,0.1,2.0,2.9,12.0,.409,.447,.308,.451,.754,.494
8915,Derrick Brown,2011-12,24,CHA,NBA,65,17,1443,5.3,10.2,5.1,9.6,0.1,0.6,2.3,3.5,2.4,3.5,5.9,1.7,1.2,0.3,1.4,2.4,13.1,.518,.535,.250,.526,.667,.556
8916,Dee Brown,1993-94,25,BOS,NBA,77,76,2867,6.2,12.8,5.8,11.6,0.4,1.2,2.3,2.7,0.8,3.0,3.8,4.4,2.0,0.6,1.6,2.6,15.0,.480,.497,.313,.495,.831,.533
8917,Dee Brown,1994-95,26,BOS,NBA,79,69,2792,5.6,12.6,4.0,8.4,1.6,4.2,3.0,3.6,0.8,2.4,3.2,3.9,1.4,0.6,1.9,2.3,15.9,.447,.478,.385,.512,.852,.562
8918,Dee Brown,1997-98,29,TOT,NBA,72,12,1719,5.2,11.8,2.9,6.1,2.3,5.7,1.2,1.5,0.5,2.7,3.2,3.2,1.7,0.5,1.5,2.6,13.8,.438,.474,.399,.534,.817,.555
8919,Dee Brown,1998-99,30,TOR,NBA,49,0,1377,4.9,12.9,1.4,3.8,3.5,9.1,1.0,1.4,0.4,2.3,2.7,3.7,1.5,0.2,2.1,2.0,14.4,.378,.356,.387,.514,.727,.529
8920,Dee Brown,1990-91,22,BOS,NBA,82,5,1945,5.3,11.3,5.1,10.7,0.1,0.6,2.5,2.9,0.8,2.6,3.4,6.4,1.5,0.3,2.5,3.0,13.2,.464,.479,.206,.470,.873,.523
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
8921,Dee Brown,1992-93,24,BOS,NBA,80,48,2254,5.2,11.2,4.8,9.9,0.4,1.3,3.1,3.9,0.7,3.2,3.9,7.4,2.2,0.5,2.2,3.2,14.0,.468,.488,.317,.486,.793,.541
8922,Chucky Brown,1990-91,22,CLE,NBA,74,51,1485,6.4,12.2,6.4,12.1,0.0,0.1,2.4,3.5,1.9,3.3,5.2,1.9,0.6,0.6,2.3,3.2,15.2,.524,.528,.000,.524,.701,.555
8923,Chucky Brown,1992-93,24,NJN,NBA,77,20,1186,4.9,10.0,4.9,9.9,0.0,0.2,2.2,3.0,2.7,4.4,7.0,1.5,0.6,0.7,1.7,3.4,11.9,.483,.491,.000,.483,.724,.523
