
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2601,Theo Ratliff,1996-97,23,DET,NBA,76,38,1292,5.0,9.4,5.0,9.4,0.0,0.0,2.3,3.2,3.0,4.1,7.1,0.4,0.8,3.1,1.6,5.0,12.2,.531,.531,,.531,.698,.566
2602,Theo Ratliff,1997-98,24,TOT,NBA,82,67,2447,4.5,8.8,4.5,8.8,0.0,0.0,2.9,4.1,3.3,4.8,8.0,0.8,0.7,3.8,1.7,4.3,11.9,.513,.513,,.513,.701,.561
2603,Theo Ratliff,1998-99,25,PHI,NBA,50,50,1627,4.4,9.3,4.4,9.3,0.0,0.0,3.7,5.1,3.1,5.9,9.0,0.7,1.0,3.3,2.0,4.0,12.4,.470,.470,,.470,.725,.539
2604,Theo Ratliff,2002-03,29,ATL,NBA,81,81,2518,3.9,8.5,3.9,8.5,0.0,0.0,2.2,3.1,2.2,6.5,8.7,1.0,0.8,3.7,2.0,3.9,10.1,.464,.464,,.464,.720,.512
2605,Theo Ratliff,2003-04,30,TOT,NBA,85,83,2664,3.6,7.4,3.6,7.4,0.0,0.0,1.9,2.9,2.6,5.7,8.3,1.0,0.7,4.1,1.6,4.1,9.1,.485,.485,,.485,.645,.521
2606,Ed Ratleff,1973-74,23,HOU,NBA,81,,1773,5.2,11.9,5.2,11.9,,,2.1,2.6,1.9,3.9,5.8,3.7,1.8,0.5,,3.7,12.4,.434,.434,,.434,.798,.476
2607,Ed Ratleff,1974-75,24,HOU,NBA,80,,2563,5.5,12.0,5.5,12.0,,,2.2,2.7,2.6,3.8,6.4,3.6,2.1,0.7,,3.2,13.2,.461,.461,,.461,.826,.503
2608,Ed Ratleff,1975-76,25,HOU,NBA,72,,2401,4.7,9.7,4.7,9.7,,,2.5,3.1,1.6,4.1,5.7,3.9,1.7,0.6,,3.5,11.9,.485,.485,,.485,.816,.540
2609,George Ratkovicz,1951-52,29,SYR,NBA,66,,1356,4.4,12.6,4.4,12.6,,,4.3,6.4,,,8.7,2.4,,,,6.2,13.1,.349,.349,,.349,.674,.425
2610,George Ratkovicz,1952-53,30,TOT,NBA,71,,2235,3.4,10.0,3.4,10.0,,,4.2,6.0,,,8.4,3.5,,,,4.6,10.9,.336,.336,,.336,.702,.433
2611,George Ratkovicz,1953-54,31,MLH,NBA,69,,2170,3.3,8.3,3.3,8.3,,,2.9,4.5,,,8.7,2.6,,,,4.2,9.5,.393,.393,,.393,.645,.459
2612,Blair Rasmussen,1986-87,24,DEN,NBA,74,23,1421,6.8,14.4,6.8,14.4,0.0,0.0,4.3,5.9,4.6,7.1,11.8,1.5,0.6,1.5,2.0,5.7,17.9,.470,.470,,.470,.732,.525
2613,Blair Rasmussen,1987-88,25,DEN,NBA,79,45,1779,8.8,17.9,8.8,17.9,0.0,0.0,2.7,3.4,2.6,6.2,8.8,1.6,0.4,1.6,1.5,4.9,20.3,.492,.492,,.492,.776,.523
2614,Blair Rasmussen,1988-89,26,DEN,NBA,77,22,1308,7.1,15.9,7.1,15.9,0.0,0.0,1.9,2.2,2.9,5.0,7.9,1.3,0.8,1.1,1.3,5.3,16.0,.445,.445,,.445,.852,.476
2615,Blair Rasmussen,1989-90,27,DEN,NBA,81,55,1995,8.0,16.2,8.0,16.1,0.0,0.0,2.0,2.4,3.1,7.6,10.7,1.5,0.7,1.9,1.4,5.4,18.1,.497,.498,.000,.497,.828,.525
2616,Blair Rasmussen,1990-91,28,DEN,NBA,70,69,2325,6.3,13.7,6.2,13.6,0.0,0.1,1.0,1.4,2.6,7.9,10.5,1.1,0.8,2.0,1.3,4.8,13.5,.458,.458,.400,.459,.677,.473
2617,Blair Rasmussen,1991-92,29,ATL,NBA,81,61,1968,6.3,13.3,6.3,12.9,0.1,0.4,0.5,0.7,1.7,5.5,7.2,2.0,0.6,0.9,0.9,4.3,13.3,.478,.486,.217,.481,.750,.490
2618,Kelvin Ransey,1980-81,22,POR,NBA,80,,2431,7.8,17.2,7.7,16.7,0.0,0.5,2.4,3.2,0.6,2.3,2.9,8.2,1.3,0.1,3.4,3.0,18.0,.452,.462,.097,.453,.749,.484
2619,Kelvin Ransey,1981-82,23,POR,NBA,78,68,2418,7.5,16.3,7.5,15.7,0.0,0.6,3.6,4.7,0.6,2.2,2.8,8.3,1.4,0.1,3.4,2.5,18.7,.460,.474,.079,.462,.761,.507
2620,Kelvin Ransey,1982-83,24,DAL,NBA,76,4,1607,7.7,16.7,7.6,16.4,0.0,0.4,3.4,4.5,1.0,2.3,3.3,6.3,1.3,0.1,2.9,2.4,18.8,.460,.467,.125,.461,.764,.504
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2621,Kelvin Ransey,1983-84,25,NJN,NBA,80,50,1937,5.6,13.0,5.5,12.4,0.1,0.6,2.7,3.4,0.5,1.8,2.4,9.0,1.7,0.1,2.6,3.4,14.1,.434,.445,.219,.439,.792,.487
2622,Kelvin Ransey,1984-85,26,NJN,NBA,81,29,1689,6.4,13.9,6.4,13.7,0.0,0.2,2.6,3.0,0.9,1.9,2.8,7.6,1.9,0.1,2.4,2.9,15.4,.459,.463,.182,.460,.859,.505
2623,Kelvin Ransey,1985-86,27,NJN,NBA,79,15,1504,5.5,12.1,5.5,11.5,0.1,0.6,2.9,3.5,0.8,2.0,2.8,6.0,1.2,0.1,2.7,3.1,14.0,.457,.474,.125,.460,.818,.514
2624,Zach Randolph,2002-03,21,POR,NBA,77,11,1301,7.3,14.3,7.3,14.1,0.0,0.1,3.4,4.5,3.8,5.6,9.5,1.1,1.2,0.4,1.7,3.9,18.0,.513,.518,.000,.513,.758,.555
2625,Zach Randolph,2003-04,22,POR,NBA,81,80,3067,7.8,16.1,7.8,16.0,0.0,0.1,3.5,4.6,2.8,7.1,10.0,1.9,0.8,0.5,2.9,2.7,19.1,.485,.486,.200,.485,.761,.528
2626,Zach Randolph,2005-06,24,POR,NBA,74,71,2545,7.6,17.4,7.4,16.6,0.2,0.8,3.5,4.9,2.7,5.6,8.4,2.0,0.8,0.2,2.3,2.6,18.9,.436,.443,.291,.443,.714,.483
2627,Zach Randolph,2006-07,25,POR,NBA,68,67,2425,8.9,19.1,8.7,18.4,0.2,0.7,5.8,7.1,3.0,7.3,10.2,2.2,0.8,0.2,3.2,2.7,23.9,.467,.473,.292,.472,.819,.537
2628,Zach Randolph,2007-08,26,NYK,NBA,69,68,2244,7.8,17.0,7.4,15.7,0.4,1.3,3.6,4.6,3.0,8.4,11.4,2.2,0.9,0.3,3.0,3.1,19.5,.459,.474,.275,.470,.772,.513
2629,Zach Randolph,2009-10,28,MEM,NBA,81,81,3051,7.7,15.8,7.5,15.2,0.2,0.6,4.3,5.5,3.9,7.3,11.2,1.8,0.9,0.4,2.1,2.7,19.8,.488,.496,.288,.494,.778,.546
2630,Zach Randolph,2010-11,29,MEM,NBA,75,74,2724,7.9,15.7,7.8,15.1,0.1,0.6,4.0,5.2,4.3,7.8,12.1,2.2,0.8,0.3,2.0,2.3,19.9,.503,.515,.186,.507,.758,.552
