
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
3901,Ron Mercer,1998-99,22,BOS,NBA,41,40,1551,7.1,16.4,7.0,15.7,0.1,0.7,1.9,2.4,0.9,2.7,3.6,2.4,1.6,0.3,2.1,1.9,16.2,.431,.443,.167,.435,.790,.463
3902,Ron Mercer,1999-00,23,TOT,NBA,68,68,2377,7.0,16.4,6.7,15.6,0.2,0.7,3.2,4.1,1.0,2.8,3.8,2.4,1.1,0.3,2.3,2.3,17.4,.426,.431,.313,.433,.789,.479
3903,Ron Mercer,2000-01,24,CHI,NBA,61,61,2535,7.1,15.9,6.9,15.3,0.2,0.7,2.7,3.2,1.0,2.3,3.4,2.9,1.1,0.4,1.8,2.1,17.1,.446,.452,.304,.452,.825,.492
3904,Ron Mercer,2002-03,26,IND,NBA,72,3,1671,5.3,12.9,5.2,12.5,0.1,0.3,1.4,1.7,0.7,2.6,3.3,2.4,1.1,0.3,1.2,2.6,12.0,.409,.415,.188,.411,.802,.439
3905,John Mengelt,1971-72,22,CIN,NBA,78,,1438,7.2,15.1,7.2,15.1,,,5.2,6.3,,,3.7,3.7,,,,4.1,19.6,.474,.474,,.474,.825,.546
3906,John Mengelt,1972-73,23,TOT,NBA,79,,1647,7.0,14.2,7.0,14.2,,,2.8,3.5,,,4.0,3.3,,,,3.2,16.8,.492,.492,,.492,.794,.532
3907,John Mengelt,1973-74,24,DET,NBA,77,,1555,5.8,12.9,5.8,12.9,,,4.2,5.3,0.9,3.8,4.8,3.4,1.6,0.2,,3.8,15.7,.446,.446,,.446,.795,.516
3908,John Mengelt,1974-75,25,DET,NBA,80,,1995,6.1,12.6,6.1,12.6,,,3.8,4.5,0.7,2.8,3.4,3.6,1.3,0.1,,3.6,15.9,.479,.479,,.479,.851,.545
3909,John Mengelt,1977-78,28,CHI,NBA,81,,1767,6.6,13.8,6.6,13.8,,,3.7,4.8,0.8,1.8,2.6,4.7,1.0,0.1,2.5,3.4,17.0,.481,.481,,.481,.773,.535
3910,John Mengelt,1978-79,29,CHI,NBA,75,,1705,7.1,14.5,7.1,14.5,,,3.2,3.8,0.5,2.0,2.5,3.9,1.0,0.1,2.5,3.1,17.4,.491,.491,,.491,.824,.537
3911,Chuck Mencel,1955-56,22,MNL,NBA,69,,973,4.4,13.9,4.4,13.9,,,2.9,3.6,,,4.1,4.9,,,,2.7,11.8,.320,.320,,.320,.813,.381
3912,Chuck Mencel,1956-57,23,MNL,NBA,72,,1848,4.7,13.4,4.7,13.4,,,3.5,4.7,,,4.6,3.9,,,,1.9,13.0,.353,.353,,.353,.746,.419
