
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
5401,Ivan Johnson,2011-12,27,ATL,NBA,56,0,934,5.4,10.6,5.4,10.4,0.1,0.2,2.8,3.9,2.5,6.2,8.7,1.2,1.7,0.7,2.7,4.5,13.7,.513,.517,.333,.516,.720,.558
5402,Gus Johnson*,1963-64,25,BAL,NBA,78,,2847,7.2,16.8,7.2,16.8,,,2.7,4.0,,,13.5,2.1,,,,4.1,17.1,.430,.430,,.430,.658,.460
5403,Gus Johnson*,1964-65,26,BAL,NBA,76,,2899,7.2,17.1,7.2,17.1,,,3.2,4.8,,,12.3,3.4,,,,3.2,17.6,.418,.418,,.418,.676,.457
5404,Gus Johnson*,1966-67,28,BAL,NBA,73,,2626,8.5,18.9,8.5,18.9,,,3.7,5.3,,,11.7,2.7,,,,3.9,20.7,.450,.450,,.450,.708,.489
5405,Gus Johnson*,1969-70,31,BAL,NBA,78,,2919,7.1,15.8,7.1,15.8,,,2.4,3.4,,,13.4,3.3,,,,3.3,16.7,.451,.451,,.451,.724,.483
5406,George Johnson,1979-80,23,DEN,NBA,75,,1938,5.7,12.1,5.7,11.9,0.0,0.2,2.7,3.5,3.5,7.3,10.8,2.9,1.6,1.2,2.7,4.8,14.3,.476,.480,.222,.478,.783,.524
5407,George Johnson,1982-83,26,IND,NBA,82,64,2297,6.4,13.4,6.3,12.9,0.1,0.6,2.0,2.7,2.8,5.8,8.5,3.4,1.2,0.8,3.8,4.4,14.9,.477,.490,.184,.481,.733,.509
5408,George Johnson,1983-84,27,IND,NBA,81,20,2073,7.1,15.4,6.9,14.5,0.2,0.8,3.9,4.7,2.4,5.6,8.0,3.4,1.4,0.9,3.2,4.4,18.3,.465,.478,.234,.471,.826,.527
5409,George Johnson,1974-75,26,GSW,NBA,82,,1439,3.8,8.0,3.8,8.0,,,1.5,2.3,5.4,8.9,14.4,1.7,0.8,3.4,,5.2,9.1,.476,.476,,.476,.659,.507
